"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","timeToPredict","Correct"
"445","But what's most amazing about ""American Reunion"" is its absolute lack of tonal control. Scenes will wander from gross-out gag to sentimental schmaltz to pervy leer to cheap nostalgia within a 30-second span, utterly free of clear directorial guidance. Even worse, very little of it is remotely funny.",35,"a","second","span","utterly","free","of","to","in",0.0300000000002001,FALSE
"446","The chicken salad sub ($7.75) features smooth, creamy chicken salad made from all-white meat. The hot sausage sub ($6.70), while tasty enough, is nowhere near hot. The meatball sub ($6.70) is Italian grandma-worthy, although you may wish for more sauce (which I promptly added at home).",22,"sub","","while","tasty","enough","striking","in","out",0,FALSE
"447","5. Thank you, NFL: There was a big court decision on the NFL lockout that some believe will go a long way toward preventing a lockout in the NBA.",27,"toward","preventing","a","lockout","in","of","to","in",0.00999999999976353,TRUE
"448","Although one can almost never go wrong with fresh-cut fries, I subbed them out for the house potato salad, which proved another good choice. Cool and creamy, with intriguing, smoky notes, it was not long for my plate.",32,"with","intriguing","smoky","notes","it","the","a","from",0.0199999999999818,FALSE
"449","Rutgers also claimed a championship in the 4-X-400-meter relay, as the team of Kevin Brown, Steve Werner, Corey Caidenhead and Aaron Younger prevailed with a time of 3:08.82.",26,"younger","prevailed","with","a","time","of","to","in",0.0199999999999818,FALSE
"450","""The haphazard airline tarmac delays that occurred in Hartford to airline passengers have happened one too many times, and frankly, it's unjustifiable,"" Sen. John D. Rockefeller IV, D-W.Va., told me. ""Passengers' rights need to be strengthened so events like this never happen again. That's exactly why I have made airline passenger rights a priority in the Senate FAA bill.""",28,"john","d","rockefeller","iv","dwva","dwva","how","d",0.0300000000002001,TRUE
"451","This month, the board is expected to propose regulations that would keep students, even those with behavior problems, in school as much as possible. The regulations would do away with more than a third of all suspensions, according to the state's data.",20,"with","behavior","problems","in","school","the","a","for",0.0299999999997453,FALSE
"452","""It was one week of hell,"" said Staff Sgt. Demetrius McCowan, who was named the top non-commissioned officer. McCowan, a 10-year veteran who served in Afghanistan in 2009 and 2010, trains in Fresno.",23,"mccowan","a","year","veteran","who","of","to","in",0.0100000000002183,FALSE
"453","""The fact is,"" says Yuval Levin of the Ethics and Public Policy Center, ""Medicare is going to crush the government, and if Republicans leave it unreformed then the debt picture is very, very ugly. They might never -- literally never -- show the budget reaching balance. Not in the 10-year window and not if they take their graphs out 100 years. Obama could probably show balance just past the budget window in the middle of the next decade because of the massive Medicare cuts he proposes, even if in practice they will never actually happen.""",5,"the","fact","is","says","yuval","to","of","a",0.0399999999999636,FALSE
"454","Kid-friendliness: Great for kids of all ages during early hours. More of a bar after 7 p.m.",7,"for","kids","of","all","ages","the","a","his",0.0100000000002183,FALSE
"455","Old Mutual, which holds Massmart shares but is not a major owner, also would like to continue to see it listed, because it's the kind of company in which investors would like to have shares.",19,"like","to","continue","to","see","the","a","be",0.0299999999997453,FALSE
"456","Cleveland hit just .176 in losing four of five on its own field but has thrived at the plate during its current nine-game trek. Manager Manny Acta's club has scored a combined 41 runs while batting .333 on the road.",27,"ninegame","trek","manager","manny","acta's","manager","acta's","trek",0.0300000000002001,TRUE
"457","BAGRAM AIR FIELD, Afghanistan - President Barack Obama is telling troops in Afghanistan that Osama bin Laden got his justice one year ago, as the president stirs up memories of his signature foreign policy victory in a secret trip to this war zone.",24,"justice","one","year","ago","as","the","of","and",0.0199999999999818,FALSE
"458","You don't mess around with Harry Brock, the self-made New Jersey junk-metal dealer and possible wiseguy, 'cause he don't need no lip from nobody, 'specially you. Watch out for his babe, too. She may be blond and busty and sound dumb, but don't judge no book by its dumb, busty, blond cover.",34,"his","babe","too","she","may","said","was","had",0.0299999999997453,FALSE
"459","Ready's girlfriend, 47-year-old Lisa Lynn Mederos, made a domestic-violence call to 911 asking the police to come help her on Wednesday. Seconds later, the operator heard gunshots and the line went dead.",17,"asking","the","police","to","come","the","a","be",0.0300000000002001,FALSE
"460","About the Cavaliers: The Cavaliers, one of just three teams who already have been eliminated from the playoffs, have won just six games since Nov. 27 and own the NBA's worst record. ... They lost an NBA-record 26 consecutive games earlier this season. ... Samuels recorded his second career double-double with 10 points and 10 rebounds in a loss to the Oklahoma City Thunder Sunday. Samuels is averaging 14.2 points and 8.0 rebounds since moving into the starting lineup on March 2. ... Hickson has 16 double-doubles since Jan. 9, which ranks sixth in the NBA during that span. ... The Cavaliers bench ranks seventh in the NBA in scoring, averaging 34.9 points per game.",64,"to","the","oklahoma","city","thunder","of","the","and",0.0199999999999818,FALSE
"461","The Alabama-based bank said it will refund the $4 monthly fee to customers’ accounts on Friday.",5,"the","alabamabased","bank","said","it","the","of","he",0.0299999999997453,FALSE
"462","Oroweat ($4.49 for eight buns at Safeway) creamed the competition. These ""attractive"" buns were ""soft, but not mushy,"" with ""wheaty flavor"" and ""good molasses notes."" Not to be discounted was the size: ""large enough to hold the dog and all the trimmings."" Two panelists would buy these buns, and three might.",39,"to","hold","the","dog","and","of","and","the",0.0100000000002183,TRUE
"463","The meal ended the way it began, with a showstopping surprise a cup of rich warm chocolate with thick whipped cream, and a little shot of bitter German beer. Our waiter suggested that we alternate sips -- first chocolate and then beer. It became an interesting conversation to detail what was going on in our mouths with the constant flipping between bitter and sweet.",11,"began","with","a","showstopping","surprise","of","a","to",0.0399999999999636,FALSE
"464","“The most amazing thing to me is that he’s hitting 100 miles per hour in almost every start,” said teammate Rick Porcello, the former Seton Hall Prep star. “Not just once in a while, but all the time. It’s one thing if you do that for a game or two, but for him 100 mph is part of his repertoire. It’s not, ‘Will he have it that day?’ He always has it.”",35,"once","in","a","while","but","the","of","a",0.0300000000002001,FALSE
"465","If you pull up to a meter adorned with an elf hat, from the movie ""Arthur Christmas,""you'll get FREE parking at that meter on Wednesday, Nov. 16.",8,"up","to","a","meter","adorned","the","of","a",0.00999999999976353,FALSE
"466","FirstEnergy's performances this year and over the next two years is expected to be the focus of the company's annual meeting with Wall Street analysts in New York Tuesday morning. The session will be available live",20,"focus","of","the","company's","annual","of","the","and",0.0199999999999818,FALSE
"467","But it's not as simple as that, and Herzog knows as much. With his camera, his compassion, and his keen reportorial skills (despite a few maddeningly leading questions), Herzog heads for the Lone Star state, retracing the events behind a triple homicide in Conroe, Texas, 10 years earlier.",42,"events","behind","a","triple","homicide","of","to","in",0.0300000000002001,FALSE
"468","A: At 38 degrees below zero!",6,"at","","degrees","below","zero","the","zero","an",0.00999999999976353,TRUE
"469","Any more questions? Leave them in the comments section, and we'll do our best to track down the answers. This is some interesting stuff ...",23,"answers","this","is","some","interesting","to","the","a",0.0399999999999636,FALSE
"470","""The defendant has no inclination to flee,"" Bitterman said in arguing to have his client released on his own recognizance.",6,"defendant","has","no","inclination","to","a","to","been",0.0100000000002183,TRUE
"471"," Saturday's men's semifinals: Yuba (32-3) vs. Antelope Valley-Lancaster (24-7), 5 p.m.; Fresno City (31-3) vs. Citrus-Glendora (28-1), 7 p.m.",6,"saturday's","men's","semifinals","yuba","",NA,NA,NA,NA,FALSE
"472","What stood out this year was the significant number of green inventions, an encouraging sign for Michigan's economy. These new products and services illustrate the creativity at work in the state when it comes to thinking green. But the ingenuity isn't limited to entrepreneurs. Cities, nonprofit groups and professors have devised new ways to tackle pressing environmental problems.",36,"when","it","comes","to","thinking","the","a","be",0.0299999999997453,FALSE
"473","FRIDLEY, Minn. -- A mother and her boyfriend shaved the head of her 12-year-old daughter, then forced the girl to wear a diaper and run up and down outside their home near Minneapolis because she wasn't doing well at school, police said.",35,"home","near","minneapolis","because","she","the","of","a",0.0199999999999818,FALSE
"474","The Stoops brothers and Pelini are all from the Youngstown area, but they already have jobs. Gruden was considered briefly when Tressel got the job, and has shown no great interest in returning to the sideline, particularly at the college level.",39,"the","sideline","particularly","at","the","the","of","a",0.0300000000002001,TRUE
"475","Are consumers changing their behavior in response? That's tougher to judge, given how much the downturn in the economy has hurt convention business in Minneapolis. But gross sales at Minneapolis bars and restaurants rose almost 10 percent between 2005 and 2009, to $944 million, according to sales and use tax data collected by the state of Minnesota. During that same period, sales in St. Paul rose almost 17 percent.",20,"downturn","in","the","economy","has","of","the","and",0.0199999999999818,FALSE
"476","ROBBINSVILLE — Multiple fire crews responded to the New Jersey Turnpike and Uncle Petes Road yesterday, where a tractor-trailer hauling a burning carrier stacked with cars was on fire.",16,"and","uncle","petes","road","yesterday","the","near","a",0.0100000000002183,FALSE
"477","Meanwhile, Alex Erb was blanking the Vianney offense. The senior left-hander allowed the five hits and two walks in the first four innings, but got a double play and stranded six runners to maintain the slim 1-0 lead.",18,"five","hits","and","two","walks","the","a","to",0.0299999999997453,FALSE
"478","The more benign market backdrop came a day after the Economy Ministry said it will take over Bankia SA, which has high exposure to bad property loans following a crash in the construction sector. The government is hoping that its plan for the bank, which will be fleshed out further Friday alongside other measures, will form part of a strategy to convince investors the country won't need a bailout like those taken by Greece, Ireland and Portugal.",38,"sector","the","government","is","hoping","to","of","a",0.0199999999999818,FALSE
"479","Eden Jack and Tiffany Horrell are sisters, so, they say, they're used to beating each other up.",8,"tiffany","horrell","are","sisters","so","in","to","the",0.0100000000002183,FALSE
"480","Away from the hustle and bustle of the city, in Bridgeton, Cumberland County, the Cohanzick Zoo offers a chance to enjoy wildlife such as white tigers, lemurs, and owls with free admission. Cowtown Rodeo in Woodstown, Salem County, presents a live rodeo every Saturday night from May 26 until Sept. 29. Single admission or season tickets are available.",22,"a","chance","to","enjoy","wildlife","the","a","be",0.0199999999999818,FALSE
"481","Lionsgate, $27.98; Blu-ray, $29.99",2,NA,NA,NA,"lionsgate","",NA,NA,NA,NA,FALSE
"482","""People want more of a higher-energy restaurant with shared plates and a price point that allows them to go more often. Our hope is to get new customers and have them dine more frequently and not just on special occasions.""",30,"get","new","customers","and","have","the","a","to",0.0299999999997453,FALSE
"483","Bosh played 37 minutes, and his 10 rebounds were a team-high.",9,"and","his","","rebounds","were","the","a","in",0.0199999999999818,FALSE
"484","In your case, online statements have made it easier to access information at your convenience, which is a good thing. The column aimed to drive home the point that paperless users need to stay on top of their various accounts more vigorously than those who don't bother to manage their finances online, now that the onus often falls on the individual to keep track of bills and statements. As reader Mr. Colaianni said, it's a matter of fiscal discipline.",62,"falls","on","the","individual","to","of","and","the",0.0100000000002183,FALSE
"485","Good riddance! A mind like that may awe you for a while, but they never got it.",6,"riddance","a","mind","like","that","of","to","this",0.0199999999999818,FALSE
"486","Influenced by David Copperfield growing up, Blagg wanted to do something a bit different. He wanted to make magic even more interactive.",2,NA,NA,NA,"influenced","by",NA,NA,NA,NA,FALSE
"487","""He'll see,"" he said. ""That's all I can tell you.""",4,NA,"he'll","see","he","said","said","was","the",0.0199999999999818,TRUE
"488","2. Get the kids interested in gardening. You only need a pot or a small area to grow flowers or vegetables. Try sunflowers, tomatoes, zinnias or even a pumpkin to harvest for Halloween.",33,"pumpkin","to","harvest","for","halloween","the","a","be",0.0100000000002183,FALSE
"489","Despite the decline in sales last year, the companies on the list grew their headcounts to an average of 538 employees in 2011 from 493 in 2010. What's more, they reported plans to increase the size of their workforces this year on average to 691.",28,"from","","in","","what's","the","a","for",0.0199999999999818,FALSE
"490","""If you hit the snooze button more than twice you are probably sleep-deprived,"" says sleep expert Michael J. Breus, PhD. Another clue is if you fall asleep in less than 10 minutes.",19,"sleep","expert","michael","j","breus","breus","the","over",0.0199999999999818,TRUE
"491","Red Red Wine might not have a destination-spot menu, but it's right at home in Annapolis — an upbeat and polished place to gather with friends. A more coherent wine list would help. The bulky wine book now is much too much: Baroquely written and ornately designed, it's generous to a fault with graphics and anecdotes, and impossible to look at for more than a few seconds.",30,"friends","a","more","coherent","wine","than","of","to",0.0300000000002001,FALSE
"492","In 2002, an impact study done by KPMG for the American Horse Council showed that horse racing and breeding in Ohio was a $1 billion business, not counting secondary effects, with 25,000 people directly employed at racetracks and breeding farms.",19,"that","horse","racing","and","breeding","the","a","to",0.0299999999997453,FALSE
"493","She was told: ""That's it. You just need to accept it. She had a five-day suspension. She's going to be here.""",14,"accept","it","she","had","a","to","a","was",0.0100000000002183,TRUE
"494","The USL staff did not return phone calls Monday, but the USL did issue a statement Dec. 30 offering support of the USSF's attempt to push the two sides toward finding common ground.",8,"did","not","return","phone","calls","calls","a","to",0.0299999999997453,TRUE
"495","It wasn't Soul Train, but it was soulful.",3,NA,NA,"it","wasn't","soul","is","was","a",0,FALSE
"496","Baker's 38-page private placement memorandum says Cook manages ""over $4 billion of G5 international currency positions."" He says he got the information from Oxford Global and ""validated"" the assets claim with sources he wouldn't describe.",24,"got","the","information","from","oxford","the","of","a",0.0399999999999636,FALSE
"497","It's still an attractive spot for the industry because of its talented workers, said Patrick Moorhead of Moor Insights & Strategy, who spent 11 years in various positions at Advanced Micro Devices. But it's an expensive place to do business, and other nations are increasingly attractive to companies because of their emphasis on education, he added.",28,"","years","in","various","positions","the","a","for",0,FALSE
"498","Not every department would see cuts. The plan calls for a slight increase in the police department's current budget of $89.7 million. And the Health Department would see its budget increase by about $600,000 next year.",16,"slight","increase","in","the","police","of","the","and",0.0100000000002183,FALSE
"499","A daily aspirin also cuts your risk of dying from breast cancer in half, and protects against colon and pancreatic cancers.",17,"in","half","and","protects","against","the","a","to",0.0299999999997453,FALSE
"500","Louisville pops up as the No. 4-seed. Seton Hall knows it's not going there. After revealing the 6-11 game, the bracket shifts. The first First Four game between a non-16-seed is going to be announced. Everyone in the room shifts up in their chairs. Willard leans forward on the couch outside, biting his thumb.",15,"it's","not","going","there","after","to","are","is",0.0199999999999818,FALSE
"501","He almost did it again. After a gut-wrenching trade to Detroit in 1960, Colavito returned to old Municipal Stadium with the Tigers on July 5, 1962 and hit three straight homers, missing a fourth with a monstrous drive into the upper deck that landed about 15 feet foul.",11,"a","gutwrenching","trade","to","detroit","the","a","be",0.0300000000002001,FALSE
"502","Both worked over a muddy track at the Palm Meadows Training Center in Florida with Wood Memorial winner Gemologist clocked in :50.39 for four furlongs, while Risen Star Stakes winner El Padrino was caught in a slow :53.34.",15,"training","center","in","florida","with","the","a","for",0.0199999999999818,FALSE
"503","70: Cooper gets a break away and kicks it into the hand of Larentowicz. The Timbers are awarded the free kick. Jewsbury takes it, but Colorado knocks the ball away again.",12,"kicks","it","into","the","hand","of","and","to",0.0100000000002183,FALSE
"504","Below is The Plain Dealer story announcing that Fitch would be coming to Cleveland:",2,NA,NA,NA,"below","is","an","zero","occupy",0.0199999999999818,FALSE
"505","Cinco de Mayo is a great time for colorful lucha libre, so Distrito is building a wrestling ring for pro luchadores. Enjoy $5 margaritas and $2 Tecate beers all day, and stick around for the $35 chef's tasting menu with a $15 tequila pairing. Mariachis and a DJ will provide musical entertainment.",24,"pro","luchadores","enjoy","","margaritas","athletes","has",NA,0,FALSE
"506","For oysters:",2,NA,NA,NA,"for","oysters","the","a","and",0,FALSE
"507","The bad news for Sepler and other human resources folks: It's getting worse. Or more precisely, new problems are arising, and the old ones haven't gone away.",8,"for","sepler","and","other","human","the","a","to",0.00999999999976353,FALSE
"508","JUAN MONTOYA",2,NA,NA,NA,"juan","montoya","montoya",NA,NA,0.0199999999999818,TRUE
"509","The Glassboro Marketplace is made possible in part by Stanger Sponsors Peach Country Tractor, Barnes & Noble at Rowan University and New Jersey Clean Communities.",14,"stanger","sponsors","peach","country","tractor","peach","country","will",0.0100000000002183,FALSE
"510","The same, of course, could be said of narrative, which is, at the most basic level, an attempt to impose order on the chaos of experience. That adds another layer of tension to the collection, since stories need some kind of resolution even when what they record is unresolved. For the most part, Doerr does an excellent job of balancing these intentions, creating work that is open-ended yet nuanced, avoiding false connections or epiphanies. The narrator of ""The River Nemunas,"" a teenage girl who moves from Kansas to Lithuania to live with her grandfather after her parents die of cancer, learns that it never gets easier, that the pain of absence is perhaps the only thing that doesn't dissipate. ""Lots of things fade away,"" she thinks, ""but ghosts like these don't, heartbreak like this doesn't.""",61,"excellent","job","of","balancing","these","the","a","his",0.0199999999999818,FALSE
"511","Eastmoreland residents said a number of cat parts have been found in the area in recent weeks. Joan Saso said she heard about three incidents and now accompanies her four cats outdoors.",20,"recent","weeks","joan","saso","said","years","year","months",0.0299999999997453,FALSE
"512","Shocking Results",2,NA,NA,NA,"shocking","results","results",NA,NA,0,TRUE
"513","Ohio State, which has won or shared five of the last seven Big Ten titles, won't have an easy road in the conference next season.",5,"ohio","state","which","has","won","a","to","been",0.0300000000002001,FALSE
"514","""That's JumpStart's model,"" said Ray Leach, JumpStart's chief executive officer. ""We're not ashamed of it. That's what we're here to do. That's what we're funded to do.""",9,"ray","leach","jumpstart's","chief","executive","officer","executive","said",0.0199999999999818,TRUE
"515","223 Kensington Way, $850,000, 04-03-12, 1,612 SF, 4 BR",7,"way","","","","sf","to","the","with",0.00999999999976353,FALSE
"516","Unit 2 had been shut down for routine maintenance, but closer inspection found premature wear in its steam-generator tubes.",11,"for","routine","maintenance","but","closer","the","it","i",0.0300000000002001,FALSE
"517","Price: Arthaus Musik DVD, $95.99; available at www.naxosdirect.com.",2,NA,NA,NA,"price","arthaus","but","will","quote",0,FALSE
"518","Princeton Borough Mayor Yina Moore and Councilwomen Jenny Crumiller and Jo Butler spoke against the plan to relocate the Dinky.",15,"jo","butler","spoke","against","the","the","spoke","against",0.0399999999999636,TRUE
"519","The kitchen features white baker's marble counters, custom cabinetry and built-in leather bench seating in the breakfast area. That space blends into the family room and opens to a private outdoor garden setting.",32,"to","a","private","outdoor","garden","the","of","a",0.0100000000002183,FALSE
"520","The 6-foot-2, 175-pound Marcelin, who was signed from the team's Division 2 squad in December, 2010, played well as a defensive midfielder during the 2011 season. However, Marcelin's fortunes took a turn for the worse after his turnover led to Real Salt Lake scoring the equalizing goal to tie the game 2-2 before the Timbers lost 3-2 March 31.",2,NA,NA,NA,"the","foot","of","and","to",0.0199999999999818,FALSE
"521","TOKYO -- Sony forecast a return to profit for this fiscal year after sinking into its third straight year of red ink, hammered by the costs of massive online security breaches and the damage from a March quake and tsunami in northeastern Japan.",17,"after","sinking","into","its","third","a","the","own",0.0299999999997453,FALSE
"522","For the last 10 years, a faithful group of Bucks County boys (ages 40-55+) has made a faithful pilgrimage to a Philadelphia Eagles road game. Last season's trip was a little different - 14 of us stopped at New Orleans for three days on our way to Arlington, Texas, for the Cowboys game.",38,"","of","us","stopped","at","the","a","his",0.0100000000002183,FALSE
"523","""His barn, more than any other, exhibits a true sense of community and involvement that encompasses entire families, riders and non- riders alike. Briarwood comes to shows as a team, `Jack's Team,' and they participate together as a group. In a sport that is all too often very individualistic, their team spirit and support is a testament to the very essence that is and always will be remembered as Jack Benson.""",48,"is","all","too","often","very","to","the","a",0.0299999999997453,FALSE
"524","Neither Obama nor Clinton offered information as the administration and the Chinese government sought to prevent the biggest human-rights issue with China since the 1989 Tiananmen Square demonstrations from disrupting high-level strategic and economic talks set to begin in Beijing on Thursday. Clinton left Washington for Beijing late Monday night.",37,"and","economic","talks","set","to","the","a","to",0.0199999999999818,TRUE
"525","(DIY) Cool Tools: Landscape Special -- Tools for the landscape include powerful chainsaws, biodegradable lawn bags and an eco-blower.",16,"powerful","chainsaws","biodegradable","lawn","bags","bags","biodegradable","lawn",0.0199999999999818,TRUE
"526","The longer a deal takes, ""the more the hospital loses volume and status, and that is not only lowering the sale price but making it more unlikely that anyone will be willing to buy it,"" said Gerard F. Anderson, director of the Center for Hospital Finance and Management in the Johns Hopkins Bloomberg School of Public Health.",16,"and","status","and","that","is","the","a","he",0.0300000000002001,FALSE
"527","For more than two hours, they questioned Gardner and heard about his plans for an organic farm and residential program for at-risk youth. He said he believes he could help young people avoid making the kind of mistakes that landed him on death row.",21,"farm","and","residential","program","for","the","a","to",0.00999999999976353,FALSE
"528","Nicholas Thomas, the band director at Southwest DeKalb from 2001 to 2009, said ""my experience at Southwest DeKalb was wonderful."" He said the band performed twice in the Rose Bowl parade, had its own reality show, and that students never showed any indication of hazing or any violence at all, other than the horseplay that can be expected of young people.",7,"the","band","director","at","southwest","the","of","a",0.0300000000002001,FALSE
"529","Centralia pitcher Baylee Douglas earned the win for Centralia. She held Westminster to four hits and struck out four while walking two.",20,"and","struck","out","four","while","the","of","and",0.0399999999999636,FALSE
"530","""When you look how we ended the season, once we got Baron, he seemed to galvanize the team and we started playing more like a team. You put a healthy Anderson in there, and a healthy Jamison, and you're pretty competitive.",30,"team","you","put","a","healthy","of","to","in",0.0300000000002001,FALSE
"531","According to court records, Robert Jarrett filed a petition in Howard County Circuit Court in 1996 for Christine Jarrett to be declared dead.",5,"according","to","court","records","robert","the","a","be",0.00999999999976353,FALSE
"532","Previous finalists up for consideration again this year are Maurice Cheeks, Bernard King, Dick Motta, Don Nelson, Hank Nichols, Ralph Sampson, Jamaal Wilkes and the All-American Red Heads.",12,"year","are","maurice","cheeks","bernard","the","in","to",0.0199999999999818,FALSE
"533","The glittering prize at St. Andrew's, a drafty stone building dating back to medieval times, is its copper-covered roof. More than a century old, it managed to survive a bomb that landed perilously close during the Blitz in World War II. But it was defenseless against the thieves who started ripping off pieces in April.",10,"andrew's","a","drafty","stone","building","of","to","in",0.0100000000002183,FALSE
"534","Murray complimented the crowd Thursday for getting the Blues into the game after that.",12,"the","blues","into","the","game","of","and","to",0.0299999999997453,FALSE
"535","Adelaide finally convinces Nathan that they should elope. But first Nathan must prove to Adelaide that his gambling days are behind him.",13,"but","first","nathan","must","prove","the","of","keep",0.0399999999999636,FALSE
"536","“You don’t have any place where you’d be allowed to put new units,” she said.",13,"allowed","to","put","new","units","the","york","jersey",0.0100000000002183,FALSE
"537","Wayne Whitbeck",2,NA,NA,NA,"wayne","whitbeck","state","swept",NA,0.0199999999999818,FALSE
"538","21-Aug Nice, France Stade Charles-Erhmann On Sale Feb. 14",8,"stade","charleserhmann","on","sale","feb","the","a","and",0,FALSE
"539","""It's unfortunate that Congressman Hayworth -- who frequently complains that liberals unfairly paint opponents of illegal immigration as racists -- would add his voice to a smear campaign driven by liberal blogs to attack a respected sheriff fighting on the front lines in Arizona's battle against drug and human smuggling,"" Rogers said.",45,"front","lines","in","arizona's","battle","the","a","for",0.0299999999997453,FALSE
"540","I will make the R&D tax credit permanent so we can encourage the kind of innovation that drives economic growth. And I will end the job-killing repatriation tax, so American companies who do business overseas will bring their profits here and invest at home.",29,"the","jobkilling","repatriation","tax","so","of","and","to",0.0100000000002183,FALSE
"541","During the yet-to-be-scheduled event, the company, which provides graffiti removal services for the city of Santa Ana and others across the country, will unveil a free smart phone application that will allow residents to upload photos of graffiti and send them directly to her company's technicians.",4,NA,"during","the","yettobescheduled","event","of","and","to",0.0199999999999818,FALSE
"542","Lorraine Harding to Shane E. Fryer and Jacqueline Danielle Fryer, property at 3 Mill Pond Road for $325,500.",16,"at","","mill","pond","road","the","a","home",0.0199999999999818,FALSE
"543","How pivotal it was also might be a matter of opinion.",11,"be","a","matter","of","opinion","the","a","his",0.0300000000002001,FALSE
"544","""I would definitely give him some credit"" for an improved clubhouse culture, Mozeliak said. ""The attitude he brought, especially when we were struggling, was something that helped bring everything around.""",3,NA,NA,"i","would","definitely","have","be","think",0.00999999999976353,FALSE
"545","Cecilia Zalkind, executive director of Advocates for Children of New Jersey, said the alarming child poverty rate is directly linked to Newark parents’ dwindling income and the rising cost of living in the city.",13,"of","new","jersey","said","the","the","a","he",0.0300000000002001,TRUE
"546","What: Turn your mind to mush with marathon viewings of eight seasons of this beloved comedy starring the time-warping Topher Grace and Ashton Kutcher. Extras, on 32 discs: director commentaries, promo spots, and featurettes for every season.",18,"this","beloved","comedy","starring","the","the","is","starring",0.0199999999999818,TRUE
"547","''For me, it's not really an issue because I'm someone who believes being bisexual is actually a thing. It's not made up. It's not a lack of decision. It's not being greedy or numerous other ignorant things I've heard at this point.",20,"actually","a","thing","it's","not","to","not","of",0.00999999999976353,TRUE
"548","East Greenwich authorities ask residents to leave their green grass cans at the curb if they have yet to be picked up.",12,"their","green","grass","cans","at","decorations","own","and",0.0399999999999636,FALSE
"549","Barry Adams, a 75-year-old retired teacher who lives near the Oregon Zoo, said he voted for Hales. ""I just think our priorities are bad, and I'm looking for someone to right them,"" Adams said.",9,"retired","teacher","who","lives","near","are","is","lives",0.0300000000002001,FALSE
"550","Prices: $$$ Expensive (most entrees $18-$24)",3,NA,NA,"prices","","expensive","of","said","will",0,FALSE
"551","Analysts said diesel has become a profit center for refiners and helped them continue to operate through a sluggish gasoline market.",14,"refiners","and","helped","them","continue","the","a","to",0.0299999999997453,FALSE
"552","When the Los Angeles Vikings win a Super Bowl in a couple of years, we can all thank Minnesota House Speaker Kurt Zellers for our pain. We won't forget that Zellers is responsible for another L.A. championship team.",11,"a","super","bowl","in","a","the","a","for",0.0100000000002183,TRUE
"553","Out of the jury's presence on Monday, the judge told attorneys for both sides, along with police and the girl's mother that the police were facing a man who had ""intoxicated his brain"" with drugs and couldn't be reasoned with, who ""ranted and raved,"" threatened to kill his daughters and others and fired at police, Carrillo said.",30,"facing","a","man","who","had","of","are","is",0.0399999999999636,FALSE
"554","“What’s the best way to end these tax cuts? By doing nothing,"" he said in a statement after the supercommittee announced it was unable to find agreement on cutting $1.2 trillion from the deficit over the next 10 years.",5,"whats","the","best","way","to","of","to","and",0.0300000000002001,TRUE
"555","But a written airport-use agreement between SeaPort and Newport is expected before mid-March, officials said.",10,"between","seaport","and","newport","is","the","a","to",0.00999999999976353,FALSE
"556","GDP reflects the economy's total output of goods and services. The latest forecast is in line with one issued by the group in November that called for the economy to grow 2.4 percent this year.",3,NA,NA,"gdp","reflects","the",NA,NA,NA,NA,FALSE
"557","“Now you’re going to have to live with what I have to do,” Sneiderman said to Citron, according to Abt. The next day, Judge Gregory Adams, approving a motion by the prosecution, barred Sneiderman from the courtroom and courthouse for interfering with witnesses .",7,"going","to","have","to","live","the","a","be",0.0300000000002001,FALSE
"558","In the face of mounting resistance from Republican state leaders and other critics, the Obama administration moved Monday to ease development of state-based insurance exchanges, a key feature of the new healthcare law.",19,"obama","administration","moved","monday","to","the","and","that",0.0199999999999818,FALSE
"559","Cook the pancakes: Use nonstick cooking-oil spray to grease a nonstick skillet, then place it over medium-high heat. For each pancake, pour in about 1/4 cup of batter, spacing the pancakes at least 1 inch apart. Cook for 2 to 3 minutes or until the tops are marked with bubbles and the edges appear cooked. Carefully turn the pancakes over; cook for 1 to 2 minutes or until the bottoms are lightly browned.",45,"","minutes","or","until","the","the","an","more",0.00999999999976353,TRUE
"560","When sales are improperly recorded, “we will change it”, said Thomas Reilly, chief of valuation and mapping for the office.",18,"of","valuation","and","mapping","for","the","a","to",0.0399999999999636,FALSE
"561","1224 Addison Dr, $22,000",3,NA,NA,"","addison","dr","dr",NA,NA,0,TRUE
"562","Bridges by Bike: Portland Bicycle Tours leads tours with history and city information; bring a bike or borrow one. Meet at 345 N.W. Everett St. Free tours: 10 a.m. July 24 , July 31 and Aug. 7. Others, $40: July 24 at 2 p.m. and 6 p.m.; July 25-31 and Aug. 2-7, noon; Aug. 1, 6 p.m. Registration required, 503-360-6815, portlandbicycletours.com.",52,"july","","and","aug","","the","a","to",0.0300000000002001,FALSE
"563","One recent year we decided on Mediterranean feasting (a limoncello sparkler set the mood) while another year we sought inspiration from China, with a suckling pig as the piece de resistance. Yet another time we looked South of the Border, with carnitas tacos served on mini tortillas.",45,"with","carnitas","tacos","served","on","the","a","served",0.0299999999997453,FALSE
"564","(05-02) 01:59 PDT LONDON, United Kingdom (AP) --",4,NA,"","","pdt","london","london","united",NA,0,TRUE
"565","This latest change would make the contract would bring to total up to $2,766,513.60.",13,"bring","to","total","up","to","the","to","a",0.0300000000002001,TRUE
"566","The program will be presented by Maria Ojascastro, who has a master's degree in fine arts from Washington University and is a faculty member at the Center of Creative Arts.",26,"a","faculty","member","at","the","the","a","home",0.0199999999999818,TRUE
