"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","timeToPredict","Correct"
"2914","Good! Haha, we'll see about getting you a variety show.","good haha well see about getting you a",9,"variety","can",0.0300000000006548,FALSE
"2915","im being a greek goddess too =)","im being a",4,"greek","little",0.0100000000002183,FALSE
"2916","Need some Merlot...","need some",3,"merlot","of",0.0299999999988358,FALSE
"2917","Red Velvet Cake yogurt. I am not fooled.","red",2,"velvet","and",0.0200000000004366,FALSE
"2918","Its one of those mornings...when you find yourself listening to Yanni","its one of",4,"those","the",0.0200000000004366,FALSE
"2919","omg did u see the cats?!","omg did u see the",6,"cats","the",0.0300000000006548,FALSE
"2920","Is the muse getting excited?? ♥ Aoede ♪♫","is the muse getting excited",6,"�","the",0.0100000000002183,FALSE
"2921","I thought it would be more racist and sexist, too. It wasn't PC, but James was pretty decent to people","i thought it would be more racist and sexist too",11,"it","way",0.0299999999988358,FALSE
"2922","Important news: 360 | 365 is going back to its roots as the High Falls Film Festival for 2013","important news is going back to its roots as the high falls",13,"film","school",0.0300000000006548,FALSE
"2923","Can't wait for Sunday!!","cant",2,"wait","wait",0.0200000000004366,TRUE
"2924","Absence of armed conflict is just first part of peace. Peace is about people Prof. Jody Williams","absence of armed conflict is just first part of peace peace is about people prof",16,"jody","who",0.0299999999988358,FALSE
"2925","Everyone should get a friend who stutters.""Hey Arik you want to ch-ch-chill?"" as long as you keep bringing those beats yeah.","everyone should get a friend who stuttershey arik you want",11,"to","to",0.0300000000006548,TRUE
"2926","Getting ready to head out for the shooting of the music video, I will keep you guys posted :)","getting ready to head out for the shooting of the music video",13,"i","and",0.0299999999988358,FALSE
"2927","We're hearing the Broncos will schedule a press conference for 1 PM local time (3 PM est) to announce Manning as QB.","were hearing the broncos will schedule a press conference",10,"for","and",0.0400000000008731,FALSE
"2928","DVR is set! Will it be available anywhere online afterwards?","dvr is set will it be available",8,"anywhere","the",0.0100000000002183,FALSE
"2929","If The Phone Doesn't Ring, It's Me. ~Song title by Jimmy Buffet","if the phone",4,"doesnt","call",0.0300000000006548,FALSE
"2930","love u too ;)","love u",3,"too","be",0.0199999999986176,FALSE
"2931","Gratitude for family, clean water, hot showers and freedom to pursue happiness","gratitude for family clean",5,"water","and",0.0300000000006548,FALSE
"2932","Awkwardly walking around my neighborhood taking pictures of houses. #noshame. It's all in the name of photography...","awkwardly walking around my neighborhood taking pictures of houses its all in the",14,"name","the",0.0599999999994907,FALSE
"2933","Haha, well I'm not on the fence on that one bit! But I've felt that way for a long time, and not just b/c of censorship.","haha well im not on the fence on that one",11,"bit","one",0.0599999999994907,FALSE
"2934","All nighter with ,","all nighter",3,"with",NA,NA,FALSE
"2935","haha no! I might gets brand new car :)","haha no i might gets",6,"brand","be",0.0400000000008731,FALSE
"2936","key take away from #nyc startup crawl, startups are hiring ""like crazy"", #wallstreet is firing like crazy","key take away from startup",6,"crawl","the",0.0300000000006548,FALSE
"2937","was just thinkin about the big brothers commercial we shot w/ u at the GBHOF. lol poor kid was starstruck & u hyper","was just thinkin about the big brothers commercial we shot w u at the",15,"gbhof","the",0.0299999999988358,FALSE
"2938","Probably not. The wife is off and I am poor!","probably",2,"not","not",0.0100000000002183,TRUE
"2939","Good video about social; curious why retweeted?","good video about social",5,"curious","the",0.0200000000004366,FALSE
"2940","#whenimdrunk i act like im just tipsy lol","i act like im just tipsy",7,"lol","as",0.0300000000006548,FALSE
"2941","Social Networking On iPad | iPad Tutorial","social networking",3,"on",NA,NA,FALSE
"2942","#np 'My boy builds coffins' Florence + The Machine","my",2,"boy","life",0.0100000000002183,FALSE
"2943","how my teacher, teaches us it is only some parts aren't","how my teacher teaches",5,"us","who",0.0300000000006548,FALSE
"2944","i get annoyed when you fakes spam my mentions get the fuck out my mentions -_-","i get annoyed when you fakes spam my",9,"mentions","in",0.0299999999988358,FALSE
"2945","Great to meet you, too!","great to",3,"meet","see",0.0200000000004366,FALSE
"2946","I think fablous girlfriend is so pretty but she needa find a man thats gone really treat her right cause fab do her so dirty. smh","i think fablous girlfriend is so pretty but she needa find a man thats gone really treat",18,"her","want",0.0300000000006548,FALSE
"2947","birthday tweet","birthday",2,"tweet","party",0.0200000000004366,FALSE
"2948","breaking shit... again!","breaking",2,"again","up",0,FALSE
"2949","GET AUSTIN MAHONE VERIFIED is trending worldwide!!! lets get it to the topp!!!!","get austin",3,"mahone","was",0.0299999999988358,FALSE
"2950","n its sikk I knew u was goin2go2one place n dats it idk if u think um playn or wat","n its sikk i knew u was goingoone place n dats it idk",14,"if","was",0.0300000000006548,FALSE
"2951","ok I was just ask'n hehehe","ok i was just askn",6,"hehehe","as",0.0100000000002183,FALSE
"2952","hey Jeff how can i write u and share with u my story? I have had sever major open heart surgeries...","hey jeff how can i write u and share with u my story i",15,"have","of",0.0399999999990541,FALSE
"2953","#TwinAnchorsBBQ welcomes all families & ages. We love to see families eat some great #ribs & have a great time!","welcomes",2,"all",NA,NA,FALSE
"2954","oh the poor lamb!!! How did she get the cut?","oh",2,"the","and",0.0100000000002183,FALSE
"2955","At last minute Mark Doty edges out as best #ala11 speaker, proclaiming ""heaviness that is no burden to itself""","at",2,"last","the",0.0200000000004366,FALSE
"2956","Finally home. Pajamas. Now in the bed relaxing :) My Friday was a good one, how about yours?","finally home pajamas now in the bed relaxing my friday was",12,"a","last",0.0300000000006548,FALSE
"2957","Complement your IMAGINATION with Web 2.0 tools and/or industry-standard software.","complement your imagination with web tools",7,"andor","of",0.0299999999988358,FALSE
"2958","sounds like a plan lady!","sounds like",3,"a","to",0.0200000000004366,FALSE
"2959","how do you know this?","how do",3,"you","you",0,TRUE
"2960","Ahh, I know! I'm pretty good, how are you?","ahh i know im pretty good how are",9,"you","to",0.0300000000006548,FALSE
"2961","#EveryoneHasThat1Friend that complains about everything","that complains about",4,"everything","the",0.0299999999988358,FALSE
"2962","Nick Young is still my boy.","nick young is",4,"still","the",0.0100000000002183,FALSE
"2963","Good luck to fellow Heel with AD discussions at Minnesota.","good luck to fellow heel with ad",8,"discussions","the",0.0300000000006548,FALSE
"2964","Same here RT: I hate my dads judgements! Stfu.","same here rt i hate my dads",8,"judgements","life",0.0200000000004366,FALSE
"2965","it took 27 min to get this after placing my order at bar","it took min to get this after placing my order at",12,"bar","hips",0.0299999999988358,FALSE
"2966","Thanking God and Jesus for waking me and my love ones up this morning!","thanking god and jesus for waking me and my love ones up this",14,"morning","to",0.0599999999994907,FALSE
"2967","Adios Dallas, Moto is out. Paris get ready here we come","adios",2,"dallas",NA,NA,FALSE
"2968","AMEN!! Sun is shin ing and its 71 and I cant wait to give you the biggest hug tomorrow. You look amazing BTW","amen sun is shin ing",6,"and","which",0.0300000000006548,FALSE
"2969","bro miss you, how are you? Evrything is ok?","bro miss you how are",6,"you","ready",0.0300000000006548,FALSE
"2970","with you in Sytycd everything will be just perfect! B/c yu the best!!","with you in sytycd everything will be",8,"just","be",0.0299999999988358,FALSE
"2971","Grace on Mr. Freeze: ""Is he, like, Lame Joke Man?""","grace on mr freeze",5,"is","gorham",0.0200000000004366,FALSE
"2972","please follow back!(:","please",2,"follow","do",0.0300000000006548,FALSE
"2973","New original is finished! Gonna debut it to tonights gig!","new original is finished gonna debut it",8,"to","her",0,FALSE
"2974","John Menard's net worth is $4.9 billion! How bout throwing some of that loose coin this away, John.","john menards net worth is billion how bout throwing some",11,"of","them",0.0299999999988358,FALSE
"2975","Will do and thanks!","will do",3,"and","you",0.0200000000004366,FALSE
"2976","Having a great time working along side my friend and fellow Champion, Todd Bender teaching a 4 day Mental Management for skeet clinic!","having a great time working along side my friend and fellow champion todd",14,"bender","hurdle",0.0200000000004366,FALSE
"2977","she is actually really smart. Just a great actor.","she",2,"is","was",0,FALSE
"2978","Thank you and #FollowHello to :-)","thank you and",4,"to","your",0.0299999999988358,FALSE
"2979","www.wagonwheelchronicles.com. Check it out, you must. Awesome article on us, there is.","wwwwagonwheelchroniclescom check it out you must",7,"awesome","can",0.0300000000006548,FALSE
"2980","My car smells like apples.","my car",3,"smells","and",0.0200000000004366,FALSE
"2981","I feel like sucha stalker when i watch videos on people I knows' youtube channels.","i feel like sucha stalker",6,"when","to",0.0299999999988358,FALSE
"2982","Dude, we're okay. We got the","dude were okay we got",6,"the","are",0.0100000000002183,FALSE
"2983","That's good. I'm always paranoid abt leaving stuff in hotel rooms. I do like 30 sweeps before I lock the door.","thats good im always paranoid abt",7,"leaving","been",0.0300000000006548,FALSE
"2984","Daily morning jam session (':","daily",2,"morning","basis",0.0200000000004366,FALSE
"2985","can you plzz get some ppl to follow me ..with your total awesome-ness and all :D thnx in advance !!","can you plzz get some",6,"ppl","the",0.0199999999986176,FALSE
"2986","I look forward to the day when social media isn't a panacea or a sign of impending Apocalypse. Potential for good, evil & being ignored.","i look forward to the day when social media isnt a panacea or a sign of impending apocalypse potential for good evil being",24,"ignored","do",0.0300000000006548,FALSE
"2987","is stubhub legit?","is stubhub",3,"legit",NA,NA,FALSE
"2988","We think the indego-sporting blue mix is bad, how ab the ref outfit?","we think the indegosporting blue mix is bad",9,"how","the",0.0100000000002183,FALSE
"2989","If this kid tells me what I think he's going to tell me, he's going to ruin an eight year friendship.","if this kid tells me what i think hes going to tell me hes",15,"going","to",0.0299999999988358,FALSE
"2990","Try Design Essentials Mist & Shine Dry Finishing Spray, it is a daily moisturizing spray that adds shine to the hair. All products...","try design essentials mist shine dry finishing spray it is a daily moisturizing spray that adds",17,"shine","the",0.0400000000008731,FALSE
"2991","niall does not approve","niall does not",4,"approve","mean",0.0100000000002183,FALSE
"2992","get at me for the best tools","get at me for the",6,"best","the",0.0300000000006548,FALSE
"2993","thanks for following! keep in touch.","thanks for following keep",5,"in","the",0.0199999999986176,FALSE
"2994","Aww, it'll be awesome! No worries.","aww itll",3,"be","be",0.0300000000006548,TRUE
"2995","lol. they weak anyway","lol they weak",4,"anyway","and",0,FALSE
"2996","building a green home in Jamaica this summer and researching designs on natural home building.","building a green home in jamaica this summer and researching designs on",13,"natural","and",0.0300000000006548,FALSE
"2997","I can't wait for #F1 to get going this weekend. There is just nothing else that happens in March","i cant wait for",5,"to","to",0.0299999999988358,TRUE
"2998","NEW ALBUM ALMOST DONE! MIX MIX MIX! Name and Art coming soon!","new album almost done mix mix",7,"mix","of",0.0200000000004366,FALSE
"2999","“If you do what you’ve always done, you’ll get what you’ve always gotten.” ~Tony Robbins","“if you do what you’ve always done you’ll",9,"get","in",0.0300000000006548,FALSE
"3000","I was wondering can u email me your phone number so we can talk bout it.","i was wondering",4,"can","if",0.0599999999994907,FALSE
"3001","if he plays 15 mins Bulls win this game and this series","if he plays mins bulls",6,"win","sad",0.0300000000006548,FALSE
"3002","Astounded by the warm welcome! Deepest thanks to all, and here's to future collaborations!","astounded by the warm welcome deepest thanks to all and",11,"heres","be",0.0499999999992724,FALSE
"3003","it's alright Jerm is still a mark ass buster!","its alright",3,"jerm","to",0.0100000000002183,FALSE
"3004","Traffic Tweet brought to you by #TacoBell: fatality accident Southbound I35 at Buda has the interstate closed down","traffic tweet brought to you by fatality accident southbound i at buda has the interstate closed",17,"down","so",0.0200000000004366,FALSE
"3005","Hm... That reminds me...","hm that reminds",4,"me","me",0.0199999999986176,TRUE
"3006","Sed think he funny.... i was 'bout to kick his ass..","sed think he funny i was bout to kick",10,"his","the",0.0300000000006548,FALSE
"3007","W.beyondthescoreboard.net naughty or nice: this win will mean nothing","wbeyondthescoreboardnet naughty or nice this win will",8,"mean","the",0.0300000000006548,FALSE
"3008","Perkins is gonna throw soft ass Bynum all around the post. Ibaka is gonna shut that Gasol jumper DOWN. KD's speed & length will annoy Artest","perkins is gonna throw soft bynum all around the post ibaka is gonna shut that gasol jumper",18,"down","the",0.00999999999839929,FALSE
"3009","wait... First you'll LOVE each other THEN you'll live each other. Please excuse the typo.","wait first youll love each other",7,"then","other",0,FALSE
"3010","luv ur website too! Great advice","luv ur",3,"website","th",0.0200000000004366,FALSE
"3011","""Don't blame the boss. He has enough problems."" Donald Rumsfeld","dont blame the boss he has enough",8,"problems","been",0,FALSE
"3012","Task management -- have moved from Things to RTM to a simple ""To Do"" gdoc featured alone in the sidebar of the gmail web interface.","task management have moved",5,"from","to",0.0300000000006548,FALSE
"3013","Dear La Jefa, I'm so determined to be in 1 of your videos!! That is all baby!","dear la jefa im",5,"so","land",0.0299999999988358,FALSE
"3014","Strategic Alliance between UK company and My Press Needs imminent, announcement to follow shortly","strategic alliance between uk company and my press needs imminent announcement to follow",14,"shortly","the",0.0100000000002183,FALSE
"3015","God I love Betty White","god i love",4,"betty","the",0.0300000000006548,FALSE
"3016","The wait is almost over. We might be hitting up the studio during spring break and finally get that EP made. Oh my!","the wait is almost over we might be hitting up the",12,"studio","to",0.0399999999990541,FALSE
"3017","Show me the way, little Greg photo.","show me the way little",6,"greg","to",0.0100000000002183,FALSE
"3018","That's what I was saying!!! Omgsh I'm so excited for you hahaha.","thats what i",4,"was","was",0.0200000000004366,TRUE
"3019","Hope lee likes his ""waterpipe"" lol","hope lee likes his waterpipe",6,"lol","own",0.0100000000002183,FALSE
"3020","my girlfriend broke both her arms, guess i should give it a rest on the banjo lessons...","my girlfriend broke both her arms guess i should give it a rest on",15,"the","few",0.0499999999992724,FALSE
"3021","I like it when my house smells like fresh laundry. Best part of laundry day","i like it when my house smells like fresh laundry",11,"best","in",0.0200000000004366,FALSE
"3022","Who will be the next miss new jersey USA 2012?","who will be the next miss",7,"new","to",0.0300000000006548,FALSE
"3023","stop by our table at the winter fair today! 12-4, Corwin Pavillion","stop by our table at the winter fair",9,"today","in",0.0299999999988358,FALSE
"3024","Woah.. MT : I wanna know why in the world I can't seem to get the Triple Play badge!! 24 checkins!","woah mt i wanna know why in the world i cant seem to get",15,"the","the",0.0300000000006548,TRUE
"3025","life is good right now","life is good right",5,"now","for",0.0100000000002183,FALSE
"3026","preach it","preach",2,"it","the",0.0200000000004366,FALSE
"3027","I don't have action on the game but is that a bad call.","i",2,"dont","was",0,FALSE
"3028","had our first family dance party last night (son is 1 yr old)! it was fun and a good way to blow off steam!","had our first family dance party last night",9,"son","week",0.0299999999988358,FALSE
"3029","testing SpiderOak... looks very nice so far.","testing",2,"spideroak","to",0.0200000000004366,FALSE
"3030","Who's seeing in Columbia tonight?","whos seeing in columbia",5,"tonight","the",0.0300000000006548,FALSE
"3031","LMAO.. WHAT MOVIE IS THIS........ DID YOU JUST GRIND ON ME? YEA, JUST A LITTLE LOL","what movie is this did you just grind on me yea",12,"just","to",0.0599999999994907,FALSE
"3032","i'm not texting you until you take it back. I will abolish our friendship like Abraham abolished slavery, don't try me bih.","im not texting you until you take it back i will abolish our friendship",15,"like","own",0.0300000000006548,FALSE
"3033","Always and forever! "": ""Bleed together or die alone"" ""","always and forever bleed together",6,"or","again",0.0199999999986176,FALSE
"3034","I love one direction","i love one",4,"direction","of",0.0100000000002183,FALSE
"3035","“: I didnt trip, I was testing gravity... It still works.”. This is what all of us #MS ers need to use as an excuse ;-) haha","“",2,"i",NA,NA,FALSE
"3036","I think I have a thing for bald guys... Idk why tho lol","i think i have a thing",7,"for","few",0.0300000000006548,FALSE
"3037","Ra.One action brilliant, direction ok, no story.. I wish the movie ended the same way it started. keep up the good work!","raone action brilliant direction",5,"ok","writing",0.0399999999990541,FALSE
"3038","nobody to chat with ..til now  and ain't nun to do at my house“: why?”","nobody to chat with til",6,"now","the",0.0100000000002183,FALSE
"3039","RT : I am very moody today. Thunders will come....","rt i",3,"am","was",0.0200000000004366,FALSE
"3040","said we can't teach kids to protect their privacy if parents engage in surveillance of their online communications","said we cant teach kids to",7,"protect","are",0.0100000000002183,FALSE
"3041","Time for the","time",2,"for","to",0.0299999999988358,FALSE
"3042","That awkward moment when you shout out the wrong answer in class with CONFIDENCE.","that awkward moment when you shout out the wrong",10,"answer","same",0.0200000000004366,FALSE
"3043","HOT SAUCE!!!","hot",2,"sauce","and",0.0200000000004366,FALSE
"3044","Big Pre-Valentine's Day Pampering Party coming! Details to follow, I promise I'm going to secure your sexy! ""Stay Active & Get Involved""","big",2,"prevalentines","day",0.0200000000004366,FALSE
"3045","You already know I aint shame cousin","you already know",4,"i","that",0.0100000000002183,FALSE
"3046","Fish fry at the elk lodge.","fish fry at the",5,"elk","the",0.0299999999988358,FALSE
"3047","Hey thanks for following. I'd have 65 followers too if I had your cleavage.","hey thanks for following id have",7,"followers","be",0.0200000000004366,FALSE
"3048","naturally i think it's completely possible. there are a lot of OTC supplements that could do it. But I don't know all sources.","naturally i think its completely possible",7,"there","and",0.0300000000006548,FALSE
"3049","Bootleggers, 5 Guys, and Moe's have been suggested","bootleggers",2,"guys",NA,NA,FALSE
"3050","Enjoy today and as many as you can! Nice to tweet with a mom who thinks a lot. Be well.","enjoy today and as many as you can nice to tweet",12,"with","the",0.0199999999986176,FALSE
"3051","U SEE I NEED YOU!! <3","u see",3,"i","the",0.0100000000002183,FALSE
"3052","So glad we connected and thank you for the warm welcome! Looking forward to next time already.","so glad we connected and thank you for the warm welcome looking forward to next time",17,"already","get",0.0500000000010914,FALSE
"3053","Spending the day with momma <3","spending the day",4,"with","of",0,FALSE
"3054","Breakfast for dinner tonight! Come in & try some of our customer's favorites.","breakfast for dinner tonight come in try some of our",11,"customers","the",0.0299999999988358,FALSE
"3055","on the playground is where i spent most of my days","on the playground is where i",7,"spent","the",0.0300000000006548,FALSE
"3056","About to Bang the chick you DM on twitter","about",2,"to","the",0.0200000000004366,FALSE
"3057","GOD doesn't bless America. Capitalists would like us to think otherwise.","god doesnt bless america capitalists would like us",9,"to","to",0.0299999999988358,TRUE
"3058","Another lost soul needs my compass","another lost soul",4,"needs","to",0.0100000000002183,FALSE
"3059","Power is temporarily off at the Robins Center, Robins Stadium, Atlantic House. Power is expected to be restored by 2 p.m.","power is temporarily off at",6,"the","the",0.0200000000004366,TRUE
"3060","The move FRI in DC for 21+ is #Current 1215 Connecticut AVE NW DC email w/ FULL NAMES & Current as the subject","the move fri in dc for is connecticut ave nw dc email w full names current",17,"as","of",0.0300000000006548,FALSE
"3061","I'm not workin' for the weekend, I'm workin' through it.","im not workin for the",6,"weekend","the",0.0299999999988358,FALSE
"3062","Im not kissing anyones ass","im",2,"not","not",0.0200000000004366,TRUE
"3063","We will be, ringing my cowbells like crazy","we will",3,"be","be",0.0100000000002183,TRUE
"3064","I was, but can't find the hookups yet. The images from iP are almost good enough. Thought an app might help.","i was but cant find the hookups yet the images from ip are almost good",16,"enough","as",0.0299999999988358,FALSE
"3065","that's Great! Im going after The Frye Boot Company!","thats great im going after the frye",8,"boot","same",0.0800000000017462,FALSE
"3066","Of all the stories out there, the one that's least interesting to me is Yahoo's Thompson lying on his resume. Who...cares?","of all the stories out there the one thats least interesting",12,"to","one",0.0299999999988358,FALSE
"3067","what a beautiful day here in Ocean City. NJ. Have a great day everbody.","what a beautiful day here",6,"in","of",0.0300000000006548,FALSE
"3068","don't think too hard","dont think",3,"too","about",0.0200000000004366,FALSE
"3069","My day started with bad news, then moved on to really, really mega bad news, and then I unexpectedly received my new passport.","my day started with bad news then moved on to really really mega bad news and",17,"then","is",0.0299999999988358,FALSE
"3070","Congrats to your sister and boyfriend! I ran that race last year and cried. It was my worst pace ever ever. Sand = devil.","congrats to your sister and boyfriend i ran that race last year and cried it was my",18,"worst","the",0.0300000000006548,FALSE
"3071","Subaru? no I have a Honda Civic.","subaru no i have a honda",7,"civic","few",0.0200000000004366,FALSE
"3072","okay, you and your back have gone to far...","okay you and your back have",7,"gone","to",0.0299999999988358,FALSE
"3073","thank you new followers!","thank you",3,"new","for",0.0300000000006548,FALSE
"3074","Hey, thanks! Love the Red Balloon, but alas, they don't get it started until 8 p.m.","hey thanks love the red",6,"balloon","same",0.0300000000006548,FALSE
"3075","Debit Card info stolen from a local biz. I'll get a new card in 5-7 business days. There goes my lavish ""order pizza twice a week"" lifestyle","debit card info stolen",5,"from","here",0.0199999999986176,FALSE
"3076","Makes sure you guys check out my cool new followers & :)","makes sure",3,"you","that",0.0100000000002183,FALSE
"3077","thank you for letting me exhibit my two best skills tonight; those of spelling and shaking my booty.","thank you for letting me exhibit my two best skills tonight those",13,"of","the",0.0300000000006548,FALSE
"3078","Camera Fun Time: shoot subject using a stool in various positions from different angles. Make half the shots candids and half smiles.","camera",2,"fun","was",0.0399999999990541,FALSE
"3079","You deny your blessings when you take without giving.","you deny your blessings",5,"when","own",0,FALSE
"3080","It's 74 out and a perfect day to BBQ while watching the Grammys red carpet","its out and a perfect day to bbq while watching the grammys",13,"red","same",0.0400000000008731,FALSE
"3081","Merry Christmas Tweeps! Enjoy the Holiday and see you next weekend for Leg Warmer Night on Fri and NYE on Sat!!!","merry christmas tweeps enjoy the holiday and see you next weekend for",13,"leg","and",0.0200000000004366,FALSE
"3082","""Do your people want to listen to you, or do they have to listen to you?""","do your people want to listen to you or",10,"do","be",0.00999999999839929,FALSE
"3083","here we go... thursday night class","here we go thursday",5,"night","to",0.0400000000008731,FALSE
"3084","Welcome back Dottie D to the Oro Valley Perky Parkies.","welcome back dottie d",5,"to","to",0.0300000000006548,TRUE
"3085","It's my fault. The Tigers are 0-3 when I'm there. I apologize.","its my fault",4,"the","he",0,FALSE
"3086","in Monroe just living . N u","in monroe",3,"just","was",0.0299999999988358,FALSE
"3087","Deadline for recall candidates to turn in 2,000 signatures to GAB is tonight at 5","deadline for recall candidates to turn in signatures",9,"to","the",0.0300000000006548,FALSE
"3088","sent u a txt I can type more in a txt","sent u a txt i can type more",9,"in","of",0.0300000000006548,FALSE
"3089","Michelle Bachmann is no longer running for President.","michelle bachmann is",4,"no","the",0.0199999999986176,FALSE
"3090","You should not deny others of your art and your talent due to the materialism that drives so many.","you should not deny others of your",8,"art","the",0.0300000000006548,FALSE
"3091","Come hang out with the Vince Neil crew at feelgoods tonight for Rock the Ink Thursdays, beer, live bands, food, and us! c u soon!","come hang out with the vince neil crew at feelgoods tonight for rock the ink thursdays live bands",19,"food","in",0.0300000000006548,FALSE
"3092","2347384 seconds until the end of the school year.","seconds until the end",5,"of","end",0.0299999999988358,FALSE
"3093","I'm just trying to make it through these last couple weeks of school","im just trying to make",6,"it","the",0.0300000000006548,FALSE
"3094","At Little Woodrow's. Musician is doing beatbox version of Ginuwine's ""Pony."" Somehow it works.","at",2,"little","the",0.0200000000004366,FALSE
"3095","We had some ALL company replies a while back, with 20ish reply alls back! Drove the smartphone email folks nuts!!","we had some all company replies a while back with ish reply alls back drove the smartphone email folks",20,"nuts","from",0.0299999999988358,FALSE
"3096","Watching an interesting demo on how to create the influenza virus in","watching an interesting demo",5,"on","to",0.530000000000655,FALSE
"3097","I will be leaving America April 19th.","i will be leaving",5,"america","the",0.0300000000006548,FALSE
"3098","No! I'm so sorry to hear that. Do the movers have insurance?","no im so sorry to hear",7,"that","the",0.0299999999988358,FALSE
"3099","Your presentation previews look super great! I would totally go to your talks!","your presentation previews look super great",7,"i","cute",0.0300000000006548,FALSE
"3100","I did...waiting for my response miss","i didwaiting for my",5,"response","the",0.0299999999988358,FALSE
"3101","For sure RT : #TapinTuesday All Stars - You know how to Tap In to your community","for sure rt all stars",6,"you","the",0.0200000000004366,FALSE
"3102","I've found that wearing iPod earbuds connected to nothing still keeps people from bothering you. These fuckers are staying in all day.","ive",2,"found","been",0.0300000000006548,FALSE
"3103","Real friends is all I ask for ~_~","real friends is all",5,"i","the",0.0300000000006548,FALSE
"3104","I WISH BREAKFAST WAS MADE WHEN I WOKE UP!!!!","i wish breakfast was made when",7,"i","the",0.0299999999988358,FALSE
"3105","God Night Alex!!!! I love you (:","god",2,"night","and",0.0200000000004366,FALSE
"3106","no,no you said there gonna lose","nono you said there gonna",6,"lose","is",0.0100000000002183,FALSE
"3107","Me and you versus the world, is only the plan, i know it get rough but i'm doing all that i can","me",2,"and","to",0.0200000000004366,FALSE
"3108","a productive day with many new insights!","a productive",3,"day","work",0.0199999999986176,FALSE
"3109","Garlic bread disgusts me!","garlic bread disgusts",4,"me","and",0.0400000000008731,FALSE
"3110","omg I went into this store and the song ""when love takes over"" comes on lololol","omg i went into this store and the song when",11,"love","of",0.0299999999988358,FALSE
"3111","When I first saw the Time magazine cover I was jealous of that kid. I wanna suck that lady's titty.","when i first saw the time magazine cover i was jealous of that kid",15,"i","the",0.0400000000008731,FALSE
"3112","i officially have enough oreos for a lifetime, thanks to my dads weekly care package","i officially have enough oreos for a",8,"lifetime","the",0.0300000000006548,FALSE
"3113","U can tweet or call 9737334311 for any non-emergency City service. U can call Code Enforce direct at 9737333706.","u can tweet or call for any nonemergency city service u",12,"can","center",0.0299999999988358,FALSE
"3114","16 days away from our 5 year anniversary ;)","days away from our",5,"year","the",0.0300000000006548,FALSE
"3115","no you're not lol","no youre",3,"not","not",0.0300000000006548,TRUE
"3116","to 11:11 and now to #SAYSOMETHIN ! You have improved so much, I'm so proud of you!<3 I love you ; your song sounds amazing! <3","to and now to you have improved so much",10,"im","much",0.0299999999988358,FALSE
"3117","LIFE IS BEAUTIFUL FOR ME AND I PRAY THAT LIFE IS BEUTIFUL FOR YALL!!!! GOD BLESS!!!!!!!!!!!!","life is",3,"beautiful","the",0.0200000000004366,FALSE
"3118","get up to 88 mph and fly. Unless you don't have a flux capacitor.","get up to mph",5,"and","the",0.0300000000006548,FALSE
"3119","Mobile rich media achieves 2.5 times higher interaction than standard banners. www.zesmo.com","mobile rich media achieves times higher interaction",8,"than","than",0.00999999999839929,TRUE
"3120","So many ppl Tweet nice things about our beer. We're humbled, and since I can't keep up: Thanks! I love you all! MWAH!","so",2,"many","much",0.0200000000004366,FALSE
"3121","Today was very very gay","today was",3,"very","the",0.0200000000004366,FALSE
"3122","« There is always that one song that messes up your pandora flow...»","� there is always that one",7,"song","was",0.0300000000006548,FALSE
"3123","hahaha holy shit. What a dick.","hahaha holy",3,"what","spirit",0.0299999999988358,FALSE
"3124","Thanks for the RT! I'm considering starting such a chain once I'm done with residency. I have the business background.","thanks for the rt im considering starting such a chain once im done with",15,"residency","in",0.0600000000013097,FALSE
"3125","brunch for me is love hate. I love to hate it. My harveywallbanger got me thru. Thanks","brunch for me is love hate i love",9,"to","was",0.0199999999986176,FALSE
"3126","Lamar Smith just voted that employers have the right to demand your Facebook password. He works for us. Let's demand his.","lamar smith just voted that employers have the right to demand your facebook password he works",17,"for","was",0.0300000000006548,FALSE
"3127","Even if different politically, every mayor could learn from about leading socially & professionally!","even if",3,"different","it",0.0100000000002183,FALSE
"3128","You can call anytime! ;) Miss you lots! <3","you can",3,"call","see",0.0200000000004366,FALSE
"3129","RT : To have God in our life, doesn't mean sailing on a boat with no storms, it means having a boat that no storm can sink!","rt to have god in our life doesnt mean sailing on a boat with no storms it means having a boat that no storm",25,"can","one",0.0299999999988358,FALSE
"3130","The quickest way for you to forget about what God thinks about you.. Is to focus on what everyone else thinks about you!","the quickest way for",5,"you","to",0.0300000000006548,FALSE
"3131","How u steal our swag & figure u still urself...","how u steal our swag figure u still",9,"urself","be",0.0300000000006548,FALSE
"3132","thanks for your shout out for Austin!!","thanks for",3,"your","stopping",0.0299999999988358,FALSE
"3133","I still have artwork fom #ghana I need to hang","i still have artwork fom i",7,"need","will",0.0300000000006548,FALSE
"3134","Was great meeting you too next time I hope we'll have some more time to talk, I kept running off, so first drink's on me.","was great meeting you too next",7,"time","much",0.0399999999990541,FALSE
"3135","To reach 1 Million user, it took AIM 9 Years. For Facebook to reach 1 Million users, 9 Months. The App Draw Something...9 DAYS.","to reach million user it took aim years for facebook to reach million users months the app draw something",20,"days","the",0,FALSE
"3136","""We won't be afraid of being sweet to ourselves - Or anybody! anybody else!"" ::her space holiday::sleepy tigers::","we wont be afraid",5,"of","the",0.0300000000006548,FALSE
