"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","timeToPredict","Correct","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10"
"85","Of course, there’s a moral to this tale ~ a little piece of wisdom that you can apply to your own stay in the transitional zone of Veterans Campus. And that moral is: if you don’t like the roommate you got now, don’t worry. Be happy. You’ll get along just fine, sooner or later, like Davy Crockett & Paragon did ~ Paragon, that poor old rattlesnake with the negative aura so thick around him that it was downright impossible for him to see through it.","of course there’s a moral to this tale a little piece of wisdom that you can apply to your own stay in the transitional zone of veterans campus and that moral is if you don’t like the roommate you got now don’t worry be happy you’ll get along just fine sooner",52,"or","or",0.0299999999988358,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Michael helped me hold up the arches while I drilled in a few pilot holes and some dry wall screws. It's a good idea to really get those screws in flush with the MDF or even counter-sunk so you can't see them later. We installed the flat trim in the same way.","michael helped me hold up the arches while",9,"i","i",0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","For the yogurt sauce:","for",2,"the","second",0.0100000000093132,FALSE,"first","entire","years","much","way","new","books","water","tv"
"88","I can honestly say that I am now a HUGE fan of Shannon Stacey! I will be scouring my library for her other books very, very soon. And I definitely cannot wait for the third book in this series, Yours to Keep.","i can honestly say that i am now a huge fan of shannon stacey i will be scouring my library for her other books very very soon and i definitely cannot wait for the third",36,"book","book",0.0199999999895226,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","SXSW: The roller coaster ride of SXSW is not well recorded. Lines, crowds, and an ass load of crappy bands can make you anxious. You are watching the third mediocre band of the night. You want to leave, but your friends like the band. You go to see your ""can't miss pick of the night"". There's a line. You wait for 15 minutes. You give up and wander. You try not to be pissed. You make a random call: ""The Red Eyed Fly always has good Kharma for bands"". You stop in to find the drunkest bunch of musicians you've ever seen playing the most kick ass gypsy music ever. A beer distributor gives you a free beer to ""try"" it. You've had it before, but pretend not to. You call your friends to come over cause ""it kicks ass"". Life is good.","sxsw the roller coaster ride of sxsw is not well recorded lines crowds and an load of bands can make you anxious you are watching the third mediocre band of the night you want to leave but your friends like the band you go to see your cant miss pick of the night theres a line you wait for minutes you give up and wander you try not to be you make a random call the red eyed fly always has good kharma for bands you stop in to find the drunkest bunch of musicians youve ever seen playing the most kick gypsy music ever a distributor gives you a free to try it youve had it before but pretend not to you call your friends to",128,"come","come",0.0200000000040745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","You can also see how we've got a layer of cement material in our walls (I think it's called rock lath like I mentioned here) - yep, that is fun to drill through and Aaron's Dad knows just how fun it is to sawzall through (someday we can get a proper intro to our kitchen for you).","you can also see how weve got a layer of cement material in our walls i think its called rock lath like i mentioned here yep that is fun to drill through",33,"and","and",0.00999999999476131,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","And a lot more trust","and a",3,"lot","people",0.0200000000040745,FALSE,"amount","good","turn","real","band","company","ive","little","bloody"
"92","Cake is always a very big party of wedding days, with that being said I've only ever eaten cake at one friends wedding and that is simply because it was forced down my throat by the groom. Odd, yes but it was a prank the Bride and Groom tried to play on myself and the bestman. I saw the prank coming a mile away and mouthed to the Bestman to ""Duck!"" he didn't understand and as I ducked and ran he got cake smashed in his face by the bride. The groom then chased me down and around the dance floor finally tackling me and giving me cake. Thankfully he and I are very close friends or I might have been really pissed not only at my bride/bff but at him too. Most weddings I go to I'm too busy dancing, or drinking to care about sweets, so while I was excited about planning my cake for my own wedding - I wasn't really concerned about eating it.","cake is always a very big party of wedding days with that being said ive only ever eaten cake at one friends wedding and that is simply because it was forced",32,"down","down",0.0299999999988358,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Hibiscus aguas fresca","hibiscus aguas",3,"fresca","fresca",0.0100000000093132,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","""It ain't over till the fat lady sings"" he says,","it aint over till the",6,"lady","fat",0.0199999999895226,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Working in the tech environment that we do with creative advertising types you would expect to see a lot of iPods, digital camera’s and laptops. And you do. But I kind of always assumed that it was because of the environment. I guess with the news that Apple have managed to flog 100 million of the things in the last 5 years or so it stands to reason that you’re gonna see them out there amongst the masses :)","working in the tech environment that we do with creative advertising types you",14,"would","would",0.0100000000093132,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","My party is a Hostess Appreciation Tea which is actually on my schedule for June. I can't wait to make the Creativity Journals with my sweet guests. We'll have hot teas, scones and quiche with a few other treats too. I enjoy this event so much each year, and I think the Journals will add to our fun.","my party is a hostess appreciation tea which is actually on my schedule for june i cant wait",19,"to","make",0.0399999999935972,TRUE,"to","until",NA,NA,NA,NA,NA,NA,NA
"97","After so many incidents in which Palestinian propaganda has managed to rearrange the narrative so that the Israeli side appears to be the aggressor, we could expect the IDF brass, as well as Israel’s government, to show restraint, perhaps count to 30, before throwing their own man under the media bus. But, alas, both IDF Chief of Staff Benny Gantz and Prime Minister Benjamin Netanyahu condemned a senior IDF officer for the way he appears on a selectively edited Palestinian video on You Tube.","after so many incidents in which palestinian propaganda has managed to rearrange the narrative so that the israeli side appears to be the aggressor we could expect the idf brass",31,"as","as",0.0299999999988358,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","I would be more foolish than I've been,","i would",3,"be","every",0.00999999999476131,TRUE,"money","forever","the","have","be","my","more","it","myself"
"99","The first of what is likely many. “Due to technical disturbances, Oslo Børs’ Equity and Bonds markets are temporary halted. Members may delete their orders in this state. Further information will follow. “","the first of what is likely many",8,"“due","have",0.0200000000040745,FALSE,"times","people","ways","us","drunk","costumed","visit","the","to"
"100","Dude, I just like it.","dude i",3,"just","like",0.0100000000093132,TRUE,"just",NA,NA,NA,NA,NA,NA,NA,NA
"101","at the age of seven (something that studies have shown makes the first","at",2,"the","age",0.0199999999895226,FALSE,"end","day","time","corner","times","home","just","writing","point"
"102","Phoebe Finds Her Voice is aimed at 7-11 year olds and is the first book in the Star Maker’s series.","phoebe finds her voice is aimed at year olds and is the first book in the",17,"star","star",0.0299999999988358,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","“Madam, God himself could not sink this ship.” --A steward on the Titanic","“madam god himself could not sink this ship” a steward",11,"on","the",0.0200000000040745,TRUE,"on",NA,NA,NA,NA,NA,NA,NA,NA
"104","“Are you making fun of me?” he’d ask.","“are",2,"you",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","¨ Jane Odiwe","�",2,"jane",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","That dynamic keeps both the friendly and the adversarial on notice that they are in thrall to a supremo that can play fast and loose with the pros and cons of fluid situations.","that dynamic",3,"keeps","keeps",0.0200000000040745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Noticing is what effected change for Simba in The Lion King. The voice of his father echoing from the past at last reminded him of that which he had long forgotten to pay attention to—his heart, his purpose, and his true identity. As he chose to be responsive to the truth, he was able to face his fears and return to the Pride Lands with a new perspective.","noticing is what effected change for simba in the lion king the voice of his father echoing from the past at last reminded him of that which he had long forgotten to pay attention to—his heart his purpose and his true identity as he chose",46,"to","be",0.0100000000093132,TRUE,"to",NA,NA,NA,NA,NA,NA,NA,NA
"108","I’ve been told by more than one person that I have the mouth of a sailor. Some of my favorite expletives involve a combination of the words “hairy,” “ballsack,” and “wrinkly.” This didn’t come naturally for me. I had to work at it, practice my trade, experiment with new combinations. I’ve worked very hard to have a mouth even the British Orbit lady couldn’t clean up.","i’ve been told by more than one person that i have the mouth of a sailor some of my favorite expletives",22,"involve","a",0.0199999999895226,TRUE,"involve",NA,NA,NA,NA,NA,NA,NA,NA
"109","During our visit Iceland was unseasonably cold. It was so cold in fact that we purchased an extra layer at Iceland's own 66˚N so we could withstand the coldness. Being on a boat only amplified that and we had to remember that this is summer.","during our visit iceland was unseasonably cold it was",10,"so","cold",0.0100000000093132,TRUE,"so",NA,NA,NA,NA,NA,NA,NA,NA
"110","""In Mexico City, i'm known as puerco chupacabra.""","in mexico city im known",6,"as","as",0.0399999999935972,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","How did they get there?","how did they",4,"get","get",0.0399999999935972,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Do you have any siblings? What are they like?","do you have any siblings what are they",9,"like","like",0.0200000000040745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","I told by boss my leaving date this week and put the rumours to rest. Clients naturally got told first, but news travels fast with only a matter of weeks to go and soon everyone knew. condolences and wishes of good luck come flooding in, the work floods in and dries up at the same time – it is a funny one.","i told by boss",5,"my","my",0.0299999999988358,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","And for hot coffee... to make those chilly mornings even more enjoyable!","and for hot coffee to make those chilly mornings even more",12,"enjoyable","enjoyable",0.0299999999988358,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","We had a conference with the neonatologist this afternoon and he said that her breathing issues are a result of her prematurity and she would need to stay in the NICU until she is able to breathe without assistance and keep her pulse ox in the 90s. This could take days or weeks, every baby is different.","we had a conference with the neonatologist this afternoon and he said that her breathing issues are a result of her prematurity and she would need to stay in the nicu until she is able",36,"to","to",0.0200000000040745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","But who am I, I need to know","but who am",4,"i","i",0.00999999999476131,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","(And I feel delirious","and",2,"i","day",0.0200000000040745,FALSE,"know","think","course","hope","am","very","sure","like","time"
"118","I got off early from work so I could be home in time to lock all the doors, draw all the curtains and hide under the covers of my bed until at least 3:30. Just in case.","i got off early from",6,"work","work",0.0299999999988358,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","06/03 – San Francisco, CA @ Slims","– san",3,"francisco","francisco",0.0100000000093132,TRUE,"ca",NA,NA,NA,NA,NA,NA,NA,NA
"120","In itself, the tale of the publication of Into the Cannibal’s Pot: Lessons For America From Post-Apartheid South Africa bears telling. For while this polemic respects no political totems or taboos, it is faithful to facts. These facts cried out to be chronicled. They should not have had a struggle to find their way into print.","in itself the tale",5,"of","of",0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","The victim’s friend, a young woman, tried to pull him back into his car. Attackers came after her, pulling her hair, punching her head and causing a bloody scratch to the surface of her eye. She called 911. A recording told her all lines were busy. She called again. Busy. On her third try, she got through and, hysterical, could scream only their location.","the victim’s friend a young woman tried to pull him back into his car attackers came after her pulling her",21,"hair","hair",0.0199999999895226,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Ford: yes Churchill was also an anti-Kenyan pro-colonialist","ford yes churchill",4,"was","was",0.0200000000040745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","When I got to the park I confirmed with the ranger that there was a water fountain at the summit. I knew this would be about 11 miles and I figured I had enough water to get me up there. Once at the top, the Visitor Center, my options for getting back opened up. It felt like a safe plan, so I went for it. Halemau’u Trailhead to the Summit, then possibly back from there or a quick trip back to the car via the road that went to the summit, or, I could hitchhike down if I needed it.","when i got to the park i confirmed with the ranger that there was a water fountain at the summit",21,"i","knew",0.00999999999476131,TRUE,"i",NA,NA,NA,NA,NA,NA,NA,NA
"124","(115030) and is matted on circles punched from the circle punches as well as the scallop circle punch. Again inside I have the envelopes, this time Very Vanilla","and is matted on circles punched from the circle punches as well",13,"as","as",0.0600000000122236,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Each morning when we roll out of bed we are given the world. We can make that day into anything we want just by starting the day right. I must admit, most mornings I hit snooze 10 times, each time dreading more the next time it goes off. The second that alarm goes off I flood my head with negative thoughts; 'ugg its another work day', 'I wonder what fires I will have to put out today', 'I can't wait until today is over', 'why did he break up with me?'. I'll give you one guess how my days turn out! I am a self-fulfilling prophecy. My days are slow, filled with turmoil and work problems, and I am sad and lonely. So today I tried something new! My alarm when off and I smiled. Not because I wanted to but because I needed to. I kissed my dog good morning and she bounced happily out of bed. Down the stairs we went and made some tea and scrubbed the kitchen clean. I drove to work listening to happy music, I greeted everyone with a smile, I sent out 'Good Morning!' texts. I greeted my work crew and checked in with them and I made another cup of tea. Then I opened my reader and found just what I needed to read on Elephant Journal :","each morning when we roll out of bed we are given the world we can make that day into anything we want just by starting the day right i must admit most mornings i hit snooze times each time dreading more the next time it goes off the second that alarm goes off i flood my head with negative thoughts ugg its another work day i wonder what fires i will have to put out today i cant wait until today is over why did he break up with me ill give you one guess how my days turn out i am a selffulfilling prophecy my days are slow filled with turmoil and work problems and i am sad and lonely so today i tried something new my alarm when off and i smiled not because i wanted to but because i needed to i kissed my dog good morning and she bounced happily out of bed down the stairs we went and made some tea and scrubbed the kitchen clean i drove to work listening to happy music i greeted everyone with a smile i sent out good morning texts i greeted my work crew and checked in with them and i made another cup of tea then i opened my reader and found just",217,"what","what",0.0199999999895226,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","RYAN: You can’t go wrong with pairing food and friends.","ryan you can’t",4,"go","be",0.0500000000029104,FALSE,"like","come","know","see","love","just","us","now","good"
"127","So what exactly is Lie To Me about?","so what",3,"exactly","law",0.00999999999476131,TRUE,"is","exactly","would",NA,NA,NA,NA,NA,NA
"128","It was not a brighter day in Nassau. It rained the entire trip but we were going on the island this time. You can’t let a little rain ruin your vacation. It is all about how you make your experience. We even made fashionable rain outfits out of trash bags! Some of us had on dresses, cardigans, and coats made out of a plastic bag. It was hilarious and we dressed it up with accessories like belts. When we got off the ship we ran to the island, which we didn’t need to do because there were shuttles taking us from the ship to the entrance of the island. We got wet for nothing but we kept pressing on.","it was not a brighter day in nassau it rained the entire trip but we were going on the island this time you can’t let a little rain ruin your vacation it is all about how you make your experience we even made fashionable rain outfits out of trash bags some of us had on dresses cardigans and coats made out of a plastic bag it was hilarious and we dressed it up with",75,"accessories","ill",0.0300000000133878,TRUE,"reading","filling","and","after","something","plots","accessories","a","me"
"129","Here's to getting speedy!","heres to getting",4,"speedy","speedy",0.0199999999895226,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Yep, that’s right, yawnology - the field of science dedicated to the study of yawns. Alright, I made that word up, but there really is quite a bit of research devoted to the phenomenon of yawning. It might sound frivolous and boring, but I assure you it is neither of those.","yep that’s right yawnology the field of science dedicated to the study of yawns alright i made that word up but there really is quite a bit",28,"of","of",0.0100000000093132,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","But Travis beat me by finishing the beam early... and then we moved upstairs the very next day!","but travis beat me by finishing the beam",9,"early","and",0.0199999999895226,TRUE,"early",NA,NA,NA,NA,NA,NA,NA,NA
"132","Ok y'all (ja, YOU GUYS, who are out there, reading this. The one's I usually shamefully ignore. The ones I seldom address directly. I'm going to lay this on the line for you ... )","ok yall ja you guys who are",8,"out","out",0.0200000000040745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","And suddenly, I was a multi-tasker. My MamaEar was attuned to the cry of my kids. And it was good. To everyone but the adult trying to talk to me. But I figured, the adult could deal. The baby and the toddler had to be attended to. Or a ruckus would be raised, in my honor. And frankly, while I appreciated the effort involved, I could do without the ruckus. Who needs one more ruckus?","and suddenly",3,"i","was",0.00999999999476131,TRUE,"i",NA,NA,NA,NA,NA,NA,NA,NA
"134","Let our voices sing Him our praises","let our voices sing him",6,"our","our",0.0299999999988358,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Ahh… I just can’t get over them. I’ve seen them twice already. I wanted to watch them all the time but that would mean restless nights because I would definitely dream about being there. And I dream my character is stronger than Rindaman. Hahahah. I like that both films end with him and Genji fighting one-on-one. And I hope Genji won this time.","ahh� i just can’t get over them i’ve seen them twice already i wanted to watch them all",19,"the","the",0.0500000000029104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Dundrum Town Centre was opened in 2005 having been built by Anglo “Golden Circle” member Joe O’Reilly and fellow Longford man, the late Liam Maye. The site was reportedly bought for €10.2m. With 79,000 sq metres it claims to be the biggest shopping centre in the State. It is reported to contribute some €7m per annum in local authority rates to DunLaoghaire-Rathdown County Council. The Irish Times claims that the centre had a footfall of 19m, that is 19m visitors, last year and further claims “a great many of them from the affluent south Dublin suburbs”. Phase II of the centre has been given the green light by planning authorities but its future is in doubt against the backdrop of the economic crisis – Phase II was to have been a €600m development which would have seen 101,000 sq metres of space added making the shopping centre the largest in Europe.","dundrum town centre was opened in having been built by anglo “golden circle” member joe o’reilly and fellow longford man the late liam maye the site was reportedly bought for �m with sq metres it claims to be the biggest shopping centre in the state it is reported to contribute some �m per annum in local authority rates to dunlaoghairerathdown",61,"county","sure",0.0500000000029104,FALSE,"seen","ways","able","nature","summit","revealed","been","like","week"
"137","That's it. Painless right? I would be forever grateful if you would just take an extra second out of your busy day to leave some words for me. And feel free to comment Anonymously if you would like. I won't mind. It's all for the sake of this blog. Because IHeart this blog, and IHeart you.","thats it painless right i would be forever grateful if you would just take an extra second out of your busy day to leave some words for me and feel free to comment",34,"anonymously","this",0.00999999999476131,TRUE,"any","anonymously","blog","shortterm",NA,NA,NA,NA,NA
"138","Gasoline Facts & Tips - Retail Marketing.” Sunoco, Inc.. N.p., n.d. Web. 16 Apr. 2012.","gasoline facts tips retail marketing”",6,"sunoco","how",0.0600000000122236,FALSE,"retail","techniques",NA,NA,NA,NA,NA,NA,NA
"139","In the mean time, I decided to start keeping track of just what words Goldie can say. I started yesterday counting only spoken words, no matter how hard they were to understand. I was blown away that she used 87 different words!! I had no idea she was using that many. Today we weren't as diligent, but I noticed a bunch of words that she didn't say yesterday, so tomorrow we are going to keep track again. I also think its important that most of these were said without prompting. She either initiated the conversation or repeated them after I used them in a sentence. Goldie is not a ""performer"" so the best way to know where she is developmentally is to watch and interact with her during normal family routines.","in the mean time i decided to start keeping track of just what words goldie can say i started yesterday counting only spoken words no matter how hard they were to understand i was blown away that she used different words i had no idea she was using that many today we werent as diligent but i noticed a bunch of words that she didnt say yesterday so tomorrow we are going to keep track again i also think",80,"its","its",0.0199999999895226,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Shouldn’t DBKL be busy attending to all these? Or have they also sub-contracted all duties for some quick and easy earnings?","shouldn’t dbkl be busy attending to all these or have they",12,"also","also",0.0200000000040745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","On top of the onion massacre, there was the prospect of cleaning the turquoise chopper, which by the way, isn’t the easiest thing to do. I damn near mutilated my hand with the stainless steel blades while trying to clean all the slightly inaccessible areas under the plastic cover! I thought this was supposed to simplify my life, not take it!","on top of the onion massacre there was the prospect of cleaning the turquoise chopper which by the way isn’t the easiest thing to do i",27,"near","near",0.00999999999476131,TRUE,"waiting","up","kept","step","damn",NA,NA,NA,NA
"142","No more diapers","no",2,"more","we",0,FALSE,"how","will","history","goes","super","maybe","thing","food","energy"
"143","Rating - 5 out of 5","rating out",3,"of","of",0.0500000000029104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Mom's usual lead a pretty tattered scattered life, so hope this inspires you to come up with something good for your Mom's this year.","moms usual lead a pretty tattered",7,"scattered","scattered",0.0299999999988358,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Cuando esté la lista puesta y si estais en ella me mandais un mail para confirmar el encargo (mi email está en la barra lateral, en la sección de Contacto). Contestaré a los correos tan rápido como pueda.","cuando est� la",4,"lista","lista",0.0200000000040745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","“Less of Self, and more of Thee.”","“less of self and more of",7,"thee”","deckboss",0.00999999999476131,FALSE,"please","it","the","that",NA,NA,NA,NA,NA
"147","The connection between the title & the story only surfaces after you are about 80% into the book, leaving me very non-motivated to even read further to find out what the iron tooth is about in the first place. Even when I did find out what the iron tooth is about, & how it helps the story move further, it’s too late, since the author by then had successfully bored me.","the connection between the title the story only surfaces after you are about into the book leaving me very nonmotivated to even read further to find out what the iron tooth is about in the first place even when i did find out what the",46,"iron","iron",0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Naturally the move has taken a lot of time, Thursday and Friday last week were busy days regarding this. However, my time was not all spend humping furniture a fifty five years of collected items, on Saturday, along with Liz Hazell, our Walsall UKIP branch treasurer and Albert and Graham Duffen from Birmingham, I drove up to Skegness for the UKIP Spring Conference – which to say the least was a very uplifting day – UKIP is really on the march now and becoming a real threat to the other, longer established but totally failed, political parties.","naturally the move has taken a lot of time thursday and friday last week were busy days regarding this however my time was not all spend furniture a fifty five years of collected items on saturday along with liz hazell our walsall ukip branch treasurer and albert and graham duffen from birmingham i drove up to skegness for the ukip spring conference – which to say the least",69,"was","a",0.0200000000040745,TRUE,"was",NA,NA,NA,NA,NA,NA,NA,NA
"149","How are you affected by the size of the room you’re in?","how are you affected by the size of the",10,"room","room",0.00999999999476131,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Over the past year or so, I've been in a lot of boutiques that are a little new to me. A big reason for that has been location--Minneapolis, Las Vegas, Dallas, and Paris offer some great stores. But I knew what I wanted to look at long before I walked in. In Burberry, I wanted to find THE trench, and I did. How? I walked in, I started looking around, I got approached, and I accepted the offer of help. I told the sales assistant that I was only looking (I said this first off), but I felt it time to think about investing in a trench (given I've been considering this for ten years, my sense of time clearly is fluid). The ensuing discussion and try-ons were about fitting me. That's it. I took the information on the sales assistant's card. When I decide to purchase it, he's who I call. It was all professionally handled--my end, his end. In other words, it wasn't about the cupid's singing--it was about finding information.","over the past year or so ive",8,"been","in",0.0300000000133878,TRUE,"been",NA,NA,NA,NA,NA,NA,NA,NA
"151","When all the milk is added","when all the",4,"milk","is",0.0199999999895226,TRUE,"milk",NA,NA,NA,NA,NA,NA,NA,NA
"152","I did actually sew the faux stitching on my sewing machine, but the thread ran out, so I just left the wholes and markered the stitching... I love these papers, but were a little too soft so added a good rub of ink... including to the ribbon and button...","i did actually sew the faux stitching on my sewing machine but the thread ran out so i just left the wholes and markered the stitching i love these papers but were a",34,"little","little",0.0100000000093132,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","If you don’t want to spend money on a dresser but you have a complicated dress/bustle make sure that you have a bridesmaid or two with you at your final fitting to learn how to get you in your dress. Do not have your mother be the one to have to get on the floor—in her dress—to get you in or to bustle your dress before the reception.","if you don’t want to spend money on a dresser but you have a complicated dressbustle make sure that you have a bridesmaid or two with you at your final fitting to learn how to get you in your dress do not have your mother be the one to have to get",53,"on","the",0,TRUE,"on",NA,NA,NA,NA,NA,NA,NA,NA
"154","I collect everything African from artifacts and books to my gatherings from the countryside around me. Here are just a few of the books in my collection.","i collect",3,"everything","everything",0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Jim discloses that he was looking at a wall comprised of hundreds upon hundreds of infant bodies, all wrapped in Buddhist ceremonial fabrics, stacked one upon another. Again, Garrow provides no clues with which to test the veracity of this statement, and its purpose seems designed to re-enforce the Western view that the Chinese kill their unwanted daughter's wholesale, against all verifiable evidence to the contrary. (For a short overview of different ""Blood Libel"" accusations in history, read ""Fetus Food: Another Urban Legend Busted"", eSkeptic, March 21, 2012).","jim discloses that he was looking at a wall comprised of hundreds upon hundreds of infant bodies all wrapped in buddhist ceremonial fabrics stacked one upon another again garrow provides no clues with which to test the veracity of this statement and its purpose",45,"seems","seems",0.0499999999883585,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","The patent-in suit, simply put, is a computerized method for securing debt with future credit card receivables. While the patent inventor, Barbara Johnson, implemented an aggressive marketing and business development program that brought this financing method to widespread use, she did not invent a new business method. Rather, Johnson built on long-established prior art, packaged the idea in a","the patentin suit simply put is a computerized method for securing debt with future credit card receivables while the patent inventor barbara johnson implemented an aggressive marketing and business development program that brought this financing method to widespread use she did not invent a new business method rather johnson",50,"built","built",0.0299999999988358,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","and an outstanding writer on music.","and an outstanding writer",5,"on","music",0.0200000000040745,FALSE,"lamenting",NA,NA,NA,NA,NA,NA,NA,NA
"158","Now without you","now",2,"without","know",0.0100000000093132,FALSE,"seems","else","away","feel","start","dark","none","addicts","comes"
"159","The Osaka Minami 2011 International Beer Festa will be held over three days.","the osaka minami international festa will be held",9,"over","over",0.0199999999895226,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","In other news, yesterday, our friend Amy decided, for her birthday, to conduct a full, costumed, drunken enactment of ""Annie,"" held at a local theater (off hours). I'd say there were about 50 people there plus a bunch of kids. Many were costumed (myself included,) many were drunk on gin and tonics at 10 in the morning (ditto). Sadly, my camera decided to die yesterday morning, so there are no extant photographs of me in my Miss Hannigan outfit. Damn. There was a wig involved, and a red bra, and Mardi Gras beads, and a flask. (Oh, and fair warning to all of you - should you ever find yourself in a situation in which you are expected to perform a largely impromptu 30's period piece musical with many of your friends, DO NOT listen to your significant other if he or she suggests that it would be a good idea to put REAL gin in your prop flask, as that would be ""method acting."" This, as it turns out, is a BAD IDEA.)","in other news yesterday our friend amy decided for her birthday to conduct a full costumed drunken enactment of annie held at a local theater off hours id say there were about people there plus a bunch of kids many were costumed myself included many were on gin and tonics at in the morning ditto sadly my camera decided to die yesterday morning so there are no extant photographs of me in my miss hannigan outfit there was a wig involved and a red and mardi gras",88,"beads","beads",0.0200000000040745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","So, yesterday was my one year blogging anniversary! I'm ashamed to admit that I didn't even notice until late last night, by which time it was too late to get out the candles or whip up a cake. Instead, we'll have to celebrate a day late - and with a warm, tender loaf of quick bread in place of white cake and buttercream.","so yesterday was my one year blogging anniversary im ashamed to admit that i didnt",16,"even","know",0.0299999999988358,TRUE,"even",NA,NA,NA,NA,NA,NA,NA,NA
"162","Returning to Singapore, we both were taken on as legal assistants in Laycock & Ong, a thriving law firm in Malacca Street. Then we married officially a second time that September 1950 to please our parents and friends. She practised conveyancing and draftsmanship, I did litigation.","returning to singapore",4,"we","both",0.00999999999476131,TRUE,"we",NA,NA,NA,NA,NA,NA,NA,NA
"163","His gentle tug on swollen lips confirms that fact","his gentle tug on swollen lips",7,"confirms","that",0.0200000000040745,TRUE,"confirms",NA,NA,NA,NA,NA,NA,NA,NA
"164","Reflecting back on my best bosses over the years I realized they all had a common trait. As one said, his job was to be an umbrella for his team. I loved the image then and kept it in mind as I moved into supervision. So how is a boss an umbrella for those below him?","reflecting",2,"back","on",0.0100000000093132,TRUE,"back",NA,NA,NA,NA,NA,NA,NA,NA
"165","A Very Merry Daughter of the Bride (Not for Children) ... LMN ... 8 PM","a very merry",4,"daughter","daughter",0.0199999999895226,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Sure and steady on your feet.","sure and steady on your",6,"feet","feet",0.0599999999976717,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","The FpU have decided to file charges after being attacked in the May 1 parade","the fpu have decided",5,"to","to",0.0200000000040745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","These are just a few suggestions. Where will you be heading for your spring travel this year?","these are just a",5,"few","part",0.00999999999476131,TRUE,"of","few",NA,NA,NA,NA,NA,NA,NA
"169","in stilettos and","in stilettos",3,"and","and",0.0200000000040745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","And the fear betrayed her.","and",2,"the","day",0.0100000000093132,FALSE,"know","think","course","hope","am","very","sure","like","time"
"171","all may hear th’effectual call,","all may",3,"hear","hear",0.0199999999895226,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
