"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","timeToPredict","Correct"
"259","680 gr. Mehl",3,NA,NA,"","gr","mehl",NA,NA,NA,NA,FALSE
"260","However, I dug up some of the states for you to use:",7,"dug","up","some","of","the","the","a","my",0.0300000000002001,TRUE
"261","My birthday is July 2nd, and what better gift could I give to myself that to reach this goal that’s nearing two years in the making? So from now until then, I’ll be giving Sunday updates/weekend wrap-ups on my progress called Birthday Gift Goal Updates.",12,"better","gift","could","i","give","have","to","was",0.0199999999999818,FALSE
"262","Now marketing is dead. And it's not just dead, it's dead in caps, as in, ""Marketing is Dead.""",12,"just","dead","it's","dead","in","a","people","evolution",0.0299999999997453,FALSE
"263","I would be more foolish than I've been,",3,NA,NA,"i","would","be","have","to","was",0.0300000000002001,FALSE
"264","The first of what is likely many. “Due to technical disturbances, Oslo Børs’ Equity and Bonds markets are temporary halted. Members may delete their orders in this state. Further information will follow. “",7,"of","what","is","likely","many","the","a","to",0.0199999999999818,FALSE
"265","The surprising success at Prestonpans was the tinder that sparked the initial success of the Jacobite revolt in 1745: on 21 September 1745 the Jacobite army loyal to James Francis Edward Stuart and led by his son Charles Edward Stuart (Bonnie Prince Charlie) defeated the government army loyal to the Hanoverian George II led by General Sir John Cope at Prestonpans – a few miles outside Edinburgh.",58,"led","by","general","sir","john","the","a","is",0.00999999999976353,FALSE
"266","Dude, I just like it.",4,NA,"dude","i","just","like","have","to","was",0.0300000000002001,FALSE
"267","at the age of seven (something that studies have shown makes the first",8,"of","seven","something","that","studies","the","i","was",0.0199999999999818,FALSE
"268","Preschool Literacy:",2,NA,NA,NA,"preschool","literacy",NA,NA,NA,NA,FALSE
"269","Phoebe Finds Her Voice is aimed at 7-11 year olds and is the first book in the Star Maker’s series.",11,"at","","year","olds","and","the","and","is",0.0300000000002001,TRUE
"270","“Madam, God himself could not sink this ship.” --A steward on the Titanic",10,"sink","this","ship","a","steward","of","lot","and",0.0299999999997453,FALSE
"271","“That’s next week’s lesson.”",2,NA,NA,NA,"thats","next","why","it","the",0,FALSE
"272","“Are you making fun of me?” he’d ask.",7,"making","fun","of","me","hed","the","a","my",0.0300000000002001,FALSE
"273","¨ Jane Odiwe",3,NA,NA,"","jane","odiwe","odiwe",NA,NA,0,TRUE
"274","That dynamic keeps both the friendly and the adversarial on notice that they are in thrall to a supremo that can play fast and loose with the pros and cons of fluid situations.",30,"with","the","pros","and","cons","the","i","a",0.0299999999997453,FALSE
"275","Noticing is what effected change for Simba in The Lion King. The voice of his father echoing from the past at last reminded him of that which he had long forgotten to pay attention to—his heart, his purpose, and his true identity. As he chose to be responsive to the truth, he was able to face his fears and return to the Pride Lands with a new perspective.",48,"he","chose","to","be","responsive","the","a","be",0,FALSE
"276","I ultimately reminded myself that all of our circumstances are different. I really know nothing about these people. Maybe their children were older and working independently when they became single moms. Maybe they didn’t start off their single parenthood with no money. Maybe they have grandparents nearby who help out. Maybe they didn’t move to a foreign country where they have no work history the year before they became single parents. Who knows. All I can focus on is where my situation is right now and how to best handle it.",48,"they","have","grandparents","nearby","who","a","to","been",0.0300000000002001,FALSE
"277","In the stack of stuff were three envelopes from my attorney.",2,NA,NA,NA,"in","the","the","a","my",0,TRUE
"278","I’ve been told by more than one person that I have the mouth of a sailor. Some of my favorite expletives involve a combination of the words “hairy,” “ballsack,” and “wrinkly.” This didn’t come naturally for me. I had to work at it, practice my trade, experiment with new combinations. I’ve worked very hard to have a mouth even the British Orbit lady couldn’t clean up.",12,"person","that","i","have","the","to","a","was",0.0299999999997453,FALSE
"279","During our visit Iceland was unseasonably cold. It was so cold in fact that we purchased an extra layer at Iceland's own 66˚N so we could withstand the coldness. Being on a boat only amplified that and we had to remember that this is summer.",37,"boat","only","amplified","that","and","the","i","was",0.0300000000002001,FALSE
"280","My stomach hurt like crazy & still does.",4,NA,"my","stomach","hurt","like","and","life","to",0.0199999999999818,FALSE
"281","""In Mexico City, i'm known as puerco chupacabra.""",4,NA,"in","mexico","city","i'm","the","a","my",0.0199999999999818,FALSE
"282","Songs vary;",2,NA,NA,NA,"songs","vary","on","vary","the",0.0100000000002183,TRUE
"283","How did they get there?",4,NA,"how","did","they","get","are","were","also",0.0199999999999818,FALSE
"284","Do you have any siblings? What are they like?",9,"siblings","what","are","they","like","are","were","the",0.0299999999997453,FALSE
"285","Water (or sparkling water if you're fancy)",7,"sparkling","water","if","you're","fancy","you","i","it",0.0100000000002183,FALSE
"286","One gift that was in Shelby's stocking that she loved were these light up tooth brushes.",10,"shelby's","stocking","that","she","loved","was","the","i",0.0299999999997453,FALSE
"287","“I have worked for 40 years, paid taxes for 40 years and paid NI for 40 years. I have been on DLA for 6 years and if I were still able to work I would still be on £40,000 pa and have a company car instead of a Motorbility car. I would travel the country using my first class rail warrant and stay in 4* hotels using my generous expense account. I had dignity, self belief, respect and I loved my job. However, it would seem that one day I decided to become disabled, poverty stricken and treated like a criminal. As a life style choice it was a disaster! Now it seems I am guilty of attempted fraud, worthless, a burden on society and a waste of space. Does anybody really believe that I prefer my life now? Drug addicts, while also needing help, are treated with more compassion and they made an informed choice to start using. I did not choose to be this way and I expect to be given as much support.” Derek Benyon, Leicestershire; sick for 7 years",74,"expense","account","i","had","dignity","to","have","was",0.0399999999999636,FALSE
"288","I recently cancelled my cable (for the second time) due to escalating costs and a general disgust at the lack of quality programming. I won’t lie and say I’ve never indulged in reality smut for entertainment. I have caught myself watching Bachelor Pad and no part of me is proud of it. It is the “train-wreck” factor that keeps people paying attention to most of the stuff that passes for good TV.",16,"escalating","costs","and","a","general","of","i","the",0.0300000000002001,FALSE
"289","I told by boss my leaving date this week and put the rumours to rest. Clients naturally got told first, but news travels fast with only a matter of weeks to go and soon everyone knew. condolences and wishes of good luck come flooding in, the work floods in and dries up at the same time – it is a funny one.",44,"of","good","luck","come","flooding","the","to","a",0.00999999999976353,FALSE
"290","Hospital in Empangeni on Wednesday night after undergoing an emergency",10,"night","after","undergoing","an","emergency","to","the","that",0.0199999999999818,FALSE
"291","And for hot coffee... to make those chilly mornings even more enjoyable!",12,"chilly","mornings","even","more","enjoyable","than","to","of",0.0100000000002183,FALSE
"292","We had a conference with the neonatologist this afternoon and he said that her breathing issues are a result of her prematurity and she would need to stay in the NICU until she is able to breathe without assistance and keep her pulse ox in the 90s. This could take days or weeks, every baby is different.",32,"stay","in","the","nicu","until","of","the","and",0.0399999999999636,FALSE
"293","But who am I, I need to know",4,NA,"but","who","am","i","i","the","of",0.0100000000002183,TRUE
"294","I don’t mean to be disrespectful and I know that Mike Melvoin — who penned five tunes, including the New York songs, on the album and lends his considerable talents on piano — unfortunately passed away in February. But I can’t help feeling I’ve heard this all before. Basse is compared by some critics and the album’s publicity to Mel Torme, Ray Charles and Dr. John (Dr. John, really?) but in truth he’s a lot closer to Harry Connick, Jr. without as much sparkle and wit.",32,"his","considerable","talents","on","piano","the","my","and",0.0299999999997453,FALSE
"295","Once the chicken is golden, add the mushrooms and carrots and stir for a couple of minutes to soften slightly.",7,"chicken","is","golden","add","the","a","to","the",0.0199999999999818,TRUE
"296","NIGHT OF THE DRIBBLER",4,NA,"night","of","the","dribbler","of","the","and",0.0300000000002001,FALSE
"297","(And I feel delirious",2,NA,NA,NA,"and","i","i","the","a",0,TRUE
"298","I got off early from work so I could be home in time to lock all the doors, draw all the curtains and hide under the covers of my bed until at least 3:30. Just in case.",33,"my","bed","until","at","least","the","least","a",0.00999999999976353,TRUE
"299","He may not always take part in our insane escapades or hang around the newsroom as much as we do, but I love Ryan too death. I know he’s all Arts and Entertainment now, but he can never forget where he started – an Assistant News Editor. There are very few people I would put money on, but Ryan is one of them. He’s not only going places, but he’s already gotten places. I’ve never seen anyone at the paper that can write a feature like this kid. He’s pretty awesome.",88,"a","feature","like","this","kid","is","and","year",0.0399999999999636,FALSE
"300","06/03 – San Francisco, CA @ Slims",3,NA,NA,"","","san",NA,NA,NA,NA,FALSE
"301","05 Algeria",2,NA,NA,NA,"","algeria",NA,NA,NA,NA,FALSE
"302","In itself, the tale of the publication of Into the Cannibal’s Pot: Lessons For America From Post-Apartheid South Africa bears telling. For while this polemic respects no political totems or taboos, it is faithful to facts. These facts cried out to be chronicled. They should not have had a struggle to find their way into print.",30,"respects","no","political","totems","or","matter","or","no",0.0300000000002001,TRUE
"303","The victim’s friend, a young woman, tried to pull him back into his car. Attackers came after her, pulling her hair, punching her head and causing a bloody scratch to the surface of her eye. She called 911. A recording told her all lines were busy. She called again. Busy. On her third try, she got through and, hysterical, could scream only their location.",51,"she","called","again","busy","on","to","on","i",0.0299999999997453,TRUE
"304","Beauty the Broken Being.",4,NA,"beauty","the","broken","being","of","and","to",0.0300000000002001,FALSE
"305","Ford: yes Churchill was also an anti-Kenyan pro-colonialist",2,NA,NA,NA,"ford","yes","yes","churchill",NA,0,TRUE
"306","When I got to the park I confirmed with the ranger that there was a water fountain at the summit. I knew this would be about 11 miles and I figured I had enough water to get me up there. Once at the top, the Visitor Center, my options for getting back opened up. It felt like a safe plan, so I went for it. Halemau’u Trailhead to the Summit, then possibly back from there or a quick trip back to the car via the road that went to the summit, or, I could hitchhike down if I needed it.",56,"back","opened","up","it","felt","was","is","a",0.0300000000002001,FALSE
"307","We were sad to see the last course, but in a way we were so stuffed, we couldn’t have fit anymore. Unlike Kristien, I have a natural hatred of all things cheesecake, so I had a big decision to make during the whole meal. Would I eat the Marscapone Cheesecake that was served with strawberries and basil? At first I wasn’t sure, but just after the amuse bouche I knew that I trusted Chef Arik to give me something that would blow me away. Let me say, this was an amazing dessert. It was not too sweet and just right in terms of creaminess. The little ribbons of basil, too, added nice bursts of flavor to the cake. Mary paired this course with a great Muscat from Rurtherglen that wasn’t overly sweet.",49,"would","i","eat","the","marscapone","of","and","to",0.0499999999997272,FALSE
"308","(115030) and is matted on circles punched from the circle punches as well as the scallop circle punch. Again inside I have the envelopes, this time Very Vanilla",13,"the","circle","punches","as","well","i","as","the",0.0100000000002183,FALSE
"309","In the light of His glory and grace.",6,"the","light","of","his","glory","the","of","a",0.0199999999999818,FALSE
"310","Each morning when we roll out of bed we are given the world. We can make that day into anything we want just by starting the day right. I must admit, most mornings I hit snooze 10 times, each time dreading more the next time it goes off. The second that alarm goes off I flood my head with negative thoughts; 'ugg its another work day', 'I wonder what fires I will have to put out today', 'I can't wait until today is over', 'why did he break up with me?'. I'll give you one guess how my days turn out! I am a self-fulfilling prophecy. My days are slow, filled with turmoil and work problems, and I am sad and lonely. So today I tried something new! My alarm when off and I smiled. Not because I wanted to but because I needed to. I kissed my dog good morning and she bounced happily out of bed. Down the stairs we went and made some tea and scrubbed the kitchen clean. I drove to work listening to happy music, I greeted everyone with a smile, I sent out 'Good Morning!' texts. I greeted my work crew and checked in with them and I made another cup of tea. Then I opened my reader and found just what I needed to read on Elephant Journal :",70,"day'","'i","wonder","what","fires","i","the","is",0.00999999999976353,FALSE
"311","RYAN: You can’t go wrong with pairing food and friends.",7,"cant","go","wrong","with","pairing","the","a","my",0.0500000000001819,FALSE
"312","This is a physical attack. The bible say that our mouths are sharp and deadly poison it also says that Gods word is a sharp two edged sword that cuts to the bone and marrow.",4,NA,"this","is","a","physical","of","lot","and",0.0199999999999818,FALSE
"313","I crack open each pack",5,"i","crack","open","each","pack","have","to","was",0.0299999999997453,FALSE
"314","13. At 29,500 sq. ft., Universal Studios’ Stage 12 is the 7th largest soundstage in the world. It was originally built for the 1929 musical Broadway.",9,"ft","universal","studios","stage","","m","life","reason",0,FALSE
"315","So what exactly is Lie To Me about?",4,NA,"so","what","exactly","is","i","is","the",0.0199999999999818,TRUE
"316","It was not a brighter day in Nassau. It rained the entire trip but we were going on the island this time. You can’t let a little rain ruin your vacation. It is all about how you make your experience. We even made fashionable rain outfits out of trash bags! Some of us had on dresses, cardigans, and coats made out of a plastic bag. It was hilarious and we dressed it up with accessories like belts. When we got off the ship we ran to the island, which we didn’t need to do because there were shuttles taking us from the ship to the entrance of the island. We got wet for nothing but we kept pressing on.",21,"going","on","the","island","this","of","and","to",0.0300000000002001,FALSE
"317","Before the Lord ever brought Caleb, my husband, into my life, it was my desire to find ways, as a single girl, that I could be a blessing to a future husband that I didn't know yet. I sought to find ways that I could be a Proverbs 31 wife, bringing her husband good all the days of her life, and during this time, I made a list of some applicable things I could do for my future husband that would act as blessing.",46,"ways","that","i","could","be","was","have","to",0.0199999999999818,FALSE
"318","Here's to getting speedy!",3,NA,NA,"here's","to","getting","the","be","a",0.00999999999976353,FALSE
"319","“So Santa, have you been Santa long?”",4,NA,"so","santa","have","you","a","to","been",0.0300000000002001,FALSE
"320","Yep, that’s right, yawnology - the field of science dedicated to the study of yawns. Alright, I made that word up, but there really is quite a bit of research devoted to the phenomenon of yawning. It might sound frivolous and boring, but I assure you it is neither of those.",47,"but","i","assure","you","it","have","are","can",0.0199999999999818,FALSE
"321","and the dust rises",4,NA,"and","the","dust","rises","of","and","i",0,FALSE
"322","But Travis beat me by finishing the beam early... and then we moved upstairs the very next day!",3,NA,NA,"but","travis","beat","i","it","the",0.00999999999976353,FALSE
"323","The other thing I love about this is that I don’t have to start out all kinds of wonderful. God seems to be very generous when it comes to handing me seeds to plant. It’s good, because new gardeners and farmers make mistakes in their planting. Planting or sowing isn’t merely a matter of throwing handfuls of seeds onto the ground and hoping for the best. Some seeds must be planted deeper than others. Some need more space while some are good with crowding. Some need more water or more sun or more acid or more alkalinity. The production of a really beautiful, vibrant, fruitful harvest will probably be the end result of lots of mistakes and failures as the new gardener learns and becomes an experienced gardener. The gardener who achieves fruitfulness will be the one who persevered. “Doing good” seems much the same.",35,"me","seeds","to","plant","its","the","be","a",0.0399999999999636,FALSE
"324","Ok y'all (ja, YOU GUYS, who are out there, reading this. The one's I usually shamefully ignore. The ones I seldom address directly. I'm going to lay this on the line for you ... )",29,"going","to","lay","this","on","the","is","be",0.0300000000002001,FALSE
"325","Here is a wide shot of the family room. The front door is on the right side of where I'm standing to shoot this picture and the staircase is to the left.",31,"the","staircase","is","to","the","the","be","a",0.00999999999976353,TRUE
"326","I had a meeting yesterday with the team at Simon & Schuster, along with my agent Luigi Bonomi. They detailed the global campaign planned for COVENANT, and it is utterly awesome. I learned a huge amount about how the campaign is designed to produce 'tail-off', maintaining a book's prominent placing on the shelves, along with all sorts of details involving the television adverts, posters, on-line and supermarket promotions. The list was immense, and apparently regarded as one of the biggest and best debut launch campaigns ever seen ( in Australia ).",60,"all","sorts","of","details","involving","the","a","my",0.0199999999999818,FALSE
"327","I created formats for my comics, books, CD’s, DVD’s…even my video games. I’d like to talk about the books.xml file I put together, and how it’s changed across 7 years.",25,"i","put","together","and","how","i","the","a",0.0100000000002183,FALSE
"328","And suddenly, I was a multi-tasker. My MamaEar was attuned to the cry of my kids. And it was good. To everyone but the adult trying to talk to me. But I figured, the adult could deal. The baby and the toddler had to be attended to. Or a ruckus would be raised, in my honor. And frankly, while I appreciated the effort involved, I could do without the ruckus. Who needs one more ruckus?",13,"was","attuned","to","the","cry","of","the","and",0.0399999999999636,FALSE
"329","Romantic fiction - aimed at adults",5,"romantic","fiction","","aimed","at","at","comedy","personally",0.0199999999999818,TRUE
"330","HopeNChange™ - it's what's for dinner ...",4,NA,"hopenchange","","it's","what's","a","not","just",0,FALSE
"331","Let our voices sing Him our praises",4,NA,"let","our","voices","sing","and","lives","yard",0.00999999999976353,FALSE
"332","Look closely, though, and the belief in a 2012 apocalypse has a great deal in common with the belief that asset prices can have an infinite upside. Both beliefs offer grand narratives that replace the ordinary patterns of human existence with a something-for-nothing fantasy. The bubble believers insist that they can have limitless wealth without having to work for it; the 2012 believers insist that they can have the new and improved world they think they want—whether that amounts to a new age of enlightenment, on the one hand, or a Hollywood movie world of heroic survivors blazing away against hordes of roving zombies, on the other—without having to work for it. In either case, what drives the fantasy is the conviction that it makes sense to sit on your backside and wait for the market, or the space brothers, or something else to give you the future you think you deserve.",119,"case","what","drives","the","fantasy","of","and","to",0.0199999999999818,FALSE
"333","The main problem with appealing to epicycles & deferents is that while it may explain features like retrograde motion and make reasonably accurate predictions (such as the old Ptolemaic model), it isn’t consistent with other celestial observations, such as…",22,"retrograde","motion","and","make","reasonably","the","i","a",0.0300000000002001,FALSE
"334","She narrowed her eyes. “Yes, but…well, this really isn’t what I had in mind.”",13,"isnt","what","i","had","in","to","have","was",0.0299999999997453,FALSE
"335","Ahh… I just can’t get over them. I’ve seen them twice already. I wanted to watch them all the time but that would mean restless nights because I would definitely dream about being there. And I dream my character is stronger than Rindaman. Hahahah. I like that both films end with him and Genji fighting one-on-one. And I hope Genji won this time.",36,"about","being","there","and","i","i","the","a",0.0300000000002001,TRUE
"336","Went to Di's big 50 Birthday bash and even the dull weather didn't stop us having a great time....food from her youth, plenty of drink, playing on the Xbox and a tune on the sax what more could a birthday need!.... Oh good chums.... SORTED.",43,"a","birthday","need","oh","good","to","of","and",0.0199999999999818,FALSE
"337","Maximum Level: None",2,NA,NA,NA,"maximum","level","level","none",NA,0.00999999999976353,TRUE
"338","For me, the enduring memory was that moment Jacob Zuma ended his 56-page speech with the thunderous slogan, ""Amandla!"" to which the crowd responded with an equally deafening ""Ngawethu!""",16,"his","page","speech","with","the","the","a","my",0.0199999999999818,TRUE
"339","Dundrum Town Centre was opened in 2005 having been built by Anglo “Golden Circle” member Joe O’Reilly and fellow Longford man, the late Liam Maye. The site was reportedly bought for €10.2m. With 79,000 sq metres it claims to be the biggest shopping centre in the State. It is reported to contribute some €7m per annum in local authority rates to DunLaoghaire-Rathdown County Council. The Irish Times claims that the centre had a footfall of 19m, that is 19m visitors, last year and further claims “a great many of them from the affluent south Dublin suburbs”. Phase II of the centre has been given the green light by planning authorities but its future is in doubt against the backdrop of the economic crisis – Phase II was to have been a €600m development which would have seen 101,000 sq metres of space added making the shopping centre the largest in Europe.",56,"contribute","some","m","per","annum","of","things","keyword",0.0300000000002001,FALSE
"340","That's it. Painless right? I would be forever grateful if you would just take an extra second out of your busy day to leave some words for me. And feel free to comment Anonymously if you would like. I won't mind. It's all for the sake of this blog. Because IHeart this blog, and IHeart you.",33,"and","feel","free","to","comment","the","be","a",0.0300000000002001,FALSE
"341","Gasoline Facts & Tips - Retail Marketing.” Sunoco, Inc.. N.p., n.d. Web. 16 Apr. 2012.",3,NA,NA,"gasoline","facts","","these","cried","facts",0.0199999999999818,FALSE
"342","In the mean time, I decided to start keeping track of just what words Goldie can say. I started yesterday counting only spoken words, no matter how hard they were to understand. I was blown away that she used 87 different words!! I had no idea she was using that many. Today we weren't as diligent, but I noticed a bunch of words that she didn't say yesterday, so tomorrow we are going to keep track again. I also think its important that most of these were said without prompting. She either initiated the conversation or repeated them after I used them in a sentence. Goldie is not a ""performer"" so the best way to know where she is developmentally is to watch and interact with her during normal family routines.",129,"interact","with","her","during","normal","the","a","and",0.0299999999997453,FALSE
"343","I'm getting off topic here. I'm starting to rant and rave a little.",2,NA,NA,NA,"i'm","getting","to","not","a",0,FALSE
"344","But at this morning’s preview, he defended the remark, saying: ‘I am concerned with comfort. I know that it’s important but I don’t want to have this evoked in my design.",26,"i","dont","want","to","have","the","be","a",0.0300000000002001,FALSE
"345","For example, just this lunchtime a nice account man named Matt was sent out in the pouring rain to deliver a laptop and broadband stick to some senior suits and clients. What was so important? Well, they were on a lunch jolly and they fancied looking at their website.",36,"what","was","so","important","well","i","a","to",0.0299999999997453,FALSE
"346","As of January 1st. 2011 every cab will run on meters. The meters will be paid for by the owners of the company, the meters will be purchased from a distributor to be named by the city. Every cab will run the same model of meter and will be calibrated by the distributor every 6 months. The cost of calibration will be covered by the owner/broker of the cab.",5,"as","of","january","st","","the","a","my",0.0199999999999818,FALSE
"347","Hubby and I have never been to one of the celebrations, but so many people visit that there would be no place to park, and no way to get near the elephant enclosure anyway. Packy's parties have always been very popular events, and today thousands are expected to wander through the gates to visit him.",4,NA,"hubby","and","i","have","have","to","was",0.0100000000002183,TRUE
"348","Shouldn’t DBKL be busy attending to all these? Or have they also sub-contracted all duties for some quick and easy earnings?",13,"or","have","they","also","subcontracted","a","to","been",0,FALSE
"349","On top of the onion massacre, there was the prospect of cleaning the turquoise chopper, which by the way, isn’t the easiest thing to do. I damn near mutilated my hand with the stainless steel blades while trying to clean all the slightly inaccessible areas under the plastic cover! I thought this was supposed to simplify my life, not take it!",22,"the","way","isnt","the","easiest","of","and","to",0.0299999999997453,FALSE
"350","A QUESTION TO ANSWER. Why Isn’t There More Healing? There are many hindrances to receiving healing. We look at just a couple of them.",13,"healing","there","are","many","hindrances","a","of","are",0.0300000000002001,FALSE
"351","No more diapers",2,NA,NA,NA,"no","more","matter","how","one",0.0199999999999818,FALSE
"352","Rating - 5 out of 5",5,"rating","","","out","of","of","the","with",0,TRUE
"353","Mom's usual lead a pretty tattered scattered life, so hope this inspires you to come up with something good for your Mom's this year.",24,"for","your","mom's","this","year","is","and","year",0.0300000000002001,TRUE
"354","Cuando esté la lista puesta y si estais en ella me mandais un mail para confirmar el encargo (mi email está en la barra lateral, en la sección de Contacto). Contestaré a los correos tan rápido como pueda.",23,"mi","email","est","en","la","la","en","ella",0.0299999999997453,TRUE
"355","Denis Gagnon, Jeremy Laing, Lida Baday, Line RUNWAY, Mikhael Kale, Pink Tartan, Smythe, Wayne Clark, Wings + Horns",16,"tartan","smythe","wayne","clark","wings",NA,NA,NA,NA,FALSE
"356","4 nonetheless",2,NA,NA,NA,"","nonetheless",NA,NA,NA,NA,FALSE
"357","God Of Miracles, we pray that miracles and testimonies shall become come in our lives in this month, as we commonly breath in air on daily basis freely without knowing the value, but we say thank You, Lord for making the air available to us and granting us the privilege to have them so freely and we decree that in every seconds, minutes, hours, mornings, afternoons, evenings, nights, days and weeks in this month, we shall live in miracles, we shall dwell in testimonies all way through and we shall testify in the midst of the saints and to the glory of God, the Father, God, the Son and God, the Holy Spirit, this we pray, receive and claim over our lives in Jesus Name. Amen*7times, 7times and 7times.",56,"have","them","so","freely","and","i","and","much",0.0300000000002001,TRUE
"358","“Less of Self, and more of Thee.”",4,NA,"less","of","self","and","the","a","my",0.00999999999976353,FALSE
"359","The connection between the title & the story only surfaces after you are about 80% into the book, leaving me very non-motivated to even read further to find out what the iron tooth is about in the first place. Even when I did find out what the iron tooth is about, & how it helps the story move further, it’s too late, since the author by then had successfully bored me.",13,"only","surfaces","after","you","are","are","can","have",0.0399999999999636,TRUE
"360","This association is like Summer in a mouthful, if Summer were to decide she got a little tired of eating salad and drinking water all day long. This is the part when Summer gets fun.",32,"this","is","the","part","when","of","and","to",0.0100000000002183,FALSE
"361","Naturally the move has taken a lot of time, Thursday and Friday last week were busy days regarding this. However, my time was not all spend humping furniture a fifty five years of collected items, on Saturday, along with Liz Hazell, our Walsall UKIP branch treasurer and Albert and Graham Duffen from Birmingham, I drove up to Skegness for the UKIP Spring Conference – which to say the least was a very uplifting day – UKIP is really on the march now and becoming a real threat to the other, longer established but totally failed, political parties.",43,"with","liz","hazell","our","walsall","and","the","lives",0.0199999999999818,FALSE
"362","It is changing the landscape of education.",4,NA,"it","is","changing","the","a","the","was",0.00999999999976353,TRUE
"363","Never think you are alone in these world. No matter how sad you are you are not alone. There always at least someone who cares maybe he/she close with you but they can feel what you feel. it’s the worst feeling in the world when you feel alone and there is no one here for you",2,NA,NA,NA,"never","think","to","a","have",0,FALSE
"364","After losing nearly two hours due to diversions, road-works and unplanned comfort breaks we arrive at the home of Our Hero’s Trusted Side-kick Dom with just enough time for a caffeine and nicotine top-up before loading Dom and his gear (including a much appreciated crate of beer) in the car and back onto the road… Straight into the tail-end of the hurricane that has been visiting Northern Britain over the past few days… Beware High Winds!! And Bad Drivers!!!!",46,"a","much","appreciated","crate","of","of","lot","and",0.0500000000001819,TRUE
"365","How are you affected by the size of the room you’re in?",6,"are","you","affected","by","the","the","a","are",0.0199999999999818,TRUE
"366","Over the past year or so, I've been in a lot of boutiques that are a little new to me. A big reason for that has been location--Minneapolis, Las Vegas, Dallas, and Paris offer some great stores. But I knew what I wanted to look at long before I walked in. In Burberry, I wanted to find THE trench, and I did. How? I walked in, I started looking around, I got approached, and I accepted the offer of help. I told the sales assistant that I was only looking (I said this first off), but I felt it time to think about investing in a trench (given I've been considering this for ten years, my sense of time clearly is fluid). The ensuing discussion and try-ons were about fitting me. That's it. I took the information on the sales assistant's card. When I decide to purchase it, he's who I call. It was all professionally handled--my end, his end. In other words, it wasn't about the cupid's singing--it was about finding information.",59,"wanted","to","find","the","trench","of","and","the",0.0300000000002001,FALSE
"367","In 1950, the remains of Wingate and his nine companions were disinterred from their grave in India. With his family’s agreement, Wingate was taken to what US Military personnel hold to be sacred ground. On the old plantation of confederate General Robert E. Lee, in what is now Arlington National Cemetery, Orde Charles Wingate was laid to rest with full military honors. The fact that this was done at a time when the United States was occupied by the expansion of communism in Asia and a frightening face off with Soviet forces in Europe speaks volumes about how highly the United States Military regarded Orde Wingate.",33,"personnel","hold","to","be","sacred","the","a","be",0.00999999999976353,FALSE
"368","As a result, it was immensely refreshing for me to read the below article by Aadil Palkhivala, an Ayurvedic practitioner who is widely regarded as one of the world’s top yoga teachers. Things that particularly resonated with me are his simple yet powerful statements like ‘There is no perfect diet, and no ideal food. I encourage you to monitor your food intake to determine what works for you and what doesn’t—diet has to be adjusted individually’. Good common sense in many respects, and principles that are easy to follow and live by. I look forward to reading much more from this wise man! (See the original article at http://www.yogajournal.com/for_teachers/697?utm_source=DailyInsight&utm_medium=newsletter&utm_campaign=DailyInsight).",107,"man","see","the","original","article","of","and","to",0.0300000000002001,FALSE
"369","When all the milk is added",3,NA,NA,"when","all","the","the","of","i",0.0199999999999818,TRUE
"370","There! No more blank page.",4,NA,"there","no","more","blank","than","to","of",0.0299999999997453,FALSE
"371","I did actually sew the faux stitching on my sewing machine, but the thread ran out, so I just left the wholes and markered the stitching... I love these papers, but were a little too soft so added a good rub of ink... including to the ribbon and button...",35,"but","were","a","little","too","of","lot","and",0.0199999999999818,FALSE
"372","So God suffers, in other words we suffer, especially our most male component that tries to do good. In other words we believe that any really good men will need to suffer to the point of dying, which in turn will make accompanying good women suffer accordingly, which in turn will make it even harder for people not particularly good at life to catch a break, and since it will be done unto us as we believe, no wonder we can’t seem to stop killing each other incessantly for even two minutes at any given point in time. No wonder we keep ourselves perpetually too lazy to clean up after our own filth, or toss a can in a recycling bin. No wonder those of us who believe that God is greater than the consciousness of a suffering person constantly have to work harder after those who insist on worshipping suffering itself as though it is their own God; as if it is themselves. Since it shall be done unto us as we believe, or at least so says that guy supposedly, can we stop believing in a suffering God now and start believing in a happy one? It seems to be what Jesus would have wanted for us; to believe in a happy God. Or would anyone rather believe in a God that wants us to suffer?",61,"people","not","particularly","good","at","and","for","to",0.0300000000002001,FALSE
"373","I feel more comfortable walking along the shore (a more open, spacious feeling). When I am walking the trails in the wooded parks, it feels more closed in and secluded and I'm not comfortable walking alone.",14,"more","open","spacious","feeling","when","than","i","in",0.0299999999997453,FALSE
"374","My dad doesn't think the evening has ended until he's bought some more hooky dvd's. He was buying 10 a night, he has more films than blockbusters.",14,"he's","bought","some","more","hooky","than","of","to",0.0300000000002001,FALSE
"375","If you don’t want to spend money on a dresser but you have a complicated dress/bustle make sure that you have a bridesmaid or two with you at your final fitting to learn how to get you in your dress. Do not have your mother be the one to have to get on the floor—in her dress—to get you in or to bustle your dress before the reception.",5,"if","you","dont","want","to","to","are","can",0.0300000000002001,TRUE
"376","I collect everything African from artifacts and books to my gatherings from the countryside around me. Here are just a few of the books in my collection.",24,"a","few","of","the","books","of","the","and",0.0299999999997453,FALSE
