"","origLine","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","timeToPredict","Correct"
"67","The prepaid-tuition program has stopped accepting new customers. The Illinois Student Assistance Commission says new leadership has already begun making changes and adding new safeguards.","assistance","commission","says","new","leadership","c(1189, 1188, 1190)","c(1, 1, 1)","c(614, 614, 614)","c(481, 152, 512)","c(1164, 1163, 1165)","c(108, 341, 725)","c(0.00058343057176196, 0.00058343057176196, 0.00058343057176196)","c(0.11610268378063, 0.252042007001169, 0.476079346557764)",0,FALSE
"68","The U.S.-led coalition routinely reports each time an American or other foreign soldier is killed by an Afghan in uniform, but the military is under-reporting the number of overall attacks. The Associated Press reported earlier this month that the International Security Assistance Force, or ISAF, does not report attacks in which the Afghan wounds  or misses  his U.S. or allied target. It also doesn't report the wounding of troops who were attacked alongside those who were killed.",NA,NA,NA,"the","usled","c(1720, 1692, 1724)","c(1, 1, 1)","c(876, 876, 876)","c(776, 470, 845)","c(1678, 1652, 1682)","c(175, 211, 215)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.159469696969697, 0.17310606060606, 0.174621212121212)",0.0300000000000011,FALSE
"69","Bon Jovi is in the middle of a stadium tour to support its latest album, “The Circle.” And tonight’s show — the first of four to be held at New Meadowlands Stadium this summer — might simply feel like “the next important one” to a group accustomed to playing shows of import.","the","circle","and","tonights","show","c(169, 204, 166)","c(1, 1, 1)","c(42, 42, 42)","c(491, 918, 434)","c(165, 199, 162)","c(200, 290, 323)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.168939393939394, 0.203030303030302, 0.215530303030301)",0,FALSE
"70","4 cups chicken or fish stock",NA,NA,NA,"","cups","NA","NA","NA","NA","NA","NA","NA",NA,0.019999999999996,FALSE
"71","He is on trial in U.S. District court with Gabor, who served as Dimora's driver and is one of the former commissioner's closest friends. Gabor's lawyer will return today to give his closing arguments and jurors could begin deliberating by the afternoon.",NA,NA,NA,"he","is","c(780, 779, 785)","c(1, 1, 1)","c(385, 385, 385)","c(661, 609, 1021)","c(767, 766, 771)","c(295, 1010, 203)","c(0.000378787878787879, 0.000378787878787879, 0.00058343057176196)","c(0.204924242424241, 0.475757575757566, 0.171528588098017)",0,FALSE
"72","While most of the wines are from Napa Valley and elsewhere in California, the international selections round out the list nicely. On any given night, 26 wines are offered by the glass (plus 17 dessert offerings), with a good selection of half bottles.","are","from","napa","valley","and","NA","NA","NA","NA","NA","NA","NA",NA,0.0200000000000031,FALSE
"73","NEWARK — A Newark woman accused of animal cruelty in a pit bull abuse case tied the dog to a railing and left New Jersey for more than a week, according to the Essex County Prosecutor’s Office.","railing","and","left","new","jersey","c(1189, 1188, 1190)","c(1, 1, 1)","c(614, 614, 614)","c(481, 152, 512)","c(1164, 1163, 1165)","c(108, 341, 725)","c(0.00058343057176196, 0.00058343057176196, 0.00058343057176196)","c(0.11610268378063, 0.252042007001169, 0.476079346557764)",0.00999999999999801,FALSE
"74","Scholar wrote of Coleridge's plagiarism","scholar","wrote","of","coleridge's","plagiarism","c(1246, 1249, 1247)","c(1, 1, 1)","c(634, 634, 634)","c(422, 594, 478)","c(1218, 1221, 1219)","c(163, 185, 195)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.154924242424243, 0.163257575757576, 0.167045454545454)",0.0200000000000031,FALSE
"75","The investment by Ford and joint venture partner Changan Ford Mazda Automobile will expand Fords capacity in Chongqing by 350,000 vehicles, bringing total capacity to 950,000 vehicles annually.","venture","partner","changan","ford","mazda","680","1","334","340","670","121","0.00165562913907285","0.223509933774835",0.00999999999999801,FALSE
"76","Cejudo received a standing ovation from the nearly 14,000 in attendance in Iowa City, and he thanked them by tossing his shoes their way.","thanked","them","by","tossing","his","c(388, 391, 395)","c(1, 1, 1)","c(138, 138, 138)","c(511, 637, 1009)","c(382, 385, 389)","c(168, 225, 355)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.156818181818182, 0.17840909090909, 0.227651515151513)",0.0200000000000031,FALSE
"77","Thus, San Antonio and Oklahoma City posted the top two records in the West. San Antonio coach Gregg Popovich, not the Coach of the Year for nothing, defiantly rested his stars in a rebuke to the 66-game sprint. It worked; the Spurs won 50 games. Oklahoma City's best players aren't old enough to know tired.","and","oklahoma","city","posted","the","449:450","c(1, 1)","c(174, 174)","c(591, 773)","443:444","c(979, 103)","c(0.000378787878787879, 0.00058343057176196)","c(0.464015151515142, 0.113185530921821)",0.00999999999999801,FALSE
"78","""They said there was minimal contact,"" Brown said, ""so it was a correct no-call.""","so","it","was","a","correct","c(2342, 2364, 2353)","c(1, 1, 1)","c(2192, 2192, 2192)","c(104, 402, 206)","c(2341, 2361, 2351)","c(157, 182, 232)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.152651515151516, 0.162121212121212, 0.181060606060606)",0.0499999999999972,FALSE
"79","""She's happy for me, but she's still on me with the grades,"" Williams said. ""She's glad I'm getting a scholarship so she doesn't have to pay for anything. I have a 3.0 GPA, and for the NCAA (Clearing House) the only thing left to do is send my SAT scores. The academic advisor (at USF) said I am on track for admission.""","the","grades","williams","said","she's","1461:1463","c(1, 1, 1)","c(757, 757, 757)","c(41, 209, 397)","1425:1427","c(104, 173, 293)","c(0.00058343057176196, 0.00058343057176196, 0.00058343057176196)","c(0.113768961493583, 0.154025670945158, 0.224037339556594)",0.0300000000000011,FALSE
"80","How are you? Btw thanks for the RT. You gonna be in DC anytime soon? Love to see you. Been way, way too long.","how","are","you","btw","thanks","c(4447, 4449, 4454)","c(1, 1, 1)","c(3199, 3199, 3199)","c(408, 493, 934)","c(4391, 4393, 4398)","c(149, 275, 311)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.149621212121213, 0.197348484848484, 0.210984848484847)",0.0300000000000011,FALSE
"81","When you meet someone special... you'll know. Your heart will beat more rapidly and you'll smile for no reason.","heart","will","beat","more","rapidly","c(1147, 1145, 1143)","c(1, 1, 1)","c(589, 589, 589)","c(893, 688, 451)","c(1123, 1121, 1119)","c(227, 845, 366)","c(0.000378787878787879, 0.000378787878787879, 0.00058343057176196)","c(0.179166666666666, 0.413257575757568, 0.266627771295218)",0.0200000000000031,FALSE
"82","they've decided its more fun if I don't.",NA,NA,NA,"they've","decided","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"83","So Tired D; Played Lazer Tag & Ran A LOT D; Ughh Going To Sleep Like In 5 Minutes ;)",NA,NA,NA,"so","tired","c(1536, 1533, 1531)","c(1, 1, 1)","c(809, 809, 809)","c(918, 544, 173)","c(1499, 1496, 1494)","c(317, 548, 552)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.213257575757574, 0.300757575757572, 0.302272727272723)",0,FALSE
"84","Words from a complete stranger! Made my birthday even better :)","stranger","made","my","birthday","even","c(3509, 3510, 3508)","c(1, 1, 2)","c(2791, 2791, 2791)","c(899, 959, 870)","c(3483, 3484, 3482)","c(396, 949, 136)","c(0.000378787878787879, 0.000378787878787879, 0.000757575757575758)","c(0.243181818181816, 0.452651515151506, 0.140151515151516)",0.029999999999994,FALSE
"85","we need to reconnect THIS WEEK","need","to","reconnect","this","week","c(1778, 1780, 1776)","c(1, 1, 1)","c(889, 889, 889)","c(451, 622, 204)","c(1735, 1737, 1733)","c(371, 604, 762)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.233712121212119, 0.321969696969692, 0.381818181818175)",0.0200000000000031,FALSE
"86","I'm doing it!👦",NA,NA,"i'm","doing","it","c(553, 829, 827)","c(1, 1, 1)","c(252, 417, 417)","c(451, 636, 2)","c(546, 815, 813)","c(390, 872, 395)","c(0.000378787878787879, 0.000378787878787879, 0.00058343057176196)","c(0.240909090909089, 0.423484848484841, 0.283547257876315)",0,FALSE
"87","Packing for a quick move down the street... If only I had some movers...","a","quick","move","down","the","c(560, 1154, 559)","c(1, 1, 1)","c(258, 593, 258)","c(657, 653, 478)","c(553, 1129, 552)","c(940, 423, 311)","c(0.000378787878787879, 0.000378787878787879, 0.00058343057176196)","c(0.449242424242416, 0.253409090909088, 0.23453908984831)",0.0300000000000011,FALSE
"88","RT : According to the National Retail Federation $16.3 BILLION was spent on #MothersDay last year!!",NA,"rt","","according","to","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"89","“: ""The tragedy of life is not that it ends so soon, but that we wait so long to begin it."" - W.M. Lewis”","ends","so","soon","but","that","c(378, 380, 377)","c(1, 1, 1)","c(136, 136, 136)","c(896, 915, 868)","c(372, 374, 371)","c(862, 130, 369)","c(0.000378787878787879, 0.00058343057176196, 0.00058343057176196)","c(0.419696969696962, 0.128938156359394, 0.268378063010504)",0.0300000000000011,FALSE
"90","More skating! Come by the check out a movie, eat a great dinner and top it off with great times at the ice rink.","eat","a","great","dinner","and","c(3083, 21)","c(1, 1)","c(2562, 18)","c(712, 712)","c(3070, 21)","c(86, 67)","c(0.00165562913907285, 0.00189393939393939)","c(0.165562913907285, 0.126893939393939)",0.00999999999999801,FALSE
"91","watch your mailbox! : )",NA,NA,NA,"watch","your","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"92","Don't care what others think of you, and you will save yourself a lot of mental energy that instead can be used to push you towards success.","of","you","and","you","will","c(2108, 2110, 2115)","c(1, 1, 1)","c(1009, 1009, 1009)","c(396, 478, 896)","c(2053, 2055, 2060)","c(149, 275, 311)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.149621212121213, 0.197348484848484, 0.210984848484847)",0.0200000000000031,FALSE
"93","This Ron Artest interview... is it possible to die from laughter?","this","ron","artest","interview","is","NA","NA","NA","NA","NA","NA","NA",NA,0.00999999999999801,FALSE
"94","I love you, and I'm so proud of you. From sitting on those stairs on The X Factor, to now. You boys are my inspiration.♥ :) xx","love","you","and","i'm","so","c(3168, 2508, 2543)","c(1, 1, 1)","c(2607, 2232, 2232)","c(651, 1116, 957)","c(3153, 2503, 2537)","c(872, 200, 290)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.423484848484841, 0.168939393939394, 0.203030303030302)",0.0399999999999991,FALSE
"95","Maybe some other time I can't slow down, right across that state line right about now",NA,"maybe","some","other","time","c(3672, 3670, 3674)","c(1, 1, 1)","c(2845, 2845, 2845)","c(364, 52, 752)","c(3636, 3634, 3638)","c(158, 682, 818)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.153030303030303, 0.351515151515146, 0.403030303030296)",0.0300000000000011,FALSE
"96","i Love Reading your magazine (: it always cheers me up","love","reading","your","magazine","","c(1080, 2119, 2121)","c(1, 1, 1)","c(542, 1010, 1010)","c(802, 233, 390)","c(1056, 2064, 2066)","c(911, 1065, 309)","c(0.000378787878787879, 0.000378787878787879, 0.00058343057176196)","c(0.438257575757568, 0.496590909090899, 0.233372228704786)",0.00999999999999801,FALSE
"97","Great talking to you guys tonight! Looking forward to your piece next week Jon.",NA,NA,NA,"great","talking","744","1","372","692","732","86","0.00165562913907285","0.165562913907285",0,FALSE
"98","maybe? just seems they thought up that idea over sunday brunch and thought it was swell.","sunday","brunch","and","thought","it","c(169, 204, 166)","c(1, 1, 1)","c(42, 42, 42)","c(491, 918, 434)","c(165, 199, 162)","c(200, 290, 323)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.168939393939394, 0.203030303030302, 0.215530303030301)",0.0300000000000011,FALSE
"99","Thanks for the #FF! Awfully good company to be in.","ff","awfully","good","company","to","c(734, 735, 733)","c(1, 1, 1)","c(364, 364, 364)","c(435, 725, 128)","c(722, 723, 721)","c(1051, 125, 138)","c(0.000378787878787879, 0.00165562913907285, 0.00165562913907285)","c(0.491287878787869, 0.230132450331126, 0.251655629139073)",0.019999999999996,FALSE
"100","nice I watched the whole series, LOVED Julia and her mom Erica was such a badass",NA,NA,"nice","i","watched","c(847, 851, 835)","c(1, 1, 1)","c(416, 416, 416)","c(757, 975, 243)","c(832, 836, 821)","c(406, 433, 711)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.246969696969694, 0.257196969696967, 0.362499999999994)",0,FALSE
"101","GOP line on Obama gay marriage stance seems to be that he flip-flopped. Really want to use that with Romney as your presidential candidate?","stance","seems","to","be","that","c(2650, 2653, 2655)","c(1, 1, 1)","c(2284, 2284, 2284)","c(454, 729, 935)","c(2643, 2646, 2648)","c(238, 309, 492)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.183333333333333, 0.210227272727271, 0.279545454545451)",0.0300000000000011,FALSE
"102","I know, I know. Then you kick yourself when the fight goes lopsided. But if the upset DOES happen, wow. Nothing like it.",NA,NA,NA,"i","know","c(847, 851, 835)","c(1, 1, 1)","c(416, 416, 416)","c(757, 975, 243)","c(832, 836, 821)","c(406, 433, 711)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.246969696969694, 0.257196969696967, 0.362499999999994)",0.0200000000000031,FALSE
"103","William Davis attorney says client will plead insanity. He faces first-degree murder charge in woman's death","plead","insanity","he","faces","firstdegree","c(615, 780, 779)","c(1, 1, 1)","c(305, 385, 385)","c(137, 661, 609)","c(608, 767, 766)","c(1005, 295, 1010)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.473863636363627, 0.204924242424241, 0.475757575757566)",0.00999999999999801,FALSE
"104","love chris brown",NA,NA,NA,"love","chris","1075","1","537","77","1051","61","0.00165562913907285","0.124172185430463",0.0200000000000031,FALSE
"105","its sounds good",NA,NA,NA,"its","sounds","c(973, 972, 974)","c(1, 1, 1)","c(463, 463, 463)","c(632, 487, 984)","c(950, 949, 951)","c(929, 90, 133)","c(0.000378787878787879, 0.00058343057176196, 0.00165562913907285)","c(0.445075757575749, 0.105600933488915, 0.243377483443709)",0,FALSE
"106",". many things can happen. Only YOU can control your reaction to it. Practice this good","you","can","control","your","reaction","c(2119, 2121, 2122)","c(1, 1, 3)","c(1010, 1010, 1010)","c(233, 390, 672)","c(2064, 2066, 2067)","c(1065, 309, 22)","c(0.000378787878787879, 0.00058343057176196, 0.00113636363636364)","c(0.496590909090899, 0.233372228704786, 0.0446969696969697)",0.00999999999999801,FALSE
"107","""You will allow me to continue to do what I love."" Big Show's wife?","me","to","continue","to","do","c(1865, 1833, 1876)","c(1, 1, 1)","c(898, 898, 898)","c(848, 257, 945)","c(1816, 1785, 1825)","c(188, 265, 287)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.164393939393939, 0.193560606060605, 0.201893939393938)",0.0200000000000031,FALSE
"108","lets do this",NA,NA,"lets","do","this","c(546, 544, 545)","c(1, 1, 1)","c(250, 250, 250)","c(826, 451, 636)","c(539, 537, 538)","c(316, 759, 1052)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.212878787878786, 0.380681818181812, 0.491666666666657)",0.00999999999999801,FALSE
"109","Sleeping? Not likely. RT : Sleeping to",NA,NA,NA,"sleeping","not","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"110","Time for lunch!",NA,NA,"time","for","lunch","c(3018, 2996, 3003)","c(1, 1, 1)","c(2523, 2523, 2523)","c(1088, 71, 387)","c(3007, 2988, 2995)","c(270, 283, 444)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.195454545454545, 0.200378787878787, 0.261363636363633)",0.019999999999996,FALSE
"111","This humidity is not sitting well with me at all !! #NeedACInSchool D:","sitting","well","with","me","at","c(2072, 2068, 2064)","c(1, 1, 1)","c(989, 989, 989)","c(1031, 698, 561)","c(2017, 2014, 2010)","c(259, 321, 343)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.191287878787878, 0.214772727272726, 0.223106060606059)",0.0300000000000011,FALSE
"112","Do u know whats creepily??? I Hate Cheesecake. Its Cake with Cheese in front of it!","know","whats","creepily","i","hate","c(847, 851, 835)","c(1, 1, 1)","c(416, 416, 416)","c(757, 975, 243)","c(832, 836, 821)","c(406, 433, 711)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.246969696969694, 0.257196969696967, 0.362499999999994)",0.0200000000000031,FALSE
"113","Who's going to the OVW show tomorrow? your team dominoski will be in the house! First brew after the show is on me!",NA,NA,"who's","going","to","c(727, 729, 728)","c(1, 2, 2)","c(361, 361, 361)","c(65, 918, 653)","c(716, 718, 717)","c(67, 99, 115)","c(0.00058343057176196, 0.000757575757575758, 0.000757575757575758)","c(0.0921820303383897, 0.112121212121212, 0.124242424242425)",0.00999999999999801,FALSE
"114","at six flags.",NA,NA,NA,"at","six","c(268, 281, 271)","c(1, 1, 1)","c(72, 72, 72)","c(59, 999, 380)","c(263, 275, 266)","c(502, 1026, 128)","c(0.000378787878787879, 0.000378787878787879, 0.00058343057176196)","c(0.28333333333333, 0.481818181818172, 0.12777129521587)",0,FALSE
"115","« im not mad.. it just sucks that i cant show you off.» THIS!.","not","mad","it","just","sucks","c(985, 955, 964)","c(1, 1, 1)","c(472, 462, 462)","c(106, 422, 858)","c(962, 935, 943)","c(654, 196, 435)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.340909090909086, 0.167424242424242, 0.257954545454543)",0.0200000000000031,FALSE
"116","I'm at little league majors try outs in",NA,NA,NA,"i'm","at","c(829, 827, 828)","c(1, 1, 1)","c(417, 417, 417)","c(636, 2, 213)","c(815, 813, 814)","c(872, 395, 45)","c(0.000378787878787879, 0.00058343057176196, 0.00165562913907285)","c(0.423484848484841, 0.283547257876315, 0.0976821192052979)",0.00999999999999801,FALSE
"117","lo mejor! it was cool experiencing work through the eyes of an excited teen","mejor","it","was","cool","experiencing","c(4304, 4303, 4308)","c(1, 1, 1)","c(3146, 3146, 3146)","c(449, 78, 935)","c(4251, 4250, 4255)","c(474, 531, 534)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.272727272727269, 0.294318181818178, 0.295454545454542)",0.0399999999999991,FALSE
"118","Me: the only b word u should call a girl is beautful! Colin: or a butterfly!","b","word","u","should","call","c(1503, 1504, 1924)","c(1, 1, 1)","c(788, 788, 933)","c(100, 981, 303)","c(1467, 1468, 1873)","c(491, 807, 53)","c(0.000378787878787879, 0.000378787878787879, 0.00165562913907285)","c(0.279166666666663, 0.398863636363629, 0.110927152317881)",0.0300000000000011,FALSE
"119","I just think that the zooming is overused. It needs to be done tastefully. And it's not the point.","i","just","think","that","the","c(1617, 1616, 1641)","c(1, 1, 1)","c(875, 875, 875)","c(153, 43, 1024)","c(1579, 1578, 1602)","c(237, 305, 312)","c(0.000378787878787879, 0.000378787878787879, 0.000378787878787879)","c(0.182954545454545, 0.20871212121212, 0.211363636363635)",0,FALSE
