"","origLine","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","timeToPredict","Correct"
"64","She's often called ""spry"" because it seems synonymous with any senior citizen who refuses to fade into nonexistence. But a better word might be undaunted.","nonexistence","but","a","better","word","c(638, 3, 46)","c(1, 1, 1)","c(175, 2, 2)","c(1676, 163, 715)","c(612, 3, 42)","c(1036, 322, 347)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.477050957715955, 0.219009757860499, 0.228044813877846)",0.0500000000000043,FALSE
"65","""We always know teams are gonna come out more fired up in the second game, and we accept the challenge,"" Dick said.","up","in","the","second","game","c(3915, 3819, 3754)","c(1, 1, 1)","c(1653, 1653, 1653)","c(1931, 1150, 626)","c(3760, 3669, 3611)","c(167, 171, 190)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.162992410552945, 0.164438019515721, 0.171304662088905)",0.0399999999999991,FALSE
"66","""They're supposed to be all checked out,"" said the father of the teenage girl involved in the incident. ""Something is not right.""",NA,NA,"they're","supposed","to","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"67","4 cups chicken or fish stock","cups","chicken","or","fish","stock","c(1298, 2850, 2858)","c(1, 1, 1)","c(590, 1146, 1146)","c(1691, 93, 848)","c(1256, 2728, 2736)","c(2473, 404, 469)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.996385977593118, 0.248644741597398, 0.272135887242503)",0.0300000000000011,FALSE
"68","NEW YORK — Kirk Nieuwenhuis joked that his keepsake, the game ball he was given to commemorate his first major-league hit, will always be a bit dusty.","always","be","a","bit","dusty","c(5554, 5553, 5555)","c(1, 1, 1)","c(4531, 4531, 4531)","c(1063, 873, 1095)","c(5513, 5512, 5514)","c(797, 917, 2240)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.390675822190108, 0.434044091073379, 0.912179255511435)",0.109999999999999,FALSE
"69","Scarlett Johansson filmed scenes at an old warehouse on Ashland Road near Longfellow Avenue, off Cedar Road near the Norfolk Southern railroad tracks. The warehouse was the site of top-secret filming and doubled as a Russian facility.",NA,NA,"scarlett","johansson","filmed","NA","NA","NA","NA","NA","NA","NA",NA,0.019999999999996,FALSE
"70","NEWARK — A Newark woman accused of animal cruelty in a pit bull abuse case tied the dog to a railing and left New Jersey for more than a week, according to the Essex County Prosecutor’s Office.","in","a","pit","bull","abuse","NA","NA","NA","NA","NA","NA","NA",NA,0.0200000000000031,FALSE
"71","Scholar wrote of Coleridge's plagiarism",NA,NA,"scholar","wrote","of","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"72","The picks are doled out on the basis of a team's net loss in free agency the previous year: unrestricted free agents lost vs. unrestricted free agents signed. Salary, playing time and postseason honors also factor in. In 2011, the Browns lost Abe Elam, Matt Roth, Chansi Stuckey, Jason Trusnik, Lawrence Vickers, Floyd Womack and Eric Wright. They signed Brandon Jackson, Dimitri Patterson and Usama Young.","agents","signed","salary","playing","time","c(3010, 3011, 3009)","c(1, 1, 1)","c(1225, 1225, 1225)","c(1522, 1730, 1498)","c(2885, 2886, 2884)","c(201, 277, 1376)","c(0.000361402240693892, 0.000361402240693892, 0.000574712643678161)","c(0.175280086736538, 0.202746657029274, 0.846551724137915)",0.00999999999999801,FALSE
"73","ø""It's your job to try to find another position to make them happy. Sometimes it's not doable, like if you've got six horses outside you. And you have to go to another plan.""","happy","sometimes","it's","not","doable","c(2655, 2639, 2641)","c(1, 1, 1)","c(1107, 1107, 1107)","c(1682, 421, 597)","c(2547, 2533, 2535)","c(340, 509, 823)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.225514998192989, 0.286591976870259, 0.40007228044815)",0.0300000000000011,FALSE
"74","Thus, San Antonio and Oklahoma City posted the top two records in the West. San Antonio coach Gregg Popovich, not the Coach of the Year for nothing, defiantly rested his stars in a rebuke to the 66-game sprint. It worked; the Spurs won 50 games. Oklahoma City's best players aren't old enough to know tired.","two","records","in","the","west","c(8817, 8721, 8656)","c(1, 1, 1)","c(6003, 6003, 6003)","c(1848, 1102, 599)","c(8647, 8556, 8498)","c(167, 171, 190)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.162992410552945, 0.164438019515721, 0.171304662088905)",0.140000000000001,FALSE
"75","""They said there was minimal contact,"" Brown said, ""so it was a correct no-call.""","said","there","was","minimal","contact","c(4416, 4395, 4401)","c(1, 1, 1)","c(1809, 1809, 1809)","c(1820, 270, 792)","c(4235, 4214, 4220)","c(254, 476, 532)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.194434405493314, 0.27466570292736, 0.294904228406219)",0.00999999999999801,FALSE
"76","""She's happy for me, but she's still on me with the grades,"" Williams said. ""She's glad I'm getting a scholarship so she doesn't have to pay for anything. I have a 3.0 GPA, and for the NCAA (Clearing House) the only thing left to do is send my SAT scores. The academic advisor (at USF) said I am on track for admission.""","ncaa","clearing","house","the","only","c(3915, 3819, 3754)","c(1, 1, 1)","c(1653, 1653, 1653)","c(1931, 1150, 626)","c(3760, 3669, 3611)","c(167, 171, 190)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.162992410552945, 0.164438019515721, 0.171304662088905)",0.100000000000001,FALSE
"77","Words from a complete stranger! Made my birthday even better :)",NA,"words","from","a","complete","c(4905, 4948, 4922)","c(1, 1, 1)","c(4352, 4352, 4352)","c(152, 687, 336)","c(4890, 4929, 4905)","c(322, 347, 396)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.219009757860499, 0.228044813877846, 0.245753523671847)",0.0399999999999991,FALSE
"78","First Cubs game ever! Wrigley field is gorgeous. This is perfect. Go Cubs Go!","ever","wrigley","field","is","gorgeous","c(1987, 2004, 2011)","c(1, 1, 1)","c(829, 829, 829)","c(772, 1245, 1682)","c(1903, 1919, 1926)","c(237, 276, 681)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.188290567401518, 0.20238525478858, 0.348753162269614)",0.0399999999999991,FALSE
"79","I always wonder how the guys on the auctions shows learned to talk so fast!? all I hear is djsosnekspqnslanskam.",NA,NA,"i","always","wonder","c(225, 227, 1814)","c(1, 1, 1)","c(55, 55, 769)","c(182, 1927, 1905)","c(216, 218, 1742)","c(1035, 1739, 192)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.476689555475261, 0.731116732923781, 0.172027466570293)",0.0300000000000011,FALSE
"80","Dammnnnnn what a catch",NA,NA,"dammnnnnn","what","a","c(4509, 4508, 4505)","c(1, 1, 1)","c(1836, 1836, 1836)","c(1915, 1846, 784)","c(4323, 4322, 4319)","c(1073, 1614, 1030)","c(0.000361402240693892, 0.000361402240693892, 0.000574712643678161)","c(0.49042284062163, 0.685941452837041, 0.647701149425277)",0.00999999999999801,FALSE
"81","such a great picture! The green shirt totally brings out your eyes!",NA,NA,NA,"such","a","3534:3535","c(1, 1)","c(1592, 1592)","c(2, 2)","c(3401, 3401)","c(648, 367)","c(0.000361402240693892, 0.00151515151515152)","c(0.336826888326714, 0.586363636363636)",0,FALSE
"82","I'm doing it!👦",NA,NA,NA,"i'm","doing","c(1750, 1753, 1752)","c(1, 1, 1)","c(771, 771, 771)","c(2, 1156, 372)","c(1684, 1687, 1686)","c(542, 854, 92)","c(0.000574712643678161, 0.000574712643678161, 0.00151515151515152)","c(0.367241379310343, 0.546551724137924, 0.16969696969697)",0.0200000000000031,FALSE
"83","RT : According to the National Retail Federation $16.3 BILLION was spent on #MothersDay last year!!","national","retail","federation","","billion","NA","NA","NA","NA","NA","NA","NA",NA,0.00999999999999801,FALSE
"84","“: ""The tragedy of life is not that it ends so soon, but that we wait so long to begin it."" - W.M. Lewis”","so","soon","but","that","we","c(8540, 8574, 8530)","c(1, 1, 1)","c(6000, 6000, 6000)","c(624, 1622, 239)","c(8389, 8420, 8379)","c(214, 234, 401)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.179978315865558, 0.187206360679436, 0.247560534875316)",0.100000000000001,FALSE
"85","Tommorows the day...",NA,NA,"tommorows","the","day","c(3915, 3819, 3754)","c(1, 1, 1)","c(1653, 1653, 1653)","c(1931, 1150, 626)","c(3760, 3669, 3611)","c(167, 171, 190)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.162992410552945, 0.164438019515721, 0.171304662088905)",0.00999999999999801,FALSE
"86","I love you, and I'm so proud of you. From sitting on those stairs on The X Factor, to now. You boys are my inspiration.♥ :) xx","the","x","factor","to","now","c(4158, 4087, 4126)","c(1, 1, 1)","c(1689, 1689, 1689)","c(1485, 336, 938)","c(3987, 3922, 3958)","c(293, 314, 315)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.208529092880376, 0.216118539934948, 0.216479942175641)",0.0200000000000031,FALSE
"87","Exhaust leak! arrrgh",NA,NA,"exhaust","leak","arrrgh","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"88","Tables are all sold out for the Mystique Masquerade Ball.","for","the","mystique","masquerade","ball","NA","NA","NA","NA","NA","NA","NA",NA,0.00999999999999801,FALSE
"89","maybe? just seems they thought up that idea over sunday brunch and thought it was swell.","they","thought","up","that","idea","c(3638, 3672, 3628)","c(1, 1, 1)","c(1650, 1650, 1650)","c(652, 1696, 252)","c(3502, 3533, 3492)","c(214, 234, 401)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.179978315865558, 0.187206360679436, 0.247560534875316)",0.0499999999999972,FALSE
"90","""The longer we live the more we find we are like other persons."" ~ Oliver Wendell Holmes","persons","","oliver","wendell","holmes","NA","NA","NA","NA","NA","NA","NA",NA,0.0200000000000031,FALSE
"91","GOP line on Obama gay marriage stance seems to be that he flip-flopped. Really want to use that with Romney as your presidential candidate?","use","that","with","romney","as","c(9512, 9530, 9521)","c(1, 1, 1)","c(6210, 6210, 6210)","c(225, 1610, 722)","c(9301, 9317, 9310)","c(506, 1473, 1849)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.285507770148178, 0.634983736899198, 0.770870979400112)",0.0300000000000011,FALSE
"92","William Davis attorney says client will plead insanity. He faces first-degree murder charge in woman's death","client","will","plead","insanity","he","NA","NA","NA","NA","NA","NA","NA",NA,0.00999999999999801,FALSE
"93","#OccupyMadison GA: ""I always considered myself a liberal until I saw the liberal machine in action. It was ugly.""",NA,NA,"occupymadison","ga","i","NA","NA","NA","NA","NA","NA","NA",NA,0.019999999999996,FALSE
"94","love chris brown",NA,NA,NA,"love","chris","c(2320, 2316, 2318)","c(1, 1, 1)","c(960, 960, 960)","c(1936, 618, 1605)","c(2221, 2217, 2219)","c(181, 2026, 2068)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.16805204192266, 0.834839176002936, 0.85001807011208)",0,FALSE
"95","Wit them sexy ass lips","wit","them","sexy","ass","lips","469","1","103","417","450","446","0.00151515151515152","0.706060606060602",0.0300000000000011,FALSE
"96","its sounds good",NA,NA,"its","sounds","good","c(2099, 2085, 2090)","c(1, 1, 1)","c(837, 837, 837)","c(1644, 2, 494)","c(2007, 1995, 1999)","c(891, 1026, 1174)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.424647632815337, 0.473436935309016, 0.526924466931716)",0,FALSE
"97","Working on music for Holiday show on the 23 in Santa Barbara!! OPEN BAR!! Me, Tim from Palin White T's and JR Richards from Dishwalla!!","open","bar","me","tim","from","c(2399, 2403, 2406)","c(1, 1, 1)","c(1002, 1002, 1002)","c(69, 784, 1714)","c(2300, 2304, 2306)","c(809, 1009, 1623)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.395012649078435, 0.467293097217219, 0.689194073003286)",0.0500000000000043,FALSE
"98","#FF : literary lights who brightened my week.",NA,"ff","","literary","lights","NA","NA","NA","NA","NA","NA","NA",NA,0.00999999999999801,FALSE
"99","Athletes/celebrities should have a tool to charge $.99 per RT request. $ to support foundations/charities, fans get involved.",NA,NA,NA,"athletescelebrities","should","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"100","""...yo chick she so thirst..."" aye!!! I really don't know what else they're saying tho except that lol","saying","tho","except","that","lol","c(3638, 3672, 3628)","c(1, 1, 1)","c(1650, 1650, 1650)","c(652, 1696, 252)","c(3502, 3533, 3492)","c(214, 234, 401)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.179978315865558, 0.187206360679436, 0.247560534875316)",0.0300000000000011,FALSE
"101",". many things can happen. Only YOU can control your reaction to it. Practice this good","happen","only","you","can","control","c(5689, 5686, 5691)","c(1, 1, 1)","c(4590, 4590, 4590)","c(1109, 449, 1853)","c(5643, 5640, 5645)","c(367, 1315, 2278)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.235272858691724, 0.577882182869559, 0.925912540657804)",0.109999999999999,FALSE
"102","""You will allow me to continue to do what I love."" Big Show's wife?","to","continue","to","do","what","c(1085, 1082, 1089)","c(1, 1, 1)","c(459, 459, 459)","c(1682, 811, 1936)","c(1049, 1047, 1052)","c(484, 1077, 1311)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.277556920852911, 0.491868449584406, 0.576436573906783)",0.0399999999999991,FALSE
"103","haha very cute! Have u heard from julie?? Who's that on her fb I'm tryin not to laugh","have","u","heard","from","julie","c(1387, 1399, 1394)","c(1, 1, 1)","c(624, 624, 624)","c(2, 1700, 1152)","c(1341, 1352, 1348)","c(1108, 2144, 2317)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.503071919045917, 0.877484640404818, 0.940007228044866)",0.0300000000000011,FALSE
"104","and somedays youre the windshield wiper","somedays","youre","the","windshield","wiper","c(3915, 3819, 3754)","c(1, 1, 1)","c(1653, 1653, 1653)","c(1931, 1150, 626)","c(3760, 3669, 3611)","c(167, 171, 190)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.162992410552945, 0.164438019515721, 0.171304662088905)",0.0300000000000011,FALSE
"105","Sarah trying to explain to my teacher YOLO, lmfao .... >>","explain","to","my","teacher","yolo","c(2540, 2536, 2535)","c(1, 1, 1)","c(1067, 1067, 1067)","c(611, 544, 215)","c(2437, 2433, 2432)","c(302, 748, 791)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.211781713046621, 0.372967112396106, 0.388507408745945)",0.0300000000000011,FALSE
"106","Time for lunch!",NA,NA,"time","for","lunch","c(1336, 1323, 1344)","c(1, 1, 1)","c(604, 604, 604)","c(1072, 174, 1532)","c(1292, 1279, 1300)","c(419, 598, 603)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.254065775207807, 0.318756776292018, 0.320563787495488)",0.00999999999999801,FALSE
"107","Not being dependent on anyone for your happiness >>>","dependent","on","anyone","for","your","c(1336, 1323, 1344)","c(1, 1, 1)","c(604, 604, 604)","c(1072, 174, 1532)","c(1292, 1279, 1300)","c(419, 598, 603)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.254065775207807, 0.318756776292018, 0.320563787495488)",0.0399999999999991,FALSE
"108","Hey hey hey , can i meet chaaaa ?!",NA,"hey","hey","hey","","1660","1","730","1097","1595","450","0.00151515151515152","0.712121212121208",0.00999999999999801,FALSE
"109","Who's going to the OVW show tomorrow? your team dominoski will be in the house! First brew after the show is on me!","dominoski","will","be","in","the","c(6786, 6798, 6819)","c(1, 1, 1)","c(5145, 5145, 5145)","c(724, 1043, 1615)","c(6692, 6702, 6721)","c(209, 301, 356)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.178171304662089, 0.211420310805927, 0.231297434044091)",0.0600000000000023,FALSE
"110","at six flags.",NA,NA,"at","six","flags","c(479, 487, 484)","c(1, 1, 1)","c(109, 109, 109)","c(92, 848, 760)","c(460, 467, 465)","c(559, 942, 971)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.304662088904955, 0.443079147090727, 0.45355981207085)",0.019999999999996,FALSE
"111","Thanks Tom.",NA,NA,NA,"thanks","tom","c(3623, 3622)","c(1, 3)","c(1649, 1649)","c(684, 618)","c(3487, 3486)","c(562, 1)","c(0.00151515151515152, 0.00454545454545455)","c(0.881818181818173, 0.00454545454545455)",0,FALSE
"112","They're not applauding because you don't have a button!","applauding","because","you","don't","have","c(1099, 4733, 4740)","c(1, 1, 1)","c(466, 1901, 1901)","c(668, 1080, 1888)","c(1062, 4533, 4540)","c(1715, 182, 819)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.722443079147127, 0.168413444163354, 0.398626671485375)",0.0300000000000011,FALSE
"113","Doing some #cufon testing and implementation in #wordpress. What the FOUC d'y'all think of cufon?","what","the","fouc","d'y'all","think","NA","NA","NA","NA","NA","NA","NA",NA,0.0200000000000031,FALSE
"114","lo mejor! it was cool experiencing work through the eyes of an excited teen","experiencing","work","through","the","eyes","c(8817, 8721, 8656)","c(1, 1, 1)","c(6003, 6003, 6003)","c(1848, 1102, 599)","c(8647, 8556, 8498)","c(167, 171, 190)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.162992410552945, 0.164438019515721, 0.171304662088905)",0.109999999999999,FALSE
"115","Me: the only b word u should call a girl is beautful! Colin: or a butterfly!","is","beautful","colin","or","a","c(2850, 2858, 2866)","c(1, 1, 1)","c(1146, 1146, 1146)","c(93, 848, 1682)","c(2728, 2736, 2744)","c(404, 469, 487)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.248644741597398, 0.272135887242503, 0.278641127574993)",0,FALSE
"116","I just think that the zooming is overused. It needs to be done tastefully. And it's not the point.","the","zooming","is","overused","it","c(1987, 2004, 2011)","c(1, 1, 1)","c(829, 829, 829)","c(772, 1245, 1682)","c(1903, 1919, 1926)","c(237, 276, 681)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.188290567401518, 0.20238525478858, 0.348753162269614)",0.0300000000000011,FALSE
