"","origLine","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","timeToPredict","Correct"
"64","Three people were killed and more than 50 injured amid a horrific scene strewn with smoking debris.","people","were","killed","and","more","c(299, 274, 349)","c(1, 1, 1)","c(71, 71, 71)","c(644, 380, 1267)","c(290, 265, 336)","c(214, 233, 243)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.170274170274171, 0.177128427128428, 0.180735930735932)",0.0600000000000023,FALSE
"65","Bynum won the tip. The ball was brought downcourt and Bynum slammed it home. In fact Bynum had six of the Lakers first 12 points. Pau Gasol was also effective with four of the points, meaning that 10 of the Lakers' first 12 points were by the big men.","slammed","it","home","in","fact","c(6190, 6194, 6188)","c(1, 1, 1)","c(4789, 4789, 4789)","c(1000, 1065, 952)","c(6131, 6135, 6129)","c(173, 223, 229)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.155483405483406, 0.173520923520924, 0.175685425685426)",0.0499999999999972,FALSE
"66","WOW! Children's Museum",NA,NA,"wow","children's","museum","4235","1","1772","1065","4099","344","0.00148367952522255","0.540059347181008",0,FALSE
"67","10. Youngstown",NA,NA,NA,"","youngstown","NA","NA","NA","NA","NA","NA","NA",NA,0.00999999999999801,FALSE
"68","""I kept pitching like it was a one-run game,"" he said. ""I never even looked at the scoreboard.""","never","even","looked","at","the","c(4950, 4963, 4957)","c(1, 1, 1)","c(4152, 4152, 4152)","c(2, 1064, 787)","c(4928, 4941, 4935)","c(1458, 1695, 2041)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.619047619047599, 0.70454545454543, 0.829365079365047)",0.0500000000000043,FALSE
"69","She's often called ""spry"" because it seems synonymous with any senior citizen who refuses to fade into nonexistence. But a better word might be undaunted.","refuses","to","fade","into","nonexistence","c(1773, 1771, 1772)","c(1, 1, 1)","c(768, 768, 768)","c(1600, 1583, 1592)","c(1719, 1717, 1718)","c(566, 936, 1407)","c(0.000557103064066852, 0.000557103064066852, 0.000557103064066852)","c(0.376601671309198, 0.582729805013939, 0.845125348189433)",0.00999999999999801,FALSE
"70","""We always know teams are gonna come out more fired up in the second game, and we accept the challenge,"" Dick said.","in","the","second","game","and","c(1331, 2974, 7852)","c(1, 1, 1)","c(610, 1343, 5001)","c(142, 1363, 142)","c(1296, 2885, 7708)","c(1308, 1009, 1302)","c(0.000557103064066852, 0.000557103064066852, 0.000587544065804935)","c(0.789972144846813, 0.62339832869082, 0.769095182138667)",0.0700000000000003,FALSE
"71","People close to the Edwardses, speaking privately, say they have been torn about whom to support. The former North Carolina senator is concerned that Obama may not be ready for the presidency and that his health care plan is inferior. But Edwards was highly critical of Clinton -- her policies, her ties to special interests and her character -- during his campaign, making it more difficult to support her now.","policies","her","ties","to","special","c(3769, 3734, 3726)","c(1, 1, 1)","c(1592, 1592, 1592)","c(1392, 882, 707)","c(3649, 3614, 3607)","c(165, 186, 205)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.152597402597403, 0.160173160173161, 0.167027417027418)",0.00999999999999801,FALSE
"72","4 cups chicken or fish stock",NA,NA,"","cups","chicken","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"73","DK: And therefore it should be privileged?",NA,NA,"dk","and","therefore","c(299, 274, 349)","c(1, 1, 1)","c(71, 71, 71)","c(644, 380, 1267)","c(290, 265, 336)","c(214, 233, 243)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.170274170274171, 0.177128427128428, 0.180735930735932)",0.0200000000000031,FALSE
"74","But board members also expressed concerns about reducing how much schools get per student, saying a time when the general fund budget is going to be cut is the wrong time to thin the soup on Title I funding, too.","cut","is","the","wrong","time","c(7965, 7853, 7913)","c(1, 1, 1)","c(5599, 5599, 5599)","c(1204, 347, 830)","c(7852, 7746, 7804)","c(176, 196, 241)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.156565656565657, 0.163780663780664, 0.180014430014431)",0.0799999999999983,FALSE
"75","Scarlett Johansson filmed scenes at an old warehouse on Ashland Road near Longfellow Avenue, off Cedar Road near the Norfolk Southern railroad tracks. The warehouse was the site of top-secret filming and doubled as a Russian facility.","ashland","road","near","longfellow","avenue","2310:2311","c(1, 1)","c(1012, 1012)","c(1583, 1583)","c(2240, 2240)","c(1794, 251)","c(0.000360750360750361, 0.000557103064066852)","c(0.740259740259713, 0.201114206128136)",0.00999999999999801,FALSE
"76","NEWARK — A Newark woman accused of animal cruelty in a pit bull abuse case tied the dog to a railing and left New Jersey for more than a week, according to the Essex County Prosecutor’s Office.","more","than","a","week","according","c(8503, 8502, 4503)","c(1, 1, 1)","c(5754, 5754, 4043)","c(1053, 837, 611)","c(8366, 8365, 4492)","c(726, 2150, 202)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.354978354978351, 0.868686868686834, 0.165945165945167)",0.0500000000000043,FALSE
"77","Set designer Bjorn G. Amelan has supplied transparent room-dividers and a sofa, wryly suggesting that Jones’ memories resemble mental furniture. Much of this brilliant work, set to an eclectic score by Ted Coffey, depends upon a tension between the immediacy of lived experience—dancing, or biting into a juicy, green apple—and our subsequent need to measure, re-arrange and transmit our impressions before they vanish forever.","depends","upon","a","tension","between","c(34, 15, 83)","c(1, 1, 1)","c(2, 2, 2)","c(622, 260, 1297)","c(30, 12, 74)","c(202, 221, 313)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.165945165945167, 0.172799422799424, 0.205988455988457)",0.00999999999999801,FALSE
"78","How are you? Btw thanks for the RT. You gonna be in DC anytime soon? Love to see you. Been way, way too long.","in","dc","anytime","soon","love","3130","1","1432","1088","3038","241","0.000557103064066852","0.195543175487467",0.0300000000000011,FALSE
"79","they've decided its more fun if I don't.","decided","its","more","fun","if","c(1323, 1322, 1321)","c(1, 1, 1)","c(602, 602, 602)","c(1387, 610, 103)","c(1288, 1287, 1286)","c(203, 1048, 457)","c(0.000360750360750361, 0.000360750360750361, 0.000557103064066852)","c(0.166305916305917, 0.47113997113996, 0.31587743732591)",0.0399999999999991,FALSE
"80","i no! i get another day off from skool due to the wonderful snow (: and THIS wakes me up...damn thing","and","this","wakes","me","updamn","c(2153, 2161, 2162)","c(1, 1, 1)","c(935, 935, 935)","c(67, 1614, 1616)","c(2086, 2094, 2095)","c(730, 1494, 1556)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.356421356421352, 0.632034632034611, 0.654401154401132)",0.00999999999999801,FALSE
"81","I'm coo... Jus at work hella tired r u ever in cali","tired","r","u","ever","in","c(1123, 3878, 3877)","c(1, 1, 1)","c(504, 1643, 1643)","c(1805, 967, 843)","c(1094, 3756, 3755)","c(59, 180, 526)","c(0.00148367952522255, 0.00148367952522255, 0.00148367952522255)","c(0.117210682492581, 0.29673590504451, 0.810089020771511)",0.0300000000000011,FALSE
"82","The new sundrop commercial ...hehe love at first sight","new","sundrop","commercial","hehe","love","NA","NA","NA","NA","NA","NA","NA",NA,0.0200000000000031,FALSE
"83","we need to reconnect THIS WEEK","need","to","reconnect","this","week","c(3630, 3615, 3622)","c(1, 1, 1)","c(1575, 1575, 1575)","c(1659, 768, 1039)","c(3521, 3507, 3514)","c(267, 418, 599)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.18939393939394, 0.243867243867246, 0.309163059163058)",0.00999999999999801,FALSE
"84","Desk put together, room all set up. Oh boy, oh boy","together","room","all","set","up","c(3005, 195, 196)","c(1, 1, 1)","c(1364, 49, 49)","c(1616, 1592, 1822)","c(2915, 186, 187)","c(204, 179, 285)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.166666666666667, 0.157647907647908, 0.195887445887447)",0.0399999999999991,FALSE
"85","Beauty Brainstorming in the Alchemy office with and Sally Walker!","beauty","brainstorming","in","the","alchemy","c(7965, 7853, 7913)","c(1, 1, 1)","c(5599, 5599, 5599)","c(1204, 347, 830)","c(7852, 7746, 7804)","c(176, 196, 241)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.156565656565657, 0.163780663780664, 0.180014430014431)",0.0900000000000034,FALSE
"86","RT : According to the National Retail Federation $16.3 BILLION was spent on #MothersDay last year!!",NA,"rt","","according","to","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"87","“: ""The tragedy of life is not that it ends so soon, but that we wait so long to begin it."" - W.M. Lewis”","","the","tragedy","of","life","c(2492, 2432, 2450)","c(1, 1, 1)","c(1059, 1059, 1059)","c(1658, 49, 605)","c(2415, 2359, 2377)","c(300, 332, 341)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.201298701298703, 0.212842712842714, 0.216089466089468)",0.029999999999994,FALSE
"88","watch your mailbox! : )",NA,"watch","your","mailbox","","c(4314, 4310, 4313)","c(1, 1, 1)","c(1795, 1795, 1795)","c(665, 417, 542)","c(4177, 4173, 4176)","c(211, 275, 1188)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.16919191919192, 0.192279942279943, 0.521645021645008)",0.0200000000000031,FALSE
"89","Don't care what others think of you, and you will save yourself a lot of mental energy that instead can be used to push you towards success.","others","think","of","you","and","c(8761, 8766, 8763)","c(1, 1, 1)","c(5834, 5834, 5834)","c(994, 1081, 1014)","c(8618, 8623, 8620)","c(160, 207, 286)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.150793650793651, 0.167748917748918, 0.196248196248197)",0.0700000000000003,FALSE
"90","This Ron Artest interview... is it possible to die from laughter?",NA,NA,"this","ron","artest","c(3630, 3615, 3622)","c(1, 1, 1)","c(1575, 1575, 1575)","c(1659, 768, 1039)","c(3521, 3507, 3514)","c(267, 418, 599)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.18939393939394, 0.243867243867246, 0.309163059163058)",0,FALSE
"91","Exhaust leak! arrrgh",NA,NA,NA,"exhaust","leak","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"92","Tables are all sold out for the Mystique Masquerade Ball.","sold","out","for","the","mystique","c(7965, 7853, 7913)","c(1, 1, 1)","c(5599, 5599, 5599)","c(1204, 347, 830)","c(7852, 7746, 7804)","c(176, 196, 241)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.156565656565657, 0.163780663780664, 0.180014430014431)",0.130000000000003,FALSE
"93","Small market baseball. You, know...for the 99%.",NA,NA,NA,"small","market","3082","1","1413","639","2991","620","0.000360750360750361","0.316738816738815",0,FALSE
"94","Sing it!",NA,NA,NA,"sing","it","NA","NA","NA","NA","NA","NA","NA",NA,0.00999999999999801,FALSE
"95","it comes on tonight!! not tomorrow!!","comes","on","tonight","not","tomorrow","c(2401, 2407, 2391)","c(1, 1, 1)","c(1045, 1045, 1045)","c(1092, 1520, 577)","c(2329, 2335, 2319)","c(209, 455, 743)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.168470418470419, 0.257215007215009, 0.361111111111107)",0.019999999999996,FALSE
"96","maybe? just seems they thought up that idea over sunday brunch and thought it was swell.","maybe","just","seems","they","thought","c(3594, 3590, 3593)","c(1, 1, 1)","c(1567, 1567, 1567)","c(1128, 54, 1036)","c(3486, 3482, 3485)","c(1109, 1113, 1136)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.493145743145731, 0.494588744588732, 0.50288600288599)",0.0500000000000043,FALSE
"97","GOP line on Obama gay marriage stance seems to be that he flip-flopped. Really want to use that with Romney as your presidential candidate?","use","that","with","romney","as","c(4168, 4179, 4165)","c(1, 1, 1)","c(1749, 1749, 1749)","c(665, 1064, 291)","c(4034, 4044, 4031)","c(192, 208, 236)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.162337662337663, 0.168109668109669, 0.178210678210679)",0.00999999999999801,FALSE
"98","William Davis attorney says client will plead insanity. He faces first-degree murder charge in woman's death","william","davis","attorney","says","client","c(2956, 2955)","c(1, 1)","c(1330, 1330)","c(1394, 1047)","c(2867, 2866)","c(816, 1104)","c(0.000557103064066852, 0.000557103064066852)","c(0.515877437325915, 0.676323119777172)",0.0200000000000031,FALSE
"99","Weird thought: we got to witness the change of a millenia, the next change is 40 generations away...imagine what the differences will be!!",NA,"weird","thought","we","got","c(4014, 4010, 4018)","c(1, 1, 1)","c(1705, 1705, 1705)","c(914, 640, 1523)","c(3885, 3881, 3889)","c(158, 189, 362)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.15007215007215, 0.161255411255412, 0.223665223665225)",0.00999999999999801,FALSE
"100","got a good one?",NA,"got","a","good","one","c(5868, 5863, 5867)","c(1, 1, 1)","c(4679, 4679, 4679)","c(739, 123, 738)","c(5824, 5819, 5823)","c(675, 1088, 1244)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.336580086580083, 0.485569985569974, 0.541847041847027)",0.0799999999999983,FALSE
"101","Wit them sexy ass lips",NA,NA,"wit","them","sexy","c(3569, 3567, 3568)","c(1, 1, 1)","c(1562, 1562, 1562)","c(1107, 690, 748)","c(3461, 3459, 3460)","c(235, 924, 975)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.177849927849929, 0.426406926406918, 0.444805194805185)",0.0200000000000031,FALSE
"102","its sounds good",NA,NA,"its","sounds","good","c(1887, 1883, 1884)","c(1, 1, 1)","c(779, 779, 779)","c(1543, 465, 823)","c(1824, 1820, 1821)","c(813, 1070, 1332)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.38636363636363, 0.479076479076467, 0.573593073593056)",0,FALSE
"103","I had a bomb ass day Chillin' with friends.",NA,NA,"i","had","a","c(5919, 5914, 5909)","c(1, 1, 1)","c(4702, 4702, 4702)","c(1575, 455, 50)","c(5875, 5870, 5865)","c(816, 1057, 1377)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.387445887445881, 0.474386724386713, 0.589826839826822)",0.0399999999999991,FALSE
"104","#FF : literary lights who brightened my week.",NA,"ff","","literary","lights","NA","NA","NA","NA","NA","NA","NA",NA,0.019999999999996,FALSE
"105","Athletes/celebrities should have a tool to charge $.99 per RT request. $ to support foundations/charities, fans get involved.","to","support","foundationscharities","fans","get","NA","NA","NA","NA","NA","NA","NA",NA,0.0200000000000031,FALSE
"106","""...yo chick she so thirst..."" aye!!! I really don't know what else they're saying tho except that lol","i","really","don't","know","what","c(1950, 1951, 1019)","c(1, 1, 1)","c(821, 821, 434)","c(520, 680, 647)","c(1887, 1888, 992)","c(1237, 1376, 1592)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.539321789321774, 0.589466089466071, 0.667388167388145)",0.00999999999999801,FALSE
"107","talks in third person.",NA,NA,NA,"talks","in","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"108",". many things can happen. Only YOU can control your reaction to it. Practice this good","to","it","practice","this","good","c(3630, 3615, 3622)","c(1, 1, 1)","c(1575, 1575, 1575)","c(1659, 768, 1039)","c(3521, 3507, 3514)","c(267, 418, 599)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.18939393939394, 0.243867243867246, 0.309163059163058)",0.0300000000000011,FALSE
"109","haha very cute! Have u heard from julie?? Who's that on her fb I'm tryin not to laugh","julie","who's","that","on","her","c(2538, 2528, 2547)","c(1, 1, 1)","c(1071, 1071, 1071)","c(1446, 614, 1640)","c(2459, 2449, 2466)","c(297, 446, 647)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.200216450216451, 0.253968253968256, 0.326479076479074)",0.0300000000000011,FALSE
"110","and somedays youre the windshield wiper",NA,"and","somedays","youre","the","NA","NA","NA","NA","NA","NA","NA",NA,0.019999999999996,FALSE
"111","#Inspiring RT : Great minds must be ready not only to take opportunities, but to make them. --Colton","minds","must","be","ready","not","c(2821, 569, 562)","c(1, 1, 1)","c(1235, 155, 155)","c(1616, 1202, 664)","c(2735, 550, 543)","c(185, 357, 677)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.15981240981241, 0.221861471861473, 0.337301587301584)",0.0200000000000031,FALSE
"112","Time for lunch!",NA,NA,"time","for","lunch","c(5744, 5710, 5717)","c(1, 1, 1)","c(4620, 4620, 4620)","c(1777, 98, 649)","c(5705, 5672, 5679)","c(317, 330, 490)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.207431457431459, 0.212121212121214, 0.269841269841271)",0.340000000000003,FALSE
"113","Still haven't seen #Super8? Every 88th check-in wins a free movie ticket. 45,347 check-ins so far!!","haven't","seen","super","every","th","c(1126, 1128, 1130)","c(1, 1, 1)","c(507, 507, 507)","c(387, 1419, 1657)","c(1097, 1099, 1101)","c(1238, 1760, 2201)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.539682539682525, 0.727994227994202, 0.887085137085101)",0.029999999999994,FALSE
"114","RT Congratulations to the for advancing in the #stanleycup Playoffs! They defeated the #Sens in a 4-3 series.","in","the","stanleycup","playoffs","they","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"115","Hey hey hey , can i meet chaaaa ?!",NA,"hey","hey","hey","","1538","1","694","1029","1494","419","0.00148367952522255","0.651335311572699",0.0200000000000031,FALSE
"116","Who's going to the OVW show tomorrow? your team dominoski will be in the house! First brew after the show is on me!",NA,NA,NA,"who's","going","4101","1","1735","873","3970","516","0.000557103064066852","0.348746518105855",0.00999999999999801,FALSE
"117","just waking up but #therave last night though>>>>>>",NA,"just","waking","up","but","c(3897, 3910, 3905)","c(1, 1, 1)","c(1659, 1659, 1659)","c(2, 1778, 1254)","c(3775, 3786, 3782)","c(201, 367, 1451)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.165584415584416, 0.225468975468977, 0.616522366522347)",0.0200000000000031,FALSE
