"","origLine","partialLine","nMin3Word","nMin2Word","nMin1Word","testWord","prediction","timeToPredict","Correct"
"201","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","neighbors","unc","a","colorful","resident",NA,NA,NA
"202","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","favorite","unc","a","colorful","resident",NA,NA,NA
"203","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","author","unc","a","colorful","resident",NA,NA,NA
"204","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","fireflies","unc","a","colorful","resident",NA,NA,NA
"205","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","is","unc","a","colorful","resident",NA,NA,NA
"206","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","the","unc","a","colorful","resident",NA,NA,NA
"207","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","story","unc","a","colorful","resident",NA,NA,NA
"208","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","of","unc","a","colorful","resident",NA,NA,NA
"209","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","chase","unc","a","colorful","resident",NA,NA,NA
"210","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","a","unc","a","colorful","resident",NA,NA,NA
"211","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","journalist","unc","a","colorful","resident",NA,NA,NA
"212","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","who","unc","a","colorful","resident",NA,NA,NA
"213","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","never","unc","a","colorful","resident",NA,NA,NA
"214","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","knew","unc","a","colorful","resident",NA,NA,NA
"215","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","his","unc","a","colorful","resident",NA,NA,NA
"216","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","parents","unc","a","colorful","resident",NA,NA,NA
"217","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","and","unc","a","colorful","resident",NA,NA,NA
"218","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","was","unc","a","colorful","resident",NA,NA,NA
"219","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","adopted","unc","a","colorful","resident",NA,NA,NA
"220","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","by","unc","a","colorful","resident",NA,NA,NA
"221","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","unc","unc","a","colorful","resident",NA,NA,NA
"222","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","a","unc","a","colorful","resident",NA,NA,NA
"223","A neighbor recommended “Chasing Fireflies” by Charles Martin. I’d never read anything by Martin before, although he was this neighbor’s favorite author. “Fireflies” is the story of Chase, a journalist who never knew his parents and was adopted by “Unc,” a colorful resident of a small Georgia town whose sayings and kind heart make him a memorable character. Chase is investigating the story of another orphan, this one a mute boy pushed out of a car on train tracks just before a train hit and killed his loser custodial “parent.”","colorful","unc","a","colorful","resident",NA,NA,NA
"224","Either Obama/Congress, etc. give in or, more likely, refuse. The group announces that the next device will be detonated in a populated area, with no warning. Again, “Obama,” et al., refuse to submit. This time the device is detonated in a mid-sized to major city. Tens of thousands die. (Think the atomic bombs that ended WWII.)","either","the","group","announces","that",NA,NA,NA
"225","Either Obama/Congress, etc. give in or, more likely, refuse. The group announces that the next device will be detonated in a populated area, with no warning. Again, “Obama,” et al., refuse to submit. This time the device is detonated in a mid-sized to major city. Tens of thousands die. (Think the atomic bombs that ended WWII.)","obamacongress","the","group","announces","that",NA,NA,NA
"226","Either Obama/Congress, etc. give in or, more likely, refuse. The group announces that the next device will be detonated in a populated area, with no warning. Again, “Obama,” et al., refuse to submit. This time the device is detonated in a mid-sized to major city. Tens of thousands die. (Think the atomic bombs that ended WWII.)","etc","the","group","announces","that",NA,NA,NA
"227","Either Obama/Congress, etc. give in or, more likely, refuse. The group announces that the next device will be detonated in a populated area, with no warning. Again, “Obama,” et al., refuse to submit. This time the device is detonated in a mid-sized to major city. Tens of thousands die. (Think the atomic bombs that ended WWII.)","give","the","group","announces","that",NA,NA,NA
"228","Either Obama/Congress, etc. give in or, more likely, refuse. The group announces that the next device will be detonated in a populated area, with no warning. Again, “Obama,” et al., refuse to submit. This time the device is detonated in a mid-sized to major city. Tens of thousands die. (Think the atomic bombs that ended WWII.)","in","the","group","announces","that",NA,NA,NA
"229","Either Obama/Congress, etc. give in or, more likely, refuse. The group announces that the next device will be detonated in a populated area, with no warning. Again, “Obama,” et al., refuse to submit. This time the device is detonated in a mid-sized to major city. Tens of thousands die. (Think the atomic bombs that ended WWII.)","or","the","group","announces","that",NA,NA,NA
"230","Either Obama/Congress, etc. give in or, more likely, refuse. The group announces that the next device will be detonated in a populated area, with no warning. Again, “Obama,” et al., refuse to submit. This time the device is detonated in a mid-sized to major city. Tens of thousands die. (Think the atomic bombs that ended WWII.)","more","the","group","announces","that",NA,NA,NA
"231","Either Obama/Congress, etc. give in or, more likely, refuse. The group announces that the next device will be detonated in a populated area, with no warning. Again, “Obama,” et al., refuse to submit. This time the device is detonated in a mid-sized to major city. Tens of thousands die. (Think the atomic bombs that ended WWII.)","likely","the","group","announces","that",NA,NA,NA
"232","Either Obama/Congress, etc. give in or, more likely, refuse. The group announces that the next device will be detonated in a populated area, with no warning. Again, “Obama,” et al., refuse to submit. This time the device is detonated in a mid-sized to major city. Tens of thousands die. (Think the atomic bombs that ended WWII.)","refuse","the","group","announces","that",NA,NA,NA
"233","Either Obama/Congress, etc. give in or, more likely, refuse. The group announces that the next device will be detonated in a populated area, with no warning. Again, “Obama,” et al., refuse to submit. This time the device is detonated in a mid-sized to major city. Tens of thousands die. (Think the atomic bombs that ended WWII.)","the","the","group","announces","that",NA,NA,NA
"234","Either Obama/Congress, etc. give in or, more likely, refuse. The group announces that the next device will be detonated in a populated area, with no warning. Again, “Obama,” et al., refuse to submit. This time the device is detonated in a mid-sized to major city. Tens of thousands die. (Think the atomic bombs that ended WWII.)","group","the","group","announces","that",NA,NA,NA
"235","Either Obama/Congress, etc. give in or, more likely, refuse. The group announces that the next device will be detonated in a populated area, with no warning. Again, “Obama,” et al., refuse to submit. This time the device is detonated in a mid-sized to major city. Tens of thousands die. (Think the atomic bombs that ended WWII.)","announces","the","group","announces","that",NA,NA,NA
"236","April was a month for new beginnings. Firstly, I finally finished my exams, and if all is good, I’ll be graduating in May. It still feels weird to know that the business degree I’ve been working for four years is finally mine. So now I’m in the process of looking for a new job. Secondly, I finally began moving in with my boyfriend of four years, and that’s a bit nerve-wrecking. As for reading books, the last week of April gave me an opportunity to relax and enjoy a few stories. As you will see, I have not finished much, but I have successfully began several hefty novels. I am happy with the progress I’ve made so far and the quality of books I’ve picked to read. The Fellowship of the Ring is surprisingly easy to read, considering all my fears about Tolkien and his writing. I am loving A Clash of Kings even though this season took a few liberties concerning the plot. Master and Margarita is my first Russian novel in a long time, and I have to say it’s surprisingly refreshing. I had to postpone my Virginia Woolf experience for later, as I find that I am just not in the mood for it. I should be returning to it a bit later.","april","month","for","new","beginnings",NA,NA,NA
"237","April was a month for new beginnings. Firstly, I finally finished my exams, and if all is good, I’ll be graduating in May. It still feels weird to know that the business degree I’ve been working for four years is finally mine. So now I’m in the process of looking for a new job. Secondly, I finally began moving in with my boyfriend of four years, and that’s a bit nerve-wrecking. As for reading books, the last week of April gave me an opportunity to relax and enjoy a few stories. As you will see, I have not finished much, but I have successfully began several hefty novels. I am happy with the progress I’ve made so far and the quality of books I’ve picked to read. The Fellowship of the Ring is surprisingly easy to read, considering all my fears about Tolkien and his writing. I am loving A Clash of Kings even though this season took a few liberties concerning the plot. Master and Margarita is my first Russian novel in a long time, and I have to say it’s surprisingly refreshing. I had to postpone my Virginia Woolf experience for later, as I find that I am just not in the mood for it. I should be returning to it a bit later.","was","month","for","new","beginnings",NA,NA,NA
"238","April was a month for new beginnings. Firstly, I finally finished my exams, and if all is good, I’ll be graduating in May. It still feels weird to know that the business degree I’ve been working for four years is finally mine. So now I’m in the process of looking for a new job. Secondly, I finally began moving in with my boyfriend of four years, and that’s a bit nerve-wrecking. As for reading books, the last week of April gave me an opportunity to relax and enjoy a few stories. As you will see, I have not finished much, but I have successfully began several hefty novels. I am happy with the progress I’ve made so far and the quality of books I’ve picked to read. The Fellowship of the Ring is surprisingly easy to read, considering all my fears about Tolkien and his writing. I am loving A Clash of Kings even though this season took a few liberties concerning the plot. Master and Margarita is my first Russian novel in a long time, and I have to say it’s surprisingly refreshing. I had to postpone my Virginia Woolf experience for later, as I find that I am just not in the mood for it. I should be returning to it a bit later.","a","month","for","new","beginnings",NA,NA,NA
"239","April was a month for new beginnings. Firstly, I finally finished my exams, and if all is good, I’ll be graduating in May. It still feels weird to know that the business degree I’ve been working for four years is finally mine. So now I’m in the process of looking for a new job. Secondly, I finally began moving in with my boyfriend of four years, and that’s a bit nerve-wrecking. As for reading books, the last week of April gave me an opportunity to relax and enjoy a few stories. As you will see, I have not finished much, but I have successfully began several hefty novels. I am happy with the progress I’ve made so far and the quality of books I’ve picked to read. The Fellowship of the Ring is surprisingly easy to read, considering all my fears about Tolkien and his writing. I am loving A Clash of Kings even though this season took a few liberties concerning the plot. Master and Margarita is my first Russian novel in a long time, and I have to say it’s surprisingly refreshing. I had to postpone my Virginia Woolf experience for later, as I find that I am just not in the mood for it. I should be returning to it a bit later.","month","month","for","new","beginnings",NA,NA,NA
"240","April was a month for new beginnings. Firstly, I finally finished my exams, and if all is good, I’ll be graduating in May. It still feels weird to know that the business degree I’ve been working for four years is finally mine. So now I’m in the process of looking for a new job. Secondly, I finally began moving in with my boyfriend of four years, and that’s a bit nerve-wrecking. As for reading books, the last week of April gave me an opportunity to relax and enjoy a few stories. As you will see, I have not finished much, but I have successfully began several hefty novels. I am happy with the progress I’ve made so far and the quality of books I’ve picked to read. The Fellowship of the Ring is surprisingly easy to read, considering all my fears about Tolkien and his writing. I am loving A Clash of Kings even though this season took a few liberties concerning the plot. Master and Margarita is my first Russian novel in a long time, and I have to say it’s surprisingly refreshing. I had to postpone my Virginia Woolf experience for later, as I find that I am just not in the mood for it. I should be returning to it a bit later.","for","month","for","new","beginnings",NA,NA,NA
"241","April was a month for new beginnings. Firstly, I finally finished my exams, and if all is good, I’ll be graduating in May. It still feels weird to know that the business degree I’ve been working for four years is finally mine. So now I’m in the process of looking for a new job. Secondly, I finally began moving in with my boyfriend of four years, and that’s a bit nerve-wrecking. As for reading books, the last week of April gave me an opportunity to relax and enjoy a few stories. As you will see, I have not finished much, but I have successfully began several hefty novels. I am happy with the progress I’ve made so far and the quality of books I’ve picked to read. The Fellowship of the Ring is surprisingly easy to read, considering all my fears about Tolkien and his writing. I am loving A Clash of Kings even though this season took a few liberties concerning the plot. Master and Margarita is my first Russian novel in a long time, and I have to say it’s surprisingly refreshing. I had to postpone my Virginia Woolf experience for later, as I find that I am just not in the mood for it. I should be returning to it a bit later.","new","month","for","new","beginnings",NA,NA,NA
"242","for I did not come to condemn the world but to save the world.","for","the","world","but","to",NA,NA,NA
"243","for I did not come to condemn the world but to save the world.","i","the","world","but","to",NA,NA,NA
"244","for I did not come to condemn the world but to save the world.","did","the","world","but","to",NA,NA,NA
"245","for I did not come to condemn the world but to save the world.","not","the","world","but","to",NA,NA,NA
"246","for I did not come to condemn the world but to save the world.","come","the","world","but","to",NA,NA,NA
"247","for I did not come to condemn the world but to save the world.","to","the","world","but","to",NA,NA,NA
"248","for I did not come to condemn the world but to save the world.","condemn","the","world","but","to",NA,NA,NA
"249","for I did not come to condemn the world but to save the world.","the","the","world","but","to",NA,NA,NA
"250","for I did not come to condemn the world but to save the world.","world","the","world","but","to",NA,NA,NA
"251","for I did not come to condemn the world but to save the world.","but","the","world","but","to",NA,NA,NA
"252","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","lets","them","has","the","code",NA,NA,NA
"253","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","say","them","has","the","code",NA,NA,NA
"254","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","hypothetically","them","has","the","code",NA,NA,NA
"255","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","there","them","has","the","code",NA,NA,NA
"256","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","is","them","has","the","code",NA,NA,NA
"257","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","a","them","has","the","code",NA,NA,NA
"258","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","bomb","them","has","the","code",NA,NA,NA
"259","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","threat","them","has","the","code",NA,NA,NA
"260","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","inside","them","has","the","code",NA,NA,NA
"261","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","an","them","has","the","code",NA,NA,NA
"262","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","airport","them","has","the","code",NA,NA,NA
"263","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","and","them","has","the","code",NA,NA,NA
"264","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","there","them","has","the","code",NA,NA,NA
"265","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","is","them","has","the","code",NA,NA,NA
"266","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","only","them","has","the","code",NA,NA,NA
"267","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","","them","has","the","code",NA,NA,NA
"268","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","minutes","them","has","the","code",NA,NA,NA
