"","origLine","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction","timeToPredict","Correct"
"773","1 baskets",NA,NA,NA,"","baskets","No prediction for this word list yet",0.0199999999895226,FALSE
"774","As it stands currently, Texas state law allows women to obtain an abortion only under specific circumstances, after a 24 hour waiting period, and only after state mandated counseling. While these state mandated stipulations are not as severe as some found in other states, they still pose a challenge to many foundations of women’s rights and women’s health. As of January 2011, a woman must receive state-directed counseling that includes information that is designed to discourage her from having an abortion. This information must be provided in person at the clinic 24 hours before a woman is allowed to obtain the procedure. The pamphlets and packets that is provided include diagrams of what the fetus looks like at its various stages and describes in detail the various organ functions developing at different states. Before the woman is provided with these detailed handouts, she is required to watch the ultra sound of the fetus as the doctor describes it in detail. The doctor is then required to look for a heartbeat in the fetus and play it for the woman, if it is found. After all of these proceedings take place, the woman must wait at least 24 hours before she can actually have the abortion preformed.","actually","have","the","abortion","preformed","before",0.730000000010477,FALSE
"775","Lately, unschooling has been in the news a lot, and because of that it seems a lot of unschoolers are talking about about whether or not the exposure is a good thing! I've seen people say that because the mainstream media never properly grasps unschooling, they shouldn't bother. Or, that the extra exposure opens unschoolers up to more hassling from people who don't understand. The message behind both of these things being that unschoolers are better off staying under the radar, not letting themselves be interviewed, and just generally keeping quiet about things.","both","of","these","things","being","but",0.189999999987776,FALSE
"776","Now that I've pissed all of them off, let's elaborate.","i've","pissed","all","of","them","the",0.75,FALSE
"777","My thanks go out to the three intrepid souls who voted for this. Did you understand that you were voting to read a fictional story that I’d written centered around beer? I’ll admit, this was one of my personal favorites, though I viewed it with a bit of trepidation, since posting a fictional story centered around a beer theme would result in more work than was probably warranted given my literary acumen and the level of avid readership here at Beer Rant. What I had in mind was a serialized story centered round beer or brewing. More specifically, I’d actually begun the opening sections of a fictional story set in a post-apocalyptic United States (a’la Mad Max) wherein our hero sets out for the “forbidden zone” to find the last bastion of American brewing. (In this setting, beer has been outlawed and society’s high brow circles revel in “water sampling” parties.) Perhaps for fun, and so that the effort doesn’t go unused, I’ll post what I’ve got in the hopper so far.","this","setting","beer","has","been","been",0.970000000001164,TRUE
"778","Magistrates’ Courts Sentencing Guidelines (Page 161)",NA,NA,"magistrates","courts","sentencing","park",0.0599999999976717,FALSE
"779","Let me dry mine.",NA,"let","me","dry","mine","through",0.0800000000017462,FALSE
"780","Shocked, Ayshe clutched Gursel to her chest, starting to retreat out the door. After two steps, she turned around and walked back to the large desk, planted her feet firmly and forced him to look up.","desk","planted","her","feet","firmly","on",0.950000000011642,FALSE
"781","My Man made an observation recently that really put the cat among the pigeons.","made","an","observation","recently","that","asked",0.799999999988358,FALSE
"782","the torrent, I say, of the pleasure of God,","i","say","of","the","pleasure","day",0.810000000012224,FALSE
"783","He looks dressed for a funeral, but I guess he sort of is because after this interview I’ll be mourning the death of what little social life I had to begin with. If that’s what it takes to get Micah back, though, it’s more than worth it.","begin","with","if","thats","what","a",0.719999999986612,FALSE
"784","‘Event horizon?’",NA,NA,NA,"event","horizon","today",0.0299999999988358,FALSE
"785","When it was clear that he still wasn’t sure how to react I said fine, here’s what I give you, as your parent, permission to do tomorrow. You can approach the teacher who told the jokes and say “My mom says that your telling those jokes apparently shows they are correct, since as a blond you clearly lack intelligence and awareness to know that sharing bullying stereotypes to a class full of impressionable middle school kids, which included several blonds, was wholly inappropriate.”","i","give","you","as","your","a",1.22999999999593,FALSE
"786","Nikon D90 is the successor of the hugely popular D80. When it was released it was the first DSLR that offered HD video capture. Although the competition got tougher over the time D90 is still one of the best cameras in its class.","it","was","the","first","dslr","time",0.0600000000122236,FALSE
"787","This could be a cult favourite, because it's very enjoyable indeed. I've played it over and over with pleasure. Stone's elegant, dignified poise and Kynoch's lyrical playing make the best possible case for Havergal Brian piano song. There are also short works for solo piano and piano and violin (Jonathan Stone). The booklet is informative, with the high quality presentation that Stone Records is noted for. Havergal Brian could not have dreamed of anything as stylish as this.","havergal","brian","could","not","have","be",0.719999999986612,FALSE
"788","In case you're wondering, the kids are all still there - but they are no longer kids.","they","are","no","longer","kids","there",0.0700000000069849,FALSE
"789","I love Valentine's Day. I love hearts. I decided to make some heart garland for Lily's room today. It turned out so cute! I was really pleased with how it turned out, so I thought I would share with y'all how I did it. Good idea? Good. Just in time for Valentine's Day!!","good","idea","good","just","in","got",0.69999999999709,FALSE
"790","We hope you had a wonderful time with your loved ones this Christmas. There are hundreds of thousands of South African emigrants who were most likely far from family and friends. I can tell you from my own experience that this is something you never get used to. Not being able to see family and friends at a snap decision.","with","your","loved","ones","this","are",0.729999999995925,FALSE
"791","But join me in the ongoing torture by calling out the following bozos and their bozo-centric stuff they call ""poster art"".","in","the","ongoing","torture","by","saga",1.08000000000175,FALSE
"792","As it was, when we finally worked our way up to trotting, as I would squeeze with my legs and push her forward, she would round up and come back to me in a way, as she shoved off and went into a trot. The reins would go slack a bit and I had no contact as we moved off and sped up. That was a little unsettling for me, but as we moved a few strides along, she started to stretch out and down. Then she would stop. No reason, just stopped. It took a while and we finally went around on an egg shaped circle and made it most of the way around before she would stop again. We were making progress though so I couldn't argue or complain.","forward","she","would","round","up","pick",0.779999999998836,FALSE
"793","So I found this great Acer Aspire on there, that really wasn’t all that expensive. So i decided to bid on it… First mistake, because it took me bout 7 bids to get the other bidder off my back. The bidding fight stopped at the price of about 400 USD… I was happy, cuz if I waited for another 23 hours, that laptop was mine. So I went to bed… When i woke up, I recieved an email saying my bid was no longer the highest… Someone had bid EXACTLY 2 USD more than me… When I tried to bid over him, Ebay told me that the seller did not allow anymore bids…","at","the","price","of","about","a",0.0500000000029104,FALSE
"794","thOUGH the Light seem SMALL is truly an exceptional record. Why are your local appearances so infrequent?","why","are","your","local","appearances","business",0.730000000010477,FALSE
"795","Gospel: Matthew 13:54-58",NA,NA,NA,"gospel","matthew","and",0.0299999999988358,FALSE
"796","I had an awesome time in Korea this year, and spending time in gorgeous Jeju made this year’s trip even more special. I’d definitely recommend visiting Seoul and Jeju to anyone who’s even remotely interested. The culture, food, shopping and sights are simply amazing!","and","jeju","to","anyone","whos","who",0.929999999993015,FALSE
"797","As we move through life, our opinions and ideas change. Sometimes we unconsciously or mindlessly operate from an older belief system when really we have shifted. We want to respond in one way, but we surprise ourselves by habitually responding in a different way. What do you believe, in the here and now? The following exercise gives you a chance to see","operate","from","an","older","belief","son",0.790000000008149,FALSE
"798","He remained unaware of anything in the room except the siren walking toward him. Each steady, unhurried step she took further drew him in. His gaze feasted on the curve of her hip, the swell of her breast. Ethan rode the knife’s edge between lust and propriety.","each","steady","unhurried","step","she","closer",0.799999999988358,FALSE
"799","It was nearly midnight at that point, so we camped at the gypsy camp which, while not exactly safe, is still safer than the bridge is for Tistann. He seems to be persona non-grata with the followers of Rodcet Nife, a priest of which is in the bridge tower. He’s attacked me before.","tistann","he","seems","to","be","be",0.779999999998836,TRUE
"800","In real life, if this teddy bear were actually sitting on the greenish patterned paper, then any light that hit the green paper would reflect back onto his fur, with a bit of a greenish tone to it. Lightly adding the G12 allows me to pull the bear into the background a bit more, and suggests reflected light from the paper.","were","actually","sitting","on","the","a",0.75,FALSE
"801","Dear Mom, Dad and my second mom –","mom","dad","and","my","second","uncle",6.58000000000175,FALSE
"802","4.Dry Skin",NA,NA,NA,"dry","skin","through",0.0299999999988358,FALSE
"803","UBS, Citigroup, ABN Amro, Barclays, Bank of New York Mellon, Credit Suisse, Goldman Sachs, HSBC, Lloyds, State Street, Wells Fargo, and finally Bank of America are all talking about massive lay offs. Bank of America may actually cut 10,000 jobs which would mean a 3.5% reduction of their work force. When the biggest financial institutions are opting to run skeleton crews we are in serious trouble. Most jobs in America are service jobs or financial jobs. I say we need a radical reduction in CEO compensation. If they really believe in their company they can take one for the team, and realize that the needs of the many outweigh the needs of the few.",NA,NA,NA,"ubs","citigroup","survey",0.130000000004657,FALSE
"804","I don't think I ever have actually... when it comes to product I'm sort of a ""more is more"" type of gal. Putting that aside, I am quite taken with Figs & Rouge's little wonder balms that do pretty much everything and smell amazing while they do it.","putting","that","aside","i","am","love",0.75,FALSE
"805","Q: What are the benefits to having Eyelash Extensions?",NA,"q","what","are","the","your",0.0700000000069849,FALSE
"806","If you’re a “real” writer you sit down to write every day at the same time, without fail and you write for a few hours. This is the common wisdom. This is what we all must do if we’re to give ourselves the time to practice our craft. These are The Rules.","for","a","few","hours","this","days",1.36000000000058,FALSE
"807","Please know that I wish we could include every single story in the book, but the editors at Moody Publishers will be the ones to make final decisions about the essays. However, your story will still be featured on the Pearl Girls website as we roll out the book. Amy will also contact you about getting special permission to post your essay online. In order to make room for one more essay, I've decided to not include my essay, but rather write a forward to the book to share the purpose of the project. I am so grateful and humbled beyond words for your willingness to ""tithe your talent"" (a phrase coined by fellow Pearl Girl Patricia Crisafulli) in order to help other women and children. Thank you, thank you. God bless you!","however","your","story","will","still","be",0.769999999989523,FALSE
"808","Suicide is impossible.",NA,NA,"suicide","is","impossible","a",0.159999999988941,FALSE
"809","Faced with the 2012 rules, Red Bull took the obvious route of a raised chassis and nose. The car now eschews the “V” shape nose and chassis, so the top of the chassis and nose are flat. With the rules forcing a 75mm step between these two surfaces, the airflow doesn’t want to run along the nose and then step up without separating from the chassis top.","step","between","these","two","surfaces","soldiers",0.740000000005239,FALSE
"810","As always, there will be a Festival of Poker that includes a full tournament program, cash games and STT’s.","there","will","be","a","festival","next",0.0399999999935972,FALSE
"811","On the up side, my daughter and her hubby just this week found a good last minute vacation deal for a week in Hawaii. So mid September during the 10 days Mr. Garden Muscle will be gone on a motorcycle trip to Colorado to the annual Fallen Firefighter ceremony I will be babysitting little Miss Dinah. It will be Girl Week at my house.",NA,"on","the","up","side","to",0.190000000002328,FALSE
"812","When I created this blog six years ago, I remember sitting with a blank mind in front of a blank screen. What do I write? What do I title my blog? How do I sum up what I have yet to write? Somehow, the phrase, “somewhere in-between” emerged from my hovering fingertips. Where it came from I still do not know. At the time, I had a sense that I was living a nomadic lifestyle, wandering without a map. I felt like I was somewhere in-between homes, and somewhere in-between a child and a parent.","do","i","write","what","do","need",7.27000000000407,FALSE
"813","i know this is nothing compared to all that cuteness you just took in...but i have been saying i would show some more recent pictures of the addition ;) it is coming along slow but steady....but the outside is finally getting CLOSE to being done! that was the goal anyway, and then we can work on the inside over the winter months.....","this","is","nothing","compared","to","with",0.75,FALSE
"814","The second verse in this passage is 1 Thessalonians 4:18. “Wherefore comfort one another with these words.” Why would we have to do that to fellow believers? Don’t they also have the indwelling Holy Spirit? Of course, but all too often, especially in times of distress, one is prone to think according to the flesh and not the Spirit.","in","times","of","distress","one","persecution",1.10000000000582,FALSE
"815","Tossers –literally masturbaters. Means idiots.","tossers","literally","masturbaters","means","idiots","the",0.849999999991269,FALSE
"816","If Peter had such an honoured position why did the Lord have to put him in his place in Matthew 16:25 when addressing him. The Lord said,","place","in","matthew","","when","No prediction for this word list yet",0.779999999998836,FALSE
"817","—Showers with Beetles",NA,NA,"showers","with","beetles","the",0.0299999999988358,FALSE
"818","All this fact checking has got me hungry. Can someone recommend a good pizza?",NA,NA,"all","this","fact","attention",0.160000000003492,FALSE
"819","And you know I like to throw in some before pictures to make myself feel like","before","pictures","to","make","myself","you",0.820000000006985,FALSE
"820","And all the energy behind “pro-life”","all","the","energy","behind","prolife","the",0.779999999998836,FALSE
"821","not because of the mission,",NA,"not","because","of","the","high",0.220000000001164,FALSE
"822","up is",NA,NA,NA,"up","is","to",0.00999999999476131,FALSE
"823","Goodbye, Jill. I'll never forget.",NA,NA,"goodbye","jill","i'll","kelly's",0.0500000000029104,FALSE
"824","From the steps of the porch they had quite a ball,","steps","of","the","porch","they","outside",1.91999999999825,FALSE
"825","So the next few years of Albert Pujols will give the Angels more value than any other player in the league possibly could. Unfortunately, the contract is not for five or six years, it is for 10 years and $254 million.","the","contract","is","not","for","most",2.19000000000233,FALSE
"826","I think they decided that until he moves from El Paso, he needs to be on a preventative inhaler of some sorts. Steroids. Not fun for a baby.","moves","from","el","paso","he","i",0.75,FALSE
"827","7. Visit a place that makes you sleepy. Even if it’s the middle of the night, find a place that normally makes you drowsy, such as your cubicle at work or the pew you sit in at church. If you start to feel sleep settle in, take advantage and sleep where ever you find yourself!","even","if","its","the","middle","girls",2.68000000000757,FALSE
"828","Meanwhile, I have been assured the people who will be hauling my things to yet another location will be here on the 1st. So, I started to arrange things, throw things away, perform the beginnings of what has now become an art form for me. But, then I get the call. It turns out the individual who is moving my things has been suddenly informed he needs to go out of town for two weeks and is now trying to fit me in before he leaves. So, he`s going to squeeze me in on the 27th. A couple of hours later I am told “let`s make it the 28th.“ As it now stands, I am moving on the 26th, which means in two days. But, we haven`t gotten to the time yet and that just might be my final hour.","beginnings","of","what","has","now","come",0.769999999989523,FALSE
"829","Please note this list is not meant to be exhaustive. If you think of anything not covered here, feel free to file it immediately under the ""Unacceptable"" heading and move along. If you are still unsure about whether to broach a subject with Darth Vader, simply ask yourself, ""Do I really want the extremely angry, murderous Dark magic-wielding cyborg to pay any kind of particular attention to me?""","immediately","under","the","unacceptable","heading","misconceived",0.880000000004657,FALSE
"830","I'm not going to go into details, because obviously, sex is a sacred commitment between two married people, but I will say that Day Four was hard, and I don't mean that in the Hard-Hard way, if you know what I mean. I mean that well, you know, I didn't want to wait till it was too late because I am tired, he is tired, so it's one of those sneak-away-when-he-gets-home things. Day Four was challenging hard.","day","four","was","hard","and","to",0.69999999999709,FALSE
"831","2 pounds kirby cucumbers, sliced 1/4-inch thick",NA,NA,NA,"","pounds","No prediction for this word list yet",0.110000000000582,FALSE
"832","Either way, it’s a good story. Enjoy.","its","a","good","story","enjoy","and",0.0599999999976717,FALSE
"833","6. Rosalee is a former addict and her brother, who helped her overcome her addiction, was dealing. I didn’t think it was plausible but I guess Freddy needed income.","dealing","i","didnt","think","it","much",0.169999999998254,FALSE
"834","Guess what? The plans have been submitted for a 12 room establishment with only 5 rooms having a shower and loo and the other 7 rooms sharing facilities. Not exactly ‘high end’ or ’boutique-style’ in my book…..","sharing","facilities","not","exactly","high","a",0.780000000013388,FALSE
"835","2 tsp coarse salt",NA,NA,NA,"","tsp","No prediction for this word list yet",0,FALSE
"836","It was a lovely surprise to be joined by Father Leon Pereira O.P., who had decided to come to the vigil having been inspired by the great pro-life witness of Father Michael Williams, a young pro-life priest who died last week. Requiescat in pace.","witness","of","father","michael","williams","savage",1.3799999999901,FALSE
"837","So why am I posting all of these touchy-feely ramblings today? I feel like I need to give back. If I can give at least one person the hope and encouragement that they, too, can run, bike, swim, or ___________(insert challenge here), then I have done my job.","then","i","have","done","my","to",0.0500000000029104,FALSE
"838","A year ago today God surprised us with the most precious blessing we could have ever hoped for.","with","the","most","precious","blessing","wonderful",1.02999999999884,FALSE
"839","(response by R__)",NA,NA,NA,"response","by","to",0.0299999999988358,FALSE
"840","We’re rugby-mad but not in a good way (page 7)","not","in","a","good","way","positive",0.0400000000081491,FALSE
"841","So, finally the unanswered question of succession to Mubarak. Although he hadn't officially announced yet, Hosni's son Gamal seemed a likely candidate to take over the reigns. Posters advocating a Gamal Mubarak presidency were already plastered all over downtown Alexandria. So at least they could keep it all in the family, you know, like the best dictators do.","hadn't","officially","announced","yet","hosni's","but",0.799999999988358,FALSE
"842","On New Year's Day, I opened the drawer of my bed stand. There was my journal, and Annie's, but Henry's was absent. I gave my room a cursory rummage to no avail. My husband consoled me, saying it's bound to show up somewhere. Still, days later, I have not found it. It's absence is nagging at me. Multiple times a day I open my bed stand drawers, hopeful that by some miracle the journal will be there, found. I've entertained the idea of searching for it in the strangest places - like the big blue garbage cans in the garage - uncertain if these impressions are the product of inspiration or complete lunacy.",NA,NA,"on","new","year's","judge",0.0800000000017462,FALSE
"843","I am so honored to be recognized for my work and am inspired now to enter more competitions and to work even harder at my photography.","work","even","harder","at","my","the",0.720000000001164,FALSE
"844","What would we find in your refrigerator right now? Jen responded, “I always imagined how it would be to eat music. So if that was possible, I’d probably keep it in my ‘refrigerator of life’, eat it and never be full up.”","refrigerator","of","life","eat","it","the",0.75,FALSE
"845","I took them home and started the process of breaking them in to get them ready for Boston. I went on some short runs and eventually used them for my Sunday long runs. My feet sounded like they were plopping on the ground, like I had huge clown shoes on. My feet didn’t feel great, but I figured it was just because they were new.","them","ready","for","boston","i","plans",0.760000000009313,FALSE
"846","starting with the perimeter and spun",NA,NA,"starting","with","the","the",0.0499999999883585,TRUE
"847","good morning. how are you? do you have crafty plans this weekend? i am going to try to finish up some projects but i am also going to take some mommy time for my babes. before i go out to play with them in the sunshine, i wanted to share my project this week over at the MME blog.","to","play","with","them","in","a",1.25,FALSE
"848","“It’s strange, Ma,” said Praymar to Lanna, “but something about this seems familiar to me, but I don’t know why… it’s as though I saw all of this happening in a dream long ago.”",NA,NA,"its","strange","ma","that",0.220000000001164,FALSE
"849","Oh! Canada, We Stand On Guard For Thee","we","stand","on","guard","for","who",0.669999999998254,FALSE
"850","There is some sort of sorcery involved in flan. The caramelized sugar that you line the moulds with, and that immediately turns solid, somehow turns into liquid caramel gold when you serve the flan. I don't know why - I think you have to have an in with the Mexican gods to get the real answers.","with","the","mexican","gods","to","she",0.779999999998836,FALSE
"851","""Memory is the greatest curse ever inflicted on mankind,"" drama critic Jed Leland (Joseph Cotten) says at one point in the film and this line in many ways reflects what made this movie such a breakthrough. Citizen Kane explores a sort of existential mystery, attempting to encapsulate one man's life by deciphering the meaning of his dying word. Welles proved a wonder in his film debut, playing the title character, producing, directing and co-writing the movie — all at the tender age of 25.","citizen","kane","explores","a","sort","lot",0.820000000006985,FALSE
"852","Items from the Lefferts collection span centuries of history, from when the Lefferts family first settled in Flatbush in 1660. The family came to own large tracts of property, not only in Brooklyn, but in Queens County, Staten Island and New Jersey as well.","first","settled","in","flatbush","in","No prediction for this word list yet",0.75,FALSE
"853","Would I want everything in my house to operate in the most complicated possible manner? Do I want to live in a world where molehills are intentionally turned into mountains? Oh heavens no. Can you imagine trying to navigate your daily obligations while at the mercy of a crank and fifty gears for each task? Perish the thought! We don't have time for everything we do to be about the journey, rather than the destination. Everything cannot, and should not, be complicated like this wonderful winecork puller-outer.","most","complicated","possible","manner","do","of",0.619999999995343,FALSE
"854","Do not live beyond your means. This takes time and a change in attitude to accomplish. The rise of consumer credit in the past few years has made it far too easy to buy items without being able to pay, and the bills are coming due. Spend some significant time studying your finances, and set a realistic budget to which you can stick.","attitude","to","accomplish","the","rise","first",0.690000000002328,FALSE
"855","26 - A conclusion is the place where you got tired of thinking.","","a","conclusion","is","the","a",0.760000000009313,FALSE
"856","14. Black is beautiful (alternate version instrumental)",NA,NA,NA,"","black","No prediction for this word list yet",0.0199999999895226,FALSE
"857","I made this in the Sugarcreekforge build along and was very happy with it. For those of you who do not know of the sugarcreekforge build along it was a youtube event where we all learned how to make our first knife out of files and hand tools. My knife was made out of 1095 and Kyley's is made out of O1 tool steel with a more sophisticated heat treat to","made","this","in","the","sugarcreekforge","appropriate",0.0500000000029104,FALSE
"858","Now for the inside....",NA,NA,"now","for","the","the",0.0399999999935972,TRUE
"859","Stein, who was Jewish, supported the puppet Vichy regime in France in the Second World War through her friend, historian and Nazi collaborator Bernard Fay. The Metropolitan Museum of Art recently agreed to update an exhibition of Stein's work with a reference to her Nazi connections.","art","recently","agreed","to","update","play",0.75,FALSE
"860","Good morning! I was so busy posting my December Memories album last month that I didn't get a chance to share a couple more projects for Emma's Paperie. All of the designers created a project using amazing transparencies and rub-ons by Hambly Studios. And this ""Very Merry"" layout is what I came up with for my project. I created the color scheme based on the colors in the girls' Christmas dresses. And I actually got a little technique happy and made ""snow globes"" with the transparencies. For a complete supply list, please visit the Emma's Paperie blog here.","hambly","studios","and","this","very","wakes",0.710000000006403,FALSE
"861","My fear for Hodgson is that once England are knocked out (not good enough to win the tournament) is that he will have a whole load of abuse thrown at him from the fans and press, that he does not deserve.","abuse","thrown","at","him","from","too",0.759999999994761,FALSE
"862","1/04 - 05: 300 Follistim/4 Menopur","","","","follistim","menopur","No prediction for this word list yet",0.600000000005821,FALSE
"863","Walking further and further, the body is starting to feel the distance.","the","body","is","starting","to","to",0.710000000006403,TRUE
"864","Her June 10, 1950 obit in the New York Times was short and to the point: Dora Lillie Mahler was the ""devoted daughter of Tillie and the late Meyer Mahler, dear sister of Henrietta Burk; David Mahler; Sarah Smith; Morris Mahler; Ida Volk; and Mary Markell."" I wish I knew more about great-aunt Dora.","markell","i","wish","i","knew","could",0.0499999999883585,FALSE
"865","Sandy, Sylvia, and Wren have decided that this memorial will be the last My World post. My World was Klaus's baby, and to continue without him doesn't seem right. We will continue to remember and to miss him even as we know he can never be replaced.","and","to","miss","him","even","keep",1.91999999999825,FALSE
"866","In our case it’s muddled",NA,NA,NA,"in","our","the",0.0300000000133878,FALSE
"867","CD 5: Start stimming",NA,NA,NA,"cd","","bridging",0.110000000000582,FALSE
"868","“I guess, but it’s not my concern.”","guess","but","its","not","my","decripit",0.989999999990687,FALSE
"869","""This is not about deceiving just a man in the street. It is about deceiving the Conference of Rulers and the agong.","just","a","man","in","the","front",0.190000000002328,FALSE
"870","I have spent hours working on a plan that will cover all of our living expenses, pay off our debt, and allow us to purchase a home by the end of 2014. Two and a half years of living as we are will allow us much more in the end. I’m utilizing a snowball method to payoff our debts, less our student loans which we will maintain for the continued boost to our credit.","our","debt","and","allow","us","the",0.839999999996508,FALSE
"871","Contact MileagePlus by mail or phone",NA,NA,"contact","mileageplus","by","No prediction for this word list yet",0.0299999999988358,FALSE
"872","didn't save any to try that way. You notice I say sorta and","notice","i","say","sorta","and","ha",0.779999999998836,FALSE
"873","But it was such a fun weekend, and I went to one of their baby showers, and found out a different roommate is pregnant, and two roommates are going to Europe this summer, and one is moving to Michigan, and the other possibly to Kansas....","is","moving","to","michigan","and","before",0.860000000000582,FALSE
"874","AMAZING CUSTOMER SERVICE",NA,NA,NA,"amazing","customer","much",0.0299999999988358,FALSE
"875","My wife and I went to have an ultrasound yesterday and found out that we are expecting triplets. We already have a 2 year old daughter and the thought of adding 3 more and doubling our family was a bit overwhelming. Not to mention the fact that the doctor doing the ultrasound was incredibly negative. He put on the doomsday cap and started telling us everything that could go wrong and that we should consider a selective reduction around week 10-12 mark.","adding","","more","and","doubling","more",0.720000000001164,FALSE
"876","(One of Layton's last poems, found in Box 31 of the Layton collection at Concordia University in Montreal. A","in","box","","of","the","the",0.720000000001164,TRUE
"877","I mean, obviously it'll never replace press advertising or anything! That would be fucking disastrous! But it's really becoming quite prominent all across the globally digitised interconnected world we all live in today, the future, now, tomorrow.","it'll","never","replace","press","advertising","clip",0.730000000010477,FALSE
"878","I'm getting to know the products!","i'm","getting","to","know","the","lindzi",0.0499999999883585,FALSE
"879","1. Sharp Dressed Man 4:43",NA,NA,NA,"","sharp","No prediction for this word list yet",0.0200000000040745,FALSE
"880","I used a Swarovski flat-backed crystal as the focal then bead embroidered around it. The fringe off the bottom also features Swarovski crystals and a Swarovski tear drop. They look stunning in person and my mom is thrilled with them not looking like ""old lady"" earrings. PLUS they are super lightweight, so her ears won't get a headache from carrying around anything too heavy!","is","thrilled","with","them","not","it",1.19999999999709,FALSE
"881","When visitors came over, they would hang up their bacon to show off.","when","visitors","came","over","they","the",0.720000000001164,FALSE
"882","No, but I did have coconut iced tea! Coconut! Yum! The best flavor on earth!","have","coconut","iced","tea","coconut","party",0.620000000009895,FALSE
"883","The Brother machine is $250 while the Janome is $450. The Brother machine has 90 built in stitches, including monograms, while the Janome only has 50. I can't say I will definitely use all the built in stitches but the capability to monogram could be pretty awesome. However, the Janome is available from the trusted local repair shop I took my baby to, while the Brother would have to be order online from someone. I did briefly play around with the Janome at the repair shop and though it was pretty standard machine that will work wonderfully but at almost twice the cost of the Brother it is hard justify. Although my Janome serger is a trooper. I have had it for 6-7 years and have (wince) never had it serviced or oiled and it still runs wonderfully, just a little nosier. Does anyone have experience with either of these machines and/or brands that they can help me decide?","experience","with","either","of","these","my",0.709999999991851,FALSE
"884","As we walked in the door, the ranch owner Don extended his hand and introduced himself. He described his products in detail for us. They sell dry aged beef with no hormones or antibiotics directly from their own ranch.","we","walked","in","the","door","front",0.169999999998254,FALSE
"885","I take a spray bottle of homemade wipe solution, a few prestuffed pocket diapers, a small grovia wet bag (which holds about 4-6 diapers), a small bag with plenty of cloth wipes, and a changing mat in my diaper bag whenever we go out. I place everything dirty in the wet bag, pull the draw string tight, place it in the diaper bag and it works really well for us. We don't have issues with bad smells and I prefer to use cloth on the go even though it means more to carry around, because with cloth, we don't have messy blowouts that end up on his clothes. It actually saves me more time. .","diapers","a","small","bag","with","of",0.620000000009895,FALSE
"886","Grungeboard letters",NA,NA,NA,"grungeboard","letters","No prediction for this word list yet",0.0199999999895226,FALSE
"887","This kept me off the mat for a class or two. My doctor didn’t find anything on the x-rays and put me on crutches. Meanwhile, I sat on the sidelines during class itching to be back on the mat. I couldn’t take it and started thinking of ways to practice. There are techniques in seated positions that we learned. If we could do some, why couldn’t I do all of the techniques we learned in seated positions? I had to adapt to a physical limitation. I got back on the mat and fellow aikidoka willing to work with my own limitations happily partnered with me and our sensei helped me make adjustments as needed.","the","sidelines","during","class","itching","is",0.779999999998836,FALSE
"888","I'm also entering this at:",NA,NA,NA,"i'm","also","not",0.0200000000040745,FALSE
"889","In many ways, the Ozarks world of Winter’s Bone harbors a way of life that seems to have changed little since the Great Depression. Oh sure, the cars and clothes are newer, and the local underground industry has switched from moonshine to crystal meth. But the mentality feels mostly the same- fierce territoriality, a strained-at-best relationship to the Law, and tenuous blood ties that only hold up to the point where they stop being useful. It’s a pocket of America that feels like a distant planet compared to the contemporary suburban sprawl, to say nothing of the big city, and it’s the kind of place where those who hail from elsewhere thank the heavens that they weren’t born, and where those who were born there rarely manage to escape.","many","ways","the","ozarks","world","No prediction for this word list yet",0.75,FALSE
"890","Wow, powerful. God has certainly taught you what struggles and triumphs look like and its wonderful to know you have walked through to the other side and found God’s goodness.","taught","you","what","struggles","and","with",0.710000000006403,FALSE
"891","The Book of Lost Fragrances fuses history, passion, and suspense, moving from Cleopatra’s Egypt and the terrors of revolutionary France to Tibet’s battle with China and the glamour of modern-day Paris. Jac’s quest for the ancient perfume someone is willing to kill for becomes the key to understanding her own troubled past.","glamour","of","modernday","paris","jacs","amour",0.769999999989523,FALSE
"892","After my beautiful child was born, Fabio did not cope at all. I suppose that once he saw this baby shit got real. He came to the conclusion that he couldn’t be the father and off we went on the rigmarole of DNA tests so my son could have his Father’s name on his birth certificate. It was a little stressful and my respect for him waned big time but hey – what can you do? You can’t force someone to be a man and face up to their responsibilities. They can only do it when they are ready.","be","the","father","and","off","guy",0.940000000002328,FALSE
"893","Professionals and intellectuals – in practice this included almost everyone with an education, or even people speaking english or wearing glasses (which, according to the regime, meant that they were literate).","or","wearing","glasses","which","according","is",0.69999999999709,FALSE
"894","It was on this web site that I came across marketing professor Rajendra Sisodia (who has his MBA in Marketing from the Bajaj Institute of Management in Mumbai, India and a PhD in Marketing from Columbia University), who believes that traditional marketing is going away. He argues that companies that perform well in today’s business landscape may not even spend any money on marketing at all.","money","on","marketing","at","all","the",0.75,FALSE
"895","As we drove up, it was neat to have the state capitol right in front of our eyes! David wanted us to swing in but we weren't sure if they just let anyone in, plus I'm sure Jon would rather wait for a republican to be running the joint first.","if","they","just","let","anyone","go",0.740000000005239,FALSE
"896","Gregory: but what about Congress - after all","but","what","about","congress","","pushing",0.710000000006403,FALSE
"897","A recent study by California’s Research and Policy Center concluded that even residential solar in California could reach grid parity by 2015. This is because the falling price of solar panels and the increasing number of installers means that competition has driven down the cost per watt, to an estimated $5.25 per watt installed by 2015.","of","solar","panels","and","the","the",0.75,TRUE
